ident;noi;wpela16;chom_mens;cal0;couple;age;age2;duree_ss_emploi;pas_diplome;nbmois_cho;nbmois_sal;ass;sexe;moins_30;entre_30_50;entre_50_65;AG;chemin_ass;nbmoischo_ant
14013563;01;224.32139548;478.75;444444444444;1;37;1369;4;0;12;0.1675213675;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013568;01;612.2786778;904.5;444444444444;1;26;676;2;0;12;0;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013569;01;549.73801136;812.33333333;444444444444;1;39;1521;0;0;12;0.4478632479;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013572;01;932.85981699;1068;111111411111;1;54;2916;0;0;1;11;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013574;03;558.60560646;186.41666667;444444444444;0;32;1024;3;0;12;0;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14013579;07;793.31737058;928.5;144111111111;1;27;729;1;0;2;10;0;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14013585;01;610.13341231;3143;411111111111;0;48;2304;0;0;1;11;;0;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013589;02;720.60967135;1673.2;411444444444;1;31;961;2;0;10;1.3389010989;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013592;01;246.44799423;1892.6666667;422244444111;0;45;2025;3;0;6;2.7581196581;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14013593;02;345.84956817;12597;111111111114;1;53;2809;5;0;1;3.411965812;;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;30
14013598;02;928.6206589;100.9;444444444411;0;25;625;1;0;10;2;0;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14013603;03;1809.1987656;1754;144411111111;1;26;676;1;0;3;9;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14013607;02;122.81982092;1283.3333333;111111144411;1;59;3481;3;0;3;3.1550671551;;0;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14013611;01;646.2936106;3158;111111111114;0;45;2025;0;0;1;5.161025641;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14013637;01;577.74035849;575.8;114444444444;0;32;1024;0;0;10;2;1;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14013638;01;863.78712389;45603;111141112222;1;41;1681;0;0;1;7;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013642;01;837.16157238;678;114111111111;0;32;1024;1;0;1;11;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14013651;01;254.3459395;164.9;414444344444;1;45;2025;1;0;10;0.8179487179;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
14013658;01;338.30901624;477.66666667;444444444444;0;47;2209;4;0;12;0;1;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14013664;01;568.03246251;626;144444133344;0;54;2916;3;0;7;1.8572649573;1;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14013675;01;1284.3753459;351.5;444491111111;0;31;961;1;0;4;7;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14013678;01;555.09943299;1325.1666667;444444444444;1;39;1521;2;0;12;0.0555555556;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013689;02;517.69786023;806.25;111441444444;1;31;961;0;0;8;4;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013699;02;1300.4247427;459;111111144444;1;44;1936;3;0;5;7;1;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14013700;02;489.50330243;765.85714286;444444411111;1;33;1089;1;0;7;5;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14013703;01;380.57384974;1309.5;111141141111;1;32;1024;1;0;2;10;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013719;03;348.47836324;787.9;444444411444;0;43;1849;3;0;10;2;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14013722;01;536.41629207;470.66666667;444111111111;0;42;1764;1;0;3;5.3461538462;;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14013724;01;779.14997865;124.66666667;444444111111;1;36;1296;1;0;6;6;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;19
14013727;01;675.89118987;375.33333333;111111144411;0;53;2809;0;0;3;1.4284737485;;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013729;03;216.20882916;521.09090909;944444444444;0;39;1521;3;1;11;0;1;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;28
14013743;02;436.30295306;1061.9166667;444444444444;1;45;2025;1;0;12;12;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013746;01;976.24002782;762.33333333;444444444444;0;28;784;3;0;12;7.3196581197;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14013749;01;438.84609396;559.33333333;444444444111;1;50;2500;0;1;9;2.7675213675;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013764;01;335.78236807;1100;411111111111;0;49;2401;0;0;1;5.105982906;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14013770;01;747.4942736;1040;411111111111;1;34;1156;0;0;1;11;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013776;01;605.31530634;370.66666667;444444444444;0;37;1369;2;0;12;7.6205128205;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013784;02;300.556469;786;111111144111;1;36;1296;3;1;2;10;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013793;01;680.12952203;939.9;441444444441;1;29;841;0;1;10;2;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14013794;01;882.14164303;834.58333333;444444444444;0;45;2025;3;0;12;0;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14013796;02;941.58060429;1087;111444444444;1;50;2500;0;0;9;0.9792429792;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14013810;01;988.95102058;870.42857143;441111144444;0;29;841;1;0;7;5;;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013820;02;415.35425382;521;144444444444;0;56;3136;2;0;11;1;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;22
14013821;01;645.3471594;808.875;444444446666;1;37;1369;2;0;8;0;0;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013833;02;470.88312959;53;111111444444;1;46;2116;2;0;6;6;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14013835;01;542.21357199;2785.6666667;444444444444;0;61;3721;2;0;12;3.8794871795;0;0;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14013850;02;273.3051746;872.4;444449999991;1;47;2209;1;0;5;1;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14013856;01;807.996178;447.5;442221112221;1;38;1444;0;0;2;4;;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013863;01;461.36516809;689;144111111111;1;35;1225;3;0;2;10;0;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14013867;03;296.96287557;1175.3333333;667777771444;0;36;1296;2;0;3;1;;0;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013874;01;904.87575297;529.3;144444444442;0;38;1444;0;1;10;1;;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14013971;01;251.1277554;559.66666667;444444444444;1;56;3136;2;1;12;0;1;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14013972;01;539.69886671;1429.75;444488888888;0;54;2916;8;0;4;0;;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14013985;02;2023.3641421;1390.25;411111144141;1;26;676;1;0;4;6.7384615385;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014001;01;745.34158263;923;444443333333;1;32;1024;0;0;5;0;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014002;03;610.59986882;74.428571429;941111444444;0;25;625;4;0;7;4;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014003;01;592.26623408;7437;411111111111;1;55;3025;0;1;1;11;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014009;01;422.87505323;731.22222222;111444444444;0;25;625;2;0;9;1.4265201465;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014021;02;696.16121129;1129;444411111111;1;55;3025;0;1;4;5.547985348;0;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014036;01;385.38680872;980;444444444444;1;58;3364;4;0;12;0.1333333333;0;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;30
14014036;02;385.38680872;3125.0833333;444444444444;1;61;3721;2;1;12;0;0;1;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;16
14014038;01;365.65673887;123.33333333;111111444444;1;45;2025;2;0;6;4.7162393162;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14014041;01;642.84904467;632.33333333;444666666666;1;31;961;4;0;3;0.0700854701;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014057;01;888.32750835;2371.25;443441113311;1;50;2500;18;0;4;1.9111111111;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;72
14014061;03;524.4923801;954.75;111111114444;0;28;784;0;0;4;8;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014070;01;382.73805839;858.83333333;444444444444;1;50;2500;2;1;12;1.5170940171;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014073;01;535.58146892;1039.25;444444444444;1;40;1600;2;0;12;0.0538461538;0;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014085;01;764.52479645;449.66666667;111111144114;1;34;1156;0;0;3;9;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014108;01;778.75101667;556.66666667;444444444444;0;50;2500;2;0;12;0;0;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014109;01;536.11999371;196.25;111144444444;0;27;729;0;0;8;3.9384615385;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014120;01;636.09967035;703;111114444444;0;58;3364;5;0;7;5;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014142;02;102.49541339;1067.2;411444411111;1;47;2209;2;0;5;7;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14014144;02;451.23423234;297;999994888111;1;43;1849;3;0;1;3;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014161;01;336.69521238;2366;222222444444;1;31;961;0;0;6;0;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14014161;02;336.69521238;799.42857143;444444411111;1;35;1225;1;0;7;0.805982906;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14014184;01;707.37676622;1351;144411111111;0;28;784;1;0;3;9;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14014188;01;693.23547749;473.33333333;444444444444;0;51;2601;6;1;12;0;;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014193;01;577.21158382;702.42857143;444444411111;1;44;1936;1;0;7;5;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14014198;02;1053.3415459;835.5;441111111111;1;53;2809;0;1;2;10;;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014215;02;503.67629238;562;411111111111;1;56;3136;0;1;1;11;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14014232;02;266.77432176;1165.1428571;141441144441;1;43;1849;2;1;7;5;1;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014235;01;237.33373552;406.16666667;444444444444;1;59;3481;1;0;12;9.9196581197;0;1;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014239;01;492.30453515;692.33333333;444444449994;1;50;2500;5;1;9;0;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;45
14014243;03;383.79693731;4667.5;222222222244;0;26;676;3;0;2;0;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14014249;01;793.48135983;484.08333333;444444444444;0;58;3364;3;0;12;0;1;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;30
14014280;01;866.7693333;1050.125;444444441111;0;58;3364;1;1;8;4;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14014283;01;1004.0048894;1018.75;444444444444;1;49;2401;2;1;12;0;;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014290;01;598.42868191;475.5;444444444444;1;45;2025;6;0;12;0;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14014291;02;354.15024378;795.16666667;444444444444;1;46;2116;2;0;12;0.3102564103;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014295;01;399.92713898;1011.5;411444444444;1;30;900;0;0;10;2;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014296;02;959.06526182;1189.2727273;144444444444;1;26;676;2;0;11;0.0606837607;0;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;15
14014299;01;450.53321084;1490.1666667;444444444444;0;60;3600;3;0;12;0;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014300;02;492.3130003;33;411111111111;1;50;2500;0;0;1;11;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014301;02;817.42298216;772.8;444444444411;1;45;2025;2;0;10;1.1042735043;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;11
14014307;02;464.63281414;505.3;994444444444;1;56;3136;0;1;10;0;1;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14014309;01;490.84935692;1964.6666667;111111111444;0;35;1225;0;0;3;9;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014316;01;617.03914469;192.8;994444444444;1;42;1764;0;0;10;0;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014319;01;374.47595044;839;111444441111;0;55;3025;1;1;5;7;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014320;01;408.05860985;646;114441114444;0;51;2601;3;0;7;5;;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014331;01;1145.405323;5465.5;333333334411;1;28;784;1;0;2;2;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014344;01;738.98390791;1649.8571429;333334444444;0;28;784;2;0;7;0;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014351;01;929.75103357;1038.5833333;444444444444;1;27;729;2;0;12;0;0;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014373;01;781.02008953;1006;111114444444;1;34;1156;0;1;7;5;1;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014373;02;781.02008953;852.375;111144444444;1;39;1521;0;1;8;4;0;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014374;01;1151.9645065;373.2;444444444411;1;48;2304;1;1;10;2;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14014381;01;270.49321847;689.71428571;888884444444;1;49;2401;4;0;7;0;;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014386;02;444.1713419;1264.75;114444111111;1;30;900;1;0;4;8;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014391;01;332.51483611;568.11111111;444444444111;0;38;1444;1;1;9;0.0598290598;0;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14014401;01;470.66346557;969.28571429;411111444444;1;33;1089;1;0;7;4.0316239316;;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014401;02;470.66346557;347.44444444;444444444111;1;41;1681;1;1;9;3;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14014408;02;465.08085464;498.33333333;444444444444;1;45;2025;2;1;12;0.8948717949;0;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014432;01;1282.9538491;2869.75;111111114444;0;34;1156;0;0;4;8;;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14014446;01;416.61658653;3531.6666667;444999888888;0;58;3364;3;1;3;4.2521367521;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14014447;03;492.2879811;1628.5555556;444444444111;1;44;1936;0;0;9;1.6504273504;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014450;03;1049.7811599;799.22222222;441114444444;0;26;676;2;0;9;2.5478632479;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014469;01;565.47252141;1037.1666667;444444111111;1;38;1444;1;0;6;6;0;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014481;01;420.11976366;477.66666667;444444444444;1;60;3600;12;1;12;0;1;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014482;02;684.94470256;442.66666667;337711111444;1;44;1936;1;1;3;5;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014495;01;453.89599702;427;441111111111;1;41;1681;0;1;2;0.2641025641;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014517;01;1154.8873343;2003.8571429;444444466677;1;34;1156;3;0;7;1.8769230769;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014526;01;352.92692294;865.33333333;444444444999;1;39;1521;1;1;9;2.888034188;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14014529;03;467.70772158;314.5;111111111144;1;26;676;0;0;2;10;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14014530;01;313.01767369;1529;441111111111;1;54;2916;1;1;2;10;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014531;01;649.73162804;2152.6666667;111144444411;1;46;2116;1;0;6;6;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014532;01;647.03780735;130.9;444444444433;1;28;784;2;0;10;4.7777777778;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014561;01;739.05563586;2740.2;111111144444;0;42;1764;0;0;5;7;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014577;03;581.07240386;157.6;994444444444;0;32;1024;2;0;10;2.2452991453;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14014583;01;1908.6019431;1404.5;444477711111;1;41;1681;1;0;4;2.2622710623;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14014590;01;490.14831912;1453.5833333;444444444444;0;52;2704;3;0;12;0;0;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014591;02;758.3957988;243.125;111144444444;1;39;1521;0;0;8;2.0757020757;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014596;01;593.27468684;921.58333333;444444444444;0;56;3136;3;0;12;0;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14014612;01;1229.3803694;214.5;111441111111;0;29;841;0;0;2;1.557997558;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014624;01;564.3562725;1641.3333333;444444444111;1;57;3249;1;0;9;3;0;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
14014628;01;102.89654803;1812.8;114444444444;1;41;1681;2;0;10;1.0829059829;0;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014631;02;1001.5079163;128;111411111111;1;45;2025;0;0;1;11;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014635;02;1818.5211747;2486;444411111111;1;45;2025;1;0;4;8;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014640;01;928.62726835;3843;488888888888;1;31;961;4;0;1;4.6564102564;0;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014643;01;1019.2410869;1033.0833333;444444444444;0;39;1521;3;0;12;0;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014647;01;499.51388234;475.5;111114433333;0;31;961;0;0;2;5;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014651;02;273.36090777;477.25;444488888888;0;59;3481;3;0;4;0;;1;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014655;01;842.35248488;473.33333333;444444444444;0;46;2116;4;0;12;0;1;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014656;01;330.6814096;684.25;111444444441;1;50;2500;1;0;8;4;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014661;02;992.02568855;883.8;444441111111;1;25;625;1;0;5;5.8478632479;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14014692;02;659.67586308;2402.4285714;444444411111;1;55;3025;1;0;7;5;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14014694;01;649.23687243;12239;411111111111;0;60;3600;0;0;1;7.2644688645;0;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014700;01;613.44393243;496.625;911144444444;1;30;900;1;0;8;3;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014713;01;533.9915857;1399.3333333;444111111111;1;59;3481;0;0;3;9;;1;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014713;03;533.9915857;1142.4;111144444111;0;30;900;1;0;5;6.9384615385;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014715;01;335.7392039;492.5;441111111144;1;25;625;1;0;4;5.2128205128;0;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14014764;01;744.5609172;707.33333333;444444444111;1;41;1681;1;0;9;3;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014764;02;744.5609172;2232;411111111111;1;47;2209;0;0;1;0.7912087912;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014779;02;363.39272589;972.8;441111111444;1;39;1521;2;1;5;7;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014785;01;1036.8904753;755;411111111114;0;28;784;0;0;2;9.8769230769;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014805;02;695.80160725;515.25;444444444444;0;60;3600;16;0;12;0;1;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014805;04;695.80160725;1083;111111111114;1;28;784;0;1;1;6.844981685;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14014806;02;471.90624078;754;111111444441;0;48;2304;0;0;5;3.6295970696;;0;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14014817;02;509.40764245;1610;111111111414;1;41;1681;2;0;2;10;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014822;01;223.47486091;1091;344443444444;0;28;784;2;0;10;0.4034188034;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014831;01;319.33016686;549.1;114444444444;0;47;2209;3;0;10;2;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;30
14014836;02;462.4874489;953.875;444444441111;1;40;1600;1;0;8;4;0;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14014840;02;500.24257839;577;888888881114;1;58;3364;1;0;1;3;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014844;02;349.77758441;1316.3333333;444111111111;1;43;1849;18;0;3;9;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14014857;01;497.45956661;925;411144444444;0;30;900;2;1;9;2.8478632479;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14014866;01;536.31724158;505.88888889;111444444444;0;26;676;0;0;9;3;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014868;02;646.36805748;652.83333333;444444444444;1;28;784;2;0;12;3.7333333333;0;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014873;02;373.03160008;759.83333333;444444444444;1;54;2916;1;1;12;12;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014890;02;576.28477171;475.2;444444444466;1;35;1225;9;0;10;0;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14014893;01;722.28039949;962.77777778;444444111444;0;31;961;3;0;9;3;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014910;01;684.88805995;768.42857143;441411444411;0;46;2116;4;0;7;4.7547008547;;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14014912;02;562.69386854;580.9;441144444444;0;51;2601;5;1;10;0.0732600733;1;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014916;01;522.76322879;1258;444444444444;1;32;1024;1;0;12;0.1196581197;0;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;14
14014919;01;296.45688501;536.4;444444499444;0;47;2209;1;0;10;1.841025641;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014920;01;936.72152732;1053.5454545;444443444444;0;36;1296;3;0;11;1.9837606838;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14014926;02;322.8770055;3884;411111111111;1;28;784;0;0;1;8.4294017094;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14014935;01;629.18935736;1155.4;443344433333;0;33;1089;6;0;5;0;1;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14014937;02;386.2281931;3094;111111111144;1;50;2500;20;1;2;3.8544566545;0;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
