ident;noi;wpela16;chom_mens;cal0;couple;age;age2;duree_ss_emploi;pas_diplome;nbmois_cho;nbmois_sal;ass;sexe;moins_30;entre_30_50;entre_50_65;AG;chemin_ass;nbmoischo_ant
14000408;02;594.91027099;1572.1428571;444344443337;1;36;1296;3;0;7;0.4957264957;0;0;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000409;01;2049.0039478;1282.5;444411111111;1;44;1936;3;0;4;8;0;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14000410;01;722.58855953;480.91666667;444444444444;0;49;2401;4;0;12;0;1;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14000412;01;369.88522976;1460.2;444441111111;1;45;2025;1;0;5;1.1495726496;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000412;02;369.88522976;1735.8;444444444411;1;49;2401;1;1;10;2;;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000430;01;849.41470934;273.66666667;111111111444;0;29;841;0;0;3;6.9051282051;;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000446;01;963.51260889;753;411111111111;1;51;2601;0;0;1;11;;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14000451;01;1063.2615269;406.08333333;444444444444;0;34;1156;2;0;12;3.7504273504;0;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000456;01;732.86891347;1264.3333333;114441111111;1;30;900;1;1;3;7.6042735043;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14000459;01;620.3374269;1607.8333333;444444444444;0;41;1681;1;0;12;2.8478632479;0;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000470;02;692.80609687;2806.9090909;444444444441;1;34;1156;2;0;11;1;;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000480;01;565.3755461;872;444444444444;0;40;1600;2;1;12;0;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14000488;01;323.44755077;1382;111441111111;0;40;1600;1;0;2;10;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;156
14000497;02;499.7894705;667.5;111144444444;1;41;1681;2;0;8;4;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14000505;01;340.72301893;1520.4166667;444444444444;1;62;3844;2;0;12;0;;1;0;0;1;62;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14000514;02;2228.4614508;911;222299444444;1;25;625;2;0;6;2.2384615385;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000520;01;736.28521126;562.58333333;444444444444;1;44;1936;4;0;12;0;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000521;02;500.39958671;1193.75;444411111111;1;34;1156;0;0;4;8;;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000524;01;378.04944109;468.4;444441111111;1;31;961;1;0;5;7;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14000526;01;1472.4766907;7141.5;441111119991;1;35;1225;0;0;2;7;0;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000526;02;1472.4766907;4317.5;441111119991;1;37;1369;0;0;2;7;0;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000540;01;690.4075544;1846.9166667;444444444444;0;51;2601;3;0;12;6.511965812;0;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14000540;02;690.4075544;476.66666667;444444444444;0;27;729;0;1;12;0.3341880342;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000548;01;716.23707114;442.5;441111111111;1;44;1936;0;0;2;10;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000554;01;872.51835001;1690.1666667;444444111111;1;32;1024;1;0;6;4.6264957265;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14000559;01;475.82264338;1651;444111111111;0;49;2401;1;0;3;9;0;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14000568;01;346.10104763;785.72727273;144444444444;0;57;3249;3;1;11;1;;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;27
14000574;01;528.47253214;522.27272727;444444414444;0;38;1444;2;0;11;1;1;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14000575;01;302.89130473;8026.5;441111111111;1;51;2601;0;0;2;7.5575091575;0;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000579;02;706.35308838;742.3;444444444433;0;30;900;2;0;10;4.2025641026;0;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14000591;02;533.36275401;2504.5454545;144444444444;1;40;1600;2;0;11;1;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;13
14000600;01;753.04420421;25.166666667;444444444444;0;48;2304;6;1;12;0;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000614;03;394.09084392;412;441111111111;1;52;2704;0;0;2;7.2914529915;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000618;01;590.28600988;495.16666667;444444111111;1;45;2025;0;1;6;6;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000627;01;436.52567769;487.5;111114344444;1;48;2304;2;0;6;5;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000627;02;436.52567769;593.25;111111114444;1;31;961;2;0;4;8;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000629;01;636.75096819;963.66666667;444999444444;0;43;1849;2;1;9;0.0290598291;;0;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000638;02;258.47759576;2339;111114411111;1;35;1225;0;0;2;10;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14000642;01;396.87705288;1240;111111433444;0;45;2025;2;0;4;6;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000657;04;470.53882166;519.8;444441111111;0;26;676;0;0;5;6.841025641;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14000671;02;595.54364668;1580.3333333;444111111111;1;39;1521;11;0;3;8.0487179487;0;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14000676;01;232.33507131;1039.3333333;144444411111;1;62;3844;1;1;6;6;0;1;0;0;1;62;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000678;01;1075.9572456;1347.1428571;444111114444;1;38;1444;1;0;7;5;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14000689;01;932.32244893;4698.3333333;114441111111;1;42;1764;0;0;3;9;0;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;99
14000690;02;472.67103051;245;441111111111;1;30;900;1;0;2;6.0282051282;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000699;01;242.76578125;1245.3333333;111111111444;1;32;1024;2;0;3;9;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14000702;01;836.92869689;516.36363636;944444444444;1;61;3721;3;0;11;0;1;1;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000724;02;482.0775929;624.8;444441111111;1;28;784;1;1;5;7;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14000726;01;357.64392181;931.66666667;111444111111;1;30;900;1;0;3;9;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14000766;01;591.22637437;3078;114111111111;1;26;676;0;0;1;11;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000767;03;514.39874642;611;444441111111;1;28;784;1;1;5;4.5478632479;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14000774;01;727.78997117;476.66666667;444444444444;1;42;1764;5;1;12;0;;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;30
14000774;02;727.78997117;651.41666667;444444444444;1;40;1600;2;1;12;3.3367521368;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14000790;01;631.94563677;1491.5833333;444444444444;1;41;1681;2;0;12;0;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14000796;02;597.59569504;1101.5;441111111111;1;29;841;0;0;2;10;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000797;01;576.16991865;82;411111111111;1;35;1225;1;0;1;11;0;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000818;01;259.57444679;953;444111111111;1;47;2209;0;0;3;9;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000824;01;1250.2279476;518.85714286;444444488888;0;55;3025;5;1;7;0;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000825;01;1012.0450309;435.75;144111111441;1;26;676;2;0;4;8;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14000826;01;1332.1871671;479.5;441111111111;0;49;2401;0;0;2;6.26;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14000828;01;528.11037543;302.2;144414444444;0;42;1764;2;1;10;1.9102564103;;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
14000830;02;653.16745896;568.5;111144444444;1;35;1225;0;1;8;4;1;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14000831;01;576.26150764;508.25;111114444111;1;30;900;1;0;4;8;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14000845;01;684.14722355;674.8;111111144444;1;50;2500;9;1;5;2.4478632479;1;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;96
14000845;02;684.14722355;1129.5;444111111444;1;56;3136;2;1;6;6;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14000847;01;598.23878602;1055.8;111444441111;1;35;1225;0;0;5;7;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000856;03;665.1574651;57.285714286;994444111444;0;28;784;1;0;7;3;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14000858;02;685.78969032;928;441111111111;1;44;1936;0;1;2;10;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000882;01;351.82694775;539;111144111111;1;35;1225;0;0;2;10;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000886;01;1069.5213479;816.5;334444444444;1;49;2401;3;0;10;3.2196581197;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000894;01;369.41614958;510.66666667;444444444444;1;45;2025;3;0;12;1.9991452991;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14000895;01;1116.7568041;5141;441111112222;1;34;1156;1;0;2;5.952991453;0;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000902;02;339.87225521;371;411411111111;1;43;1849;0;1;2;4.9358974359;;0;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000903;01;449.59301491;407.14285714;444444411111;1;32;1024;1;0;7;5;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
14000903;02;449.59301491;825.5;444444444444;1;32;1024;3;1;12;0;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000912;01;262.61577224;3804.8;111111144444;1;40;1600;2;0;5;7;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000921;01;710.68585484;327;471111111111;1;33;1089;1;1;1;5.2615384615;;0;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14000944;03;500.70333967;926.75;444444444444;0;28;784;5;0;12;0.3367521368;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000958;01;1623.54067;871;444111111111;1;43;1849;1;0;3;9;;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14000958;02;1623.54067;621.4;344444111111;1;30;900;1;0;5;6;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000968;01;1453.3865577;3617.5;111111141411;0;49;2401;0;0;2;2.9749450549;;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14000977;01;482.31684416;1206.1666667;444444444444;1;42;1764;4;0;12;0;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14000982;03;375.05077534;589.5;344111111111;0;26;676;1;0;2;9;0;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14000999;01;443.97210709;1281.75;111144441111;1;32;1024;1;0;4;8;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14001005;01;876.56980687;1095.5;777444444111;1;26;676;3;0;6;3;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001015;01;280.96668063;1227.5;441111111111;1;46;2116;1;1;2;10;;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001015;03;280.96668063;1780.1428571;444444411111;0;26;676;0;0;7;5;0;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14001019;02;500.17645229;737.75;444444444444;1;51;2601;3;1;12;0;;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14001025;03;484.24311274;746.25;111114444111;0;37;1369;1;0;4;8;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
14001028;01;780.58048363;1180.4545455;444444444441;0;38;1444;2;0;11;0.6034188034;0;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14001041;01;613.6066182;495;444444411111;1;27;729;1;0;7;5;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001080;01;254.81512425;209;444444444444;0;40;1600;1;0;12;9.5974358974;0;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
14001082;01;570.31026103;473.33333333;444444444444;0;56;3136;24;1;12;0;1;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;99
14001104;01;695.12216445;1397;411111111111;0;29;841;0;0;1;11;;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001106;02;595.45162068;1364;111111111444;1;26;676;0;0;3;9;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14001120;01;705.71017022;1234;411111111111;1;42;1764;0;0;1;11;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001125;03;505.74387617;258.25;444444444444;0;27;729;2;0;12;0;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14001126;01;528.41693094;591;411111111111;0;65;4225;0;0;1;6.7264957265;;0;0;0;1;65;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001137;01;563.97972574;391;999941111111;0;60;3600;0;1;1;2.8538461538;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001143;01;691.42717764;5803;144444444444;0;43;1849;2;0;11;1;0;1;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
14001163;05;581.2266207;702;411111111111;0;25;625;0;0;1;11;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14001171;01;2775.2903616;2331.6666667;444444444444;1;55;3025;2;0;12;0;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
14001177;01;584.23849664;931.44444444;444444441488;0;52;2704;2;0;9;1;0;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
14001208;02;483.80640246;1049;444444444444;0;49;2401;2;1;12;0;0;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001214;03;287.18832101;5969;111111111114;0;37;1369;0;1;1;4.0976800977;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14001229;03;478.23522287;903;444441111111;0;59;3481;1;1;5;4.1123321123;;0;0;0;1;59;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001231;02;749.03494448;468.91666667;444444444444;1;41;1681;9;0;12;0;;1;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001247;02;2512.3511783;761;411111111144;1;52;2704;1;1;3;9;;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14001248;01;801.06168511;242.33333333;444111111111;0;29;841;1;0;3;9;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001260;01;561.8311687;218.83333333;444444444444;1;36;1296;9;0;12;0;1;0;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
14001263;01;631.46563392;505.08333333;444444444444;0;57;3249;2;0;12;0;1;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14001287;01;671.84627092;1574.3333333;144444444141;1;60;3600;2;0;9;3;;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14001287;02;671.84627092;1574.3333333;144444444141;1;61;3721;2;0;9;3;;0;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14001291;02;305.6584648;958.5;449711111111;1;40;1600;2;0;2;7.4991452991;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001297;01;780.8257155;712.2;444441111111;0;52;2704;4;0;5;7;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
14001308;01;358.33694073;667.58333333;444444444444;0;56;3136;4;1;12;0;1;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001310;01;586.32657409;3430.5833333;444444444444;1;56;3136;4;0;12;1.8205128205;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
14001314;01;336.54868804;505.08333333;444444444444;0;58;3364;5;1;12;0;1;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001320;01;485.50075642;749.81818182;144444444444;0;51;2601;5;0;11;0.4666666667;1;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
14001332;01;596.21159948;73.333333333;444766666666;1;31;961;5;0;3;0;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
14001333;03;422.45688548;714.71428571;111441414444;1;52;2704;1;0;7;5;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
14001352;01;1080.9875496;590.27272727;144444444444;0;30;900;2;1;11;1;0;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14001358;02;575.83557673;336.22222222;444144444466;1;28;784;3;1;9;1;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
14001370;03;379.30017852;85.818181818;444444444441;0;33;1089;1;0;11;1;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
14001372;03;666.36734055;880.57142857;444444411111;0;32;1024;1;0;7;5;0;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
