ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;age;duree_ss_emploi;etudes_sup;bac_plusdeux;bac;cap_brevet;pas_diplome;nbmois_cho;ass;sexe;moins_30
13012781;01;586.13887373;0;1012.6666667;6;444444111111;56;1;0;0;0;0;1;6;;1;0
13012792;02;480.61314056;0;689;1;444444444441;22;2;0;0;1;0;0;11;;0;1
13012792;03;480.61314056;0;901.14285714;3.437875685;444444488888;24;3;0;0;0;1;0;7;0;1;1
13012822;01;830.31484032;1;340.13333333;1.451107347;222444444444;43;1;0;0;1;0;0;9;;0;0
13012831;01;636.72865793;1;483.3;2.2666555118;111444444444;26;2;0;0;0;0;1;9;;1;1
13012891;02;1438.2191929;0;496.00416667;0;444444444444;42;3;0;0;0;0;1;12;;1;0
13012916;01;827.2448601;0;503.875;1.7602750251;444444441111;48;1;0;0;0;0;1;8;;0;0
13012997;01;1058.3958176;0;2237.3333333;0;444444444444;60;4;1;0;0;0;0;12;;0;0
13012998;01;274.7272244;0;456.49375;1.3940964827;111144444444;50;2;0;0;0;0;1;8;;0;0
13013009;01;604.68756199;0;852.66666667;0;444444444444;35;2;0;0;1;0;0;12;;0;0
13013009;02;604.68756199;0;497.15909091;0;944444444444;31;3;0;0;0;0;1;11;;1;0
13013025;01;335.52958364;1;434.97;2;411444444444;37;2;0;0;0;1;0;10;;1;0
13013028;01;570.9378845;0;1301.4285714;5;111114444444;34;2;0;0;0;1;0;7;;0;0
13013042;02;555.41894025;1;414.25714286;2;177744441444;28;1;0;0;0;1;0;7;;0;1
13013064;03;285.65240671;1;496.00416667;0;444444444444;55;4;0;0;0;1;0;12;;0;0
13013094;01;656.2123713;0;434.97;0.4532326805;114444444444;50;0;0;0;0;1;0;10;1;0;0
13013095;02;412.59393949;1;762.8;7;111444441111;27;0;0;0;0;1;0;5;0;1;1
13013101;01;557.70006085;0;533.25;0.2101306781;444444444444;26;1;0;0;1;0;0;12;;0;1
13013101;02;557.70006085;0;1368.6666667;6;111111444444;38;3;0;0;1;0;0;6;;1;0
13013122;01;529.04781294;0;373.17083333;1.2521721558;444444444444;45;2;0;0;0;0;1;12;;0;0
13013131;01;755.12191185;0;1086.8571429;5;444444411111;38;1;1;0;0;0;0;7;0;0;0
13013147;01;575.18096713;0;1242;10;111111111144;26;0;1;0;0;0;0;2;;1;1
13013170;02;693.62371469;0;1068;0;444444444444;59;2;0;0;0;1;0;12;;0;0
13013175;01;406.12444096;0;376.58571429;2.0383167889;111144414444;46;0;0;0;0;1;0;7;;0;0
13013183;01;861.28192791;0;454.00416667;0.428012078;444444444444;51;2;0;0;1;0;0;12;;0;0
13013201;01;1046.4855313;0;7407.5;1;144999999999;31;2;0;0;1;0;0;2;;1;0
13013223;01;522.27009683;0;801.4;0.4159553998;444444411444;54;5;0;0;0;0;1;10;0;1;0
13013224;01;485.21497904;0;448.98888889;0.5201595475;444444444999;39;2;0;0;0;1;0;9;;1;0
13013226;01;380.76766733;1;496.00416667;0;444444444444;60;5;0;0;0;0;1;12;;1;0
13013277;02;273.98348914;1;770.75;2.5275964769;444444488488;47;3;0;0;0;1;0;8;;1;0
13013298;01;845.34220311;0;496.00416667;0;444444444444;42;4;0;0;1;0;0;12;;1;0
13013311;01;525.01116102;1;969.71428571;5;444411144114;30;0;1;0;0;0;0;7;;0;0
13013341;02;506.85826935;0;838.75;4;144444444111;53;1;0;0;0;0;1;8;0;1;0
13013351;01;548.44622984;1;502.35625;4;444444441111;55;8;0;0;1;0;0;8;;1;0
13013354;01;691.49132925;0;661;0.5236043128;444444411444;40;1;0;0;0;1;0;10;0;1;0
13013360;01;677.14135399;0;496.00416667;0;444444444444;63;9;0;0;0;0;1;12;;1;0
13013412;02;509.39766783;1;483.3;0;333344444444;59;4;0;0;0;0;1;8;1;1;0
13013421;01;1298.3122839;0;337.43181818;1.4846938079;944444444444;42;0;0;0;0;0;1;11;;1;0
13013430;01;112.45506411;0;51.475;4.1957240324;887777774444;47;7;0;0;0;0;1;4;;0;0
13013453;02;486.6600457;0;500.23888889;0;488844444444;46;9;1;0;0;0;0;9;;0;0
13013488;01;779.18864298;0;497.15909091;0;944444444444;33;5;0;0;0;1;0;11;;1;0
13013513;01;423.28347954;1;1359.6666667;9;111111111444;41;0;0;0;0;0;1;3;;1;0
13013522;02;326.64594791;0;569;11;111111111114;43;1;0;0;0;1;0;1;;1;0
13013553;01;644.09404102;0;595.205;2;444444441144;35;3;1;0;0;0;0;10;;0;0
13013558;01;541.86410656;0;409.28636364;0.8165077779;444444444441;44;1;0;0;0;0;1;11;1;1;0
13013565;01;403.74508194;0;496.00416667;0;444444444444;57;5;0;0;0;1;0;12;;1;0
13013566;01;393.86097721;0;1399.0833333;1.7309945208;444444444444;50;2;0;1;0;0;0;12;;0;0
13013577;01;577.00498492;0;1553.1666667;5.155091145;144444411111;53;1;0;0;0;1;0;6;;1;0
13013607;01;710.53905599;0;1265;3.4113017819;111111111144;24;0;0;0;0;1;0;2;;0;1
13013627;01;650.02347265;1;848.75;0;444444444444;30;2;0;0;0;0;1;12;;1;0
13013643;01;343.45249914;0;491.17083333;0.048226713;444444444444;55;3;0;0;0;0;1;12;;1;0
13013719;01;2451.8086305;0;895.5;0;444444444444;64;3;0;0;0;1;0;12;0;0;0
13013721;01;460.8098847;0;676;10;111111111144;24;0;0;0;1;0;0;2;;1;1
13013723;01;552.90791105;1;885.41666667;1.8438105816;444444444444;27;1;0;0;0;1;0;12;0;1;1
13013725;01;709.59873609;1;881.44444444;3;144411444444;29;1;0;0;0;0;1;9;;1;1
13013730;01;758.11133463;0;953.5;6;444444111111;46;1;0;1;0;0;0;6;;1;0
13013750;02;415.96442354;1;496.00416667;0;444444444444;49;4;0;0;0;0;1;12;;1;0
13013753;01;562.2190413;0;712.20714286;5;411144444411;48;1;0;0;0;1;0;7;;1;0
13013764;01;1051.5388446;0;1920.25;0;444444444444;45;2;1;0;0;0;0;12;;1;0
13013782;02;785.02739667;0;513;4.4136054323;444141441111;21;1;0;0;0;0;1;6;;1;1
13013785;01;680.52850959;1;496.00416667;0;444444444444;43;3;0;0;0;0;1;12;;1;0
13013822;01;849.97787917;0;470;3;444444444111;25;0;0;0;0;1;0;9;;1;1
13013842;01;811.11568267;0;1456.1428571;4;444444411117;35;2;0;0;1;0;0;7;;1;0
13013862;01;465.95506367;1;928.6;7;111111144444;52;1;0;0;0;1;0;5;;1;0
13013918;03;817.90151095;1;1134;3.5973191036;911111111144;25;2;0;0;0;1;0;2;0;0;1
13013991;01;761.92538637;0;1657.875;4;444444441111;39;0;1;0;0;0;0;8;;1;0
13013995;02;355.66783391;0;888;7;111111144444;23;0;0;0;0;1;0;5;;1;1
13014027;01;353.38019779;1;422.8875;2;114443344444;18;2;0;0;0;1;0;8;;1;1
13014085;01;473.00194921;1;568.105;0.2290768868;114444444444;40;2;0;0;1;0;0;10;;0;0
13014113;02;581.48465529;1;680.71428571;5;444444411111;40;1;1;0;0;0;0;7;;1;0
13014134;01;855.60827219;1;890.16666667;2;144441448888;44;1;0;0;0;0;1;6;0;1;0
13014245;01;537.98894896;1;825.5;6;114444441111;38;1;0;1;0;0;0;6;0;1;0
13014322;04;1220.0432199;0;497.15909091;0;544444444444;51;6;0;0;0;0;1;11;;0;0
13014326;01;916.97945351;0;420.06818182;0.7165111648;444444444441;43;2;0;0;0;0;1;11;1;0;0
13014328;01;432.88931977;0;305.225;2;444441144444;36;1;0;0;0;1;0;10;;1;0
13014355;02;484.62857277;1;1064;1.3796284688;444444444444;36;2;0;1;0;0;0;12;;1;0
13014358;01;688.38533883;0;529.64090909;0.1067877217;144444444444;58;8;0;0;0;0;1;11;1;1;0
13014466;01;619.87888549;0;2397;0;422222222222;43;1;1;0;0;0;0;1;;1;0
13014473;01;868.46251371;0;1864.8333333;0;444444444444;56;3;0;1;0;0;0;12;;1;0
13014482;01;795.03353772;0;3884;4.4794742643;111111111144;39;2;0;0;1;0;0;2;;1;0
13014505;01;486.62548268;1;1495.6666667;9;111111111444;50;0;0;0;0;1;0;3;;0;0
13014523;01;328.77468202;0;1305;1.9368438479;111444441111;42;1;0;0;0;1;0;5;;0;0
13014525;02;456.63592626;0;483.75416667;0.1231503565;444444444444;58;2;0;0;0;0;1;12;;0;0
13014590;02;399.61086901;0;461.85714286;4.1139108586;444444411111;23;1;0;0;0;1;0;7;;0;1
13014605;01;359.09022058;1;798.16666667;4.443747128;444444911111;32;1;0;0;0;0;1;6;;1;0
13014630;01;1276.8736841;0;496.00416667;0;444444444444;41;3;0;0;0;1;0;12;;1;0
13014632;01;441.42962832;0;1253.375;4;444444441111;51;1;0;0;0;0;1;8;0;1;0
13014657;01;685.66690011;1;497.15909091;0;444444444449;42;3;0;0;0;1;0;11;;1;0
13014669;01;871.18155943;0;1159.1111111;3;411144444444;52;0;0;0;0;1;0;9;0;1;0
13014699;04;635.76303955;0;764.42857143;5;411444444111;38;0;0;0;0;1;0;7;;1;0
13014699;05;635.76303955;0;1932;8.8297944386;111111111444;34;0;0;0;0;1;0;3;;0;0
13014706;01;422.39636859;0;2325;6;444444111111;32;0;1;0;0;0;0;6;;1;0
13014731;01;415.84672072;0;220.375;0.6527830083;444444411114;30;1;0;0;0;0;1;8;;0;0
13014731;02;415.84672072;0;279.00416667;2.1943154423;444444444444;31;2;0;0;0;0;1;12;;1;0
13014765;02;391.51530343;1;1146.8888889;0.5322162258;444444444331;32;3;0;0;0;0;1;9;0;0;0
13014784;01;767.53815927;0;496.00416667;0;444444444444;57;4;1;0;0;0;0;12;;1;0
13014791;01;682.05912327;0;434.97;1.0235873783;114444444444;44;2;0;0;1;0;0;10;;0;0
13014832;02;412.88234746;0;468.75416667;0.2755812172;444444444444;57;2;0;0;1;0;0;12;;1;0
13014860;01;712.8723479;0;1286.5555556;2;444444444119;62;2;1;0;0;0;0;9;0;1;0
13014907;01;999.28428088;0;706.72727273;1;444444444441;22;4;0;0;1;0;0;11;0;1;1
13014914;01;590.0488753;0;48.333333333;0.1963516173;444441111143;27;1;0;0;0;1;0;6;;0;1
13014922;01;603.31516296;0;497.15909091;0;944444444444;24;2;0;0;0;0;1;11;;1;1
13014940;01;842.1635797;0;828.4;6.8362842029;111111144444;45;0;0;0;0;1;0;5;;1;0
13014940;03;842.1635797;0;496.00416667;0;444444444444;46;2;0;0;1;0;0;12;;0;0
13014946;01;936.04451453;1;496.00416667;0;444444444444;48;5;0;0;0;0;1;12;;1;0
13014950;01;551.64851509;0;659.91666667;0.0266969304;444444444444;57;4;0;0;0;0;1;12;0;0;0
13014951;01;938.028679;0;833;3;111444443334;49;1;0;0;0;1;0;6;;0;0
13014967;02;437.63913259;0;1849.5;3;449991919199;45;1;0;0;0;1;0;2;;1;0
13014969;01;498.56805143;0;496.00416667;0;444444444444;43;4;0;0;0;1;0;12;;0;0
13014975;01;481.70613445;1;1930.5;8;111111114444;28;2;0;0;0;1;0;4;;1;1
13014995;01;636.92596723;0;1652;3.868471337;444111144444;56;2;0;0;0;1;0;8;0;0;0
13015002;01;535.75468918;0;1147.3333333;0.0861191304;774414444444;26;2;0;0;0;1;0;9;;1;1
13015007;01;807.07010022;0;496.00416667;0;444444444444;59;6;0;0;0;1;0;12;;1;0
13015008;02;1007.5875063;0;1066;0;444444444444;28;2;0;0;1;0;0;12;;0;1
13015017;01;725.75454509;0;1634.6363636;1;414444444444;45;1;1;0;0;0;0;11;;0;0
13015018;01;397.28385817;0;595.205;2;114444444444;58;4;0;0;0;0;1;10;;0;0
13015024;01;604.91791247;0;496.00416667;0;444444444444;38;3;0;0;1;0;0;12;1;0;0
13015028;01;672.25748864;0;496.00416667;0;444444444444;42;2;0;0;0;0;1;12;;1;0
13015045;01;2927.8773582;0;500;4.5582855714;114411444441;31;1;0;0;0;1;0;7;;1;0
13015047;02;565.33680588;0;441.74165905;0.838382037;911114414144;22;0;0;0;1;0;0;5;;0;1
13015077;01;1025.5984264;0;949.5;10;111111111144;22;0;0;0;0;1;0;2;;1;1
13015083;02;937.69742964;1;920.71428571;1.2943705297;111144444441;33;0;1;0;0;0;0;7;0;1;0
13015101;01;944.32381051;0;2468;0;444444444444;59;3;1;0;0;0;0;12;0;1;0
13015131;01;287.73443658;1;414.25714286;5;111114444444;38;4;0;0;1;0;0;7;;1;0
13015137;01;532.32968522;0;1285.3333333;9;111111111444;38;0;0;0;1;0;0;3;;0;0
13015174;01;855.97489986;0;434.97;2;114444444444;51;1;0;0;0;0;1;10;;0;0
13015186;01;571.03248451;0;321.67083333;1.762858599;444444444444;23;3;0;0;1;0;0;12;;0;1
13015186;02;571.03248451;0;884.8;7;111111444441;23;2;0;0;0;1;0;5;;1;1
13015241;02;506.67711771;0;609.88888889;3;144444444411;56;2;0;0;0;0;1;9;0;1;0
13015252;04;454.19043686;0;496.00416667;0;444444444444;49;11;0;0;0;1;0;12;;0;0
13015287;01;556.34307438;0;1856.5555556;3;444444444111;39;1;0;0;0;1;0;9;0;0;0
13015298;02;397.37368726;1;1009.3333333;9;111111444111;46;1;0;1;0;0;0;3;;1;0
13015350;02;973.65630213;1;546.625;4;111144444444;50;0;0;0;0;1;0;8;;0;0
13015360;01;476.46098571;1;496.00416667;0;444444444444;57;4;0;0;1;0;0;12;;1;0
13015367;01;1009.8301165;0;2600.5714286;5;444444411111;36;1;0;0;0;1;0;7;;1;0
13015367;02;1009.8301165;0;965.5;3;444444222111;29;1;1;0;0;0;0;6;;0;1
13015396;01;581.15397958;0;724;8;111111114444;25;0;0;0;1;0;0;4;;0;1
13015448;01;546.34202954;1;496.00416667;0;444444444444;50;9;0;0;0;0;1;12;;1;0
13015481;01;612.3026908;1;1730.3333333;0;444444444444;57;2;0;0;0;0;1;12;0;0;0
13015486;01;760.94099582;0;759.71428571;3;444984444111;30;1;0;0;1;0;0;7;;1;0
13015501;01;607.31967962;0;450.215;2;444411444444;28;2;0;0;0;1;0;10;;0;1
13015537;01;307.5715499;0;892.75;0;444444444444;30;2;0;0;0;1;0;12;;1;0
13015566;02;966.85461558;1;496.00416667;0;444444444444;48;2;0;0;0;0;1;12;;1;0
13015616;01;413.30568951;0;496.00416667;0;444444444444;24;3;0;0;0;1;0;12;;0;1
13015616;02;413.30568951;0;900.4;0.8784151299;444444441144;25;2;0;0;0;0;1;10;0;1;1
13015622;02;408.45498846;0;362.475;2.9482269151;111111114444;37;0;0;0;1;0;0;4;;0;0
13015623;01;814.96649051;0;927.33333333;0;444444444444;30;2;0;0;1;0;0;12;0;0;0
13015651;02;589.64955977;1;427.445;0.6028339127;444444444499;47;5;0;0;0;1;0;10;;0;0
13015658;01;578.16233513;0;993;3.6471451719;444444111144;36;1;1;0;0;0;0;8;0;1;0
13015658;02;578.16233513;0;4404.3333333;1.6543484947;222222244411;36;0;0;1;0;0;0;3;;0;0
13015682;01;738.10619296;0;496.00416667;0;444444444444;42;2;0;0;0;0;1;12;;0;0
13015682;02;738.10619296;0;496.00416667;0;444444444444;45;4;0;0;0;0;1;12;;1;0
13015699;01;786.45149281;1;499.14285714;5;441111144444;60;1;0;0;0;0;1;7;;1;0
13015704;01;543.34495163;0;496.00416667;0;444444444444;60;5;0;0;0;1;0;12;;1;0
13015742;01;480.2149639;1;496.00416667;0;444444444444;44;7;0;0;0;1;0;12;1;1;0
13015771;01;723.52397047;0;1041.375;2.3369041167;114144444447;35;1;0;0;0;1;0;8;;0;0
13015816;01;670.4439839;1;291.36363636;1;444444444414;34;1;0;0;1;0;0;11;0;1;0
13015837;01;511.79481412;0;414.25714286;2;114644444466;42;6;0;0;0;0;1;7;;0;0
13015839;01;403.48830016;1;496.00416667;0;444444444444;44;3;0;0;0;1;0;12;;0;0
13015911;01;660.33557476;0;496.00416667;0;444444444444;44;6;0;0;0;0;1;12;;0;0
13015915;01;428.15250047;0;724.95;10;111111111144;48;0;0;0;0;1;0;2;;1;0
13015915;02;428.15250047;0;899.75;0;444444444444;41;1;0;0;0;1;0;12;0;0;0
13015926;01;633.75401094;1;267.05833333;6;444414411111;56;1;0;0;0;0;1;6;;1;0
13015945;01;790.58465683;0;2581.3333333;4.1018541803;333444444444;38;2;0;1;0;0;0;9;;1;0
13015945;02;790.58465683;0;496.00416667;0;444444444444;35;4;0;1;0;0;0;12;;0;0
13015956;01;644.22946568;0;45.25;2.7316988159;444444444444;31;1;0;0;0;0;1;12;;1;0
13015978;01;1062.5094752;1;1151.3333333;0;444222222444;53;1;0;0;0;0;1;6;0;1;0
13016033;01;574.76456832;0;498.545;0;334444444444;42;2;0;0;0;0;1;10;;0;0
13016050;01;788.32915502;0;801.55555556;3;444444444111;30;1;0;0;0;1;0;9;0;1;0
13016058;01;793.61514832;0;497.15909091;0;944444444444;51;5;0;0;1;0;0;11;1;1;0
13016080;02;1171.5180079;1;483.3;0;222222244422;45;3;0;0;1;0;0;3;;0;0
13016089;01;667.9455475;0;40.909090909;1;414444444444;52;1;0;0;0;1;0;11;;0;0
13016122;02;596.14356637;1;496.00416667;0;444444444444;44;6;0;0;0;1;0;12;;0;0
13016134;01;1423.4553677;0;595.205;1;544414444444;60;2;0;0;0;1;0;10;;0;0
13016188;02;676.62996588;0;1208.3333333;4.8485070408;344444477777;24;4;0;0;0;1;0;6;;0;1
13016241;01;724.42212791;0;201.25416667;2.9883338244;444444444444;46;5;0;0;0;1;0;12;;1;0
13016243;01;539.4136567;0;427.41666667;2.4785085725;444444444444;34;2;0;0;1;0;0;12;;1;0
13016267;01;479.73252056;0;508.70833333;3.7857969718;444444111111;56;31;0;0;0;0;1;6;;0;0
13016295;01;571.11680703;0;462.67083333;0.3367257998;444444444444;36;13;0;0;0;0;1;12;;0;0
13016295;02;571.11680703;0;2194.5;6;444444111111;36;1;0;0;1;0;0;6;0;1;0
13016305;02;318.88867761;0;601.85714286;5;411111444444;26;2;0;1;0;0;0;7;;0;1
13016316;01;700.93145528;0;662.66666667;9;111111444111;30;1;1;0;0;0;0;3;;0;0
13016346;01;662.16855673;0;888.91666667;0;444444444444;59;2;0;0;0;1;0;12;0;0;0
13016350;01;439.95956434;1;501;2.2528764509;444444111111;29;1;0;0;1;0;0;6;0;0;1
13016369;01;612.98335584;0;900;5;411111444444;34;2;0;0;1;0;0;7;;0;0
13016385;02;565.58068298;1;496.00416667;0;444444444444;56;6;0;0;0;1;0;12;;0;0
13016397;01;643.52937471;1;1055.1428571;0;222224444444;57;0;0;1;0;0;0;7;;0;0
13016418;04;750.6495394;1;407.2;2.5654888942;444444111441;24;1;0;0;0;1;0;8;;1;1
13016442;02;654.32940004;1;346.66666667;0.9585059212;444444444444;23;2;0;1;0;0;0;12;;0;1
13016490;02;274.66213741;1;1225.8181818;1;444444444441;53;1;0;0;0;1;0;11;;0;0
13016514;01;792.7065608;0;859.125;3.8624429978;114444444411;25;1;0;0;1;0;0;8;0;0;1
13016519;01;408.56196774;0;663.25;0;444444444444;60;4;0;0;0;1;0;12;0;0;0
13016526;01;573.34057327;0;413.16666667;3.0632574679;444444444444;32;3;0;0;0;1;0;12;0;0;0
13016526;02;573.34057327;0;395.42727273;1;144444444444;33;5;0;0;0;0;1;11;;1;0
13016541;01;503.17400322;0;437.0875;0.5976667649;444444444444;47;2;0;0;1;0;0;12;;0;0
13016541;02;503.17400322;0;625.33333333;3;444444444111;47;1;0;0;0;1;0;9;;1;0
13016543;02;491.06698226;1;496.00416667;0;444444444444;48;2;0;0;0;1;0;12;;0;0
13016553;01;477.31421742;1;450.215;2;444444444411;29;0;0;0;0;0;1;10;;1;1
13016557;01;573.1027685;1;1593.3333333;1;149999944444;31;2;0;0;1;0;0;6;;1;0
13016559;02;410.75997373;1;496.00416667;0;444444444444;59;2;0;0;0;0;1;12;;1;0
13016562;02;422.38677857;1;442.25416667;0.5451340953;444444444444;42;5;0;0;0;0;1;12;1;1;0
13016601;01;967.69778194;0;1091.6666667;5.6175508751;144444411111;42;1;0;0;1;0;0;6;;1;0
13016622;01;1887.3797005;0;476.75;5;133311114444;23;1;0;1;0;0;0;4;;0;1
13016632;01;150.5238467;1;497.15909091;1;444444444441;54;2;0;0;0;1;0;11;;0;0
13016640;01;417.16296851;1;114.33333333;0.9645342603;444444111111;45;1;0;0;1;0;0;6;0;0;0
13016641;01;847.39251571;0;433;0.1067877217;333111111114;35;1;0;0;0;1;0;1;;0;0
13016645;01;495.27961838;0;13858;1;222221443333;50;2;0;0;1;0;0;2;0;1;0
13016648;04;448.72208791;1;926.66666667;0;444444444444;37;2;0;0;0;1;0;12;;1;0
13016652;01;717.25039907;0;1451.8888889;3;111444444444;26;2;0;0;0;1;0;9;;1;1
13016696;01;755.29510845;0;1016.1666667;0.331558652;444444444444;26;2;0;0;0;1;0;12;;0;1
13016703;02;595.76290812;0;527.83333333;6;144444411111;35;0;0;1;0;0;0;6;;0;0
13016774;01;1059.7601794;1;496.00416667;0;444444444444;30;3;0;0;0;1;0;12;;0;0
13016788;01;575.48959907;0;521.4125;0;548888884448;60;13;0;0;0;0;1;4;1;1;0
13016826;01;428.34063111;0;126.77575758;0;744444444444;42;1;0;0;1;0;0;11;;1;0
13016829;01;613.85478689;0;710.375;0;333344444444;27;2;0;0;1;0;0;8;;0;1
13016852;01;191.67925266;0;613.66666667;3;444444444111;46;1;0;0;0;0;1;9;0;0;0
13016856;01;680.07445029;1;505.07857143;0;444444433333;61;4;1;0;0;0;0;7;;0;0
13016950;01;510.04967978;1;420.88636364;0.7010097213;444444444441;26;2;0;0;0;0;1;11;;1;1
13016951;01;481.04332292;0;356.2875;0;444444444444;59;5;0;0;0;1;0;12;;0;0
13016994;01;1315.0992494;0;395.42727273;1;144444444444;20;2;0;0;1;0;0;11;;1;1
13017014;01;642.86114276;0;679.66666667;6;111111444444;24;0;0;0;1;0;0;6;;1;1
13017024;01;690.53644302;1;1671.8;2;444444444411;56;1;0;0;0;0;1;10;;0;0
13017049;01;305.1389088;1;434.97;1.6913797208;411444444444;50;4;0;0;0;1;0;10;;1;0
13017051;01;615.19065079;0;451.17083333;0.447819478;444444444444;27;3;0;0;1;0;0;12;;0;1
13017051;02;615.19065079;0;938.4;7;111111144444;26;0;0;0;1;0;0;5;;1;1
13017054;01;2223.3123127;0;434.97;2;114444444444;42;2;0;0;1;0;0;10;;1;0
13017054;02;2223.3123127;0;386.64;1;144444444446;40;3;1;0;0;0;0;10;;0;0
13017128;01;801.42999283;1;864.875;4;144444444111;29;1;0;0;0;1;0;8;;1;1
13017144;01;620.18174869;0;1223.8333333;0.1122501351;771114444441;33;0;0;0;0;0;1;6;0;0;0
13017154;01;534.43498654;0;496.00416667;0;444444444444;50;5;1;0;0;0;0;12;;0;0
13017161;02;248.30487695;0;825.5;4;111144444444;35;2;0;0;0;0;1;8;;1;0
13017161;03;248.30487695;0;760;11;111111111141;34;0;1;0;0;0;0;1;;0;0
13017178;02;509.75868779;1;496.00416667;0;444444444444;49;12;0;0;0;0;1;12;;1;0
13017221;01;493.69223029;0;1224.1428571;5;444444411111;32;1;0;0;0;1;0;7;0;1;0
13017221;02;493.69223029;0;910.66666667;9;111111111444;29;0;0;1;0;0;0;3;;0;1
13017227;02;751.26315109;0;496.00416667;0;444444444444;50;5;0;0;0;0;1;12;;1;0
13017253;01;352.53004674;1;3723;4.1962161418;111111111114;26;0;1;0;0;0;0;1;;1;1
13017278;01;502.47957682;1;1689.5;6;444411114411;32;1;0;0;0;1;0;6;;1;0
13017301;02;362.44741615;1;1732;1.1600246863;112222221444;30;0;0;0;0;1;0;3;;1;0
13017307;01;538.57669074;0;498.66666667;4.3739906323;444444111111;24;1;0;0;0;1;0;6;0;1;1
13017390;01;485.61212317;0;434.97;0.0163872402;114444444444;53;1;0;0;0;1;0;10;;0;0
13017427;03;616.84063043;0;483.3;4;991111444444;21;0;0;0;0;1;0;6;;0;1
13017463;01;974.19396313;0;77;0;444433333333;28;2;0;0;1;0;0;4;;0;1
13017477;07;520.39652352;0;496.00416667;0;444444444444;40;3;0;0;0;0;1;12;;1;0
13017512;01;702.72529975;0;741.44444444;2.4776473812;444444444111;40;1;0;0;0;0;1;9;;0;0
13017551;01;877.76409642;0;496.00416667;0;444444444444;43;4;0;0;0;0;1;12;;0;0
13017558;01;807.11251021;0;315.20625;3.5911677371;144441114444;48;1;0;0;0;0;1;8;1;1;0
13017560;01;716.03753145;0;483.3;1.0235873783;111448844444;46;2;0;0;0;1;0;7;;0;0
13017580;04;666.05464023;1;689.09090909;1;444444444144;51;1;0;0;0;0;1;11;0;1;0
13017604;01;600.03587239;1;345.21428571;4;411114444494;55;2;0;0;0;0;1;7;1;1;0
13017617;01;202.60623875;1;496.00416667;0;444444444444;58;5;0;0;0;1;0;12;1;1;0
13017618;01;416.95263925;1;651.85714286;3.5386350676;777774444444;32;2;0;0;0;1;0;7;;0;0
13017626;01;719.00039983;0;995.4;0.2299380781;344444444442;44;1;0;0;0;1;0;10;;0;0
13017651;01;363.09674178;0;980.16666667;0;444444444444;29;2;0;0;0;1;0;12;;1;1
13017651;02;363.09674178;0;653.75;3;141419444444;31;0;1;0;0;0;0;8;;0;0
13017669;01;785.00792945;0;443.52272727;0.4994909562;444444444441;51;1;0;0;0;1;0;11;;1;0
13017679;02;888.56436193;0;382.33333333;2.6920840159;444499777844;24;2;0;0;0;1;0;6;0;0;1
13017726;01;579.93051842;1;496.00416667;0;444444444444;42;18;0;0;0;1;0;12;;1;0
13017755;01;522.05482375;1;242.17083333;2.590463442;444444444444;50;5;0;0;0;0;1;12;1;1;0
13017756;01;888.94345501;1;1307.5;0;444444444444;41;2;0;0;1;0;0;12;;1;0
13017774;01;541.99689186;1;419.75416667;0.7716274083;444444444444;47;2;0;0;0;1;0;12;;1;0
13017790;01;700.68284856;0;635.75;0;422222222222;56;0;1;0;0;0;0;1;;0;0
13017793;01;660.41087788;0;343.70285714;6.985983857;111111144444;59;0;0;0;1;0;0;5;;1;0
13017793;02;660.41087788;0;1023.1666667;0;444444444444;57;9;0;0;0;0;1;12;0;0;0
13017848;01;1339.6517058;0;496.00416667;0;444444444444;36;6;0;0;1;0;0;12;;0;0
13017895;01;809.95065265;0;497.15909091;0;444444444443;54;19;0;0;0;0;1;11;;1;0
13017913;01;720.4598561;0;906.33333333;0;444444444444;35;2;1;0;0;0;0;12;0;0;0
13017948;02;884.27500878;1;434.36818182;0.9955371473;144444444444;49;2;0;0;1;0;0;11;;1;0
13017956;01;312.12211149;1;1123.2222222;3;111444444444;30;3;0;0;0;0;1;9;;0;0
13017958;01;735.81020101;0;923.16666667;0;444444444444;60;2;0;0;0;1;0;12;;0;0
13017960;01;615.70672857;0;693.57857143;0.5216358755;111114444444;56;6;0;0;0;0;1;7;;0;0
13017968;01;551.31067872;0;15508;0;545555555555;63;5;0;0;1;0;0;1;0;1;0
13017984;01;1077.5544871;1;1620.5;6;111111444444;32;2;0;0;0;0;1;6;;1;0
13018025;01;487.17623668;0;2133.25;8;111111114444;46;0;0;0;0;1;0;4;;1;0
13018042;01;434.62476638;1;2127.5;10;111111111144;42;0;0;1;0;0;0;2;;1;0
13018095;01;451.78691038;0;1211.1666667;6;444444111111;58;1;0;0;0;0;1;6;;1;0
13018095;02;451.78691038;0;482.09545455;0.5485788606;444144444444;56;4;0;0;0;0;1;11;;0;0
13018097;01;522.94518102;0;1723.1666667;0;444444444444;54;4;0;0;1;0;0;12;;0;0
13018101;01;981.61847347;0;496.00416667;0;444444444444;61;6;0;0;0;1;0;12;;1;0
13018109;01;435.69061972;1;610.28571429;5;111144444441;29;0;0;0;0;1;0;7;;1;1
13018159;01;599.82509121;0;1591.4444444;3;441114444444;62;2;0;0;0;0;0;9;;0;0
13018173;01;640.42164896;0;743.5;5;111114444222;39;1;1;0;0;0;0;4;;0;0
