ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;age;duree_ss_emploi;etudes_sup;bac_plusdeux;bac;cap_brevet;pas_diplome;nbmois_cho;ass;sexe;moins_30
13024919;01;476.13580997;1;496.00416667;0;444444444444;37;5;0;0;0;1;0;12;;1;0
13024969;01;972.31218234;0;395.42727273;1;414444444444;40;6;0;0;0;0;1;11;;1;0
13024984;01;596.03655686;1;1407.1111111;0;444999444444;59;3;0;0;0;0;1;9;;1;0
13024985;02;660.60465117;1;656.16666667;0;444444444444;30;2;0;0;0;0;1;12;0;0;0
13024993;02;258.13528431;0;505.07857143;0;994444448884;42;6;0;0;0;1;0;7;;1;0
13025031;01;464.94812712;0;496.00416667;0;444444444444;59;5;0;0;0;1;0;12;;1;0
13025036;02;514.68994261;1;28.272727273;0.2798871738;144444444444;30;0;0;0;0;0;1;11;;1;0
13025069;01;499.25317864;0;339.13888889;3;444444411144;57;1;0;0;0;1;0;9;;0;0
13025105;01;1114.6896512;0;409.28636364;0.0493093535;444444444441;52;0;0;0;0;0;1;11;1;0;0
13025146;01;280.302163;1;496.00416667;0;444444444444;43;5;0;0;0;0;1;12;1;0;0
13025159;02;892.12090248;0;1681.75;0;444444444444;46;2;0;0;1;0;0;12;0;0;0
13025208;01;727.73594403;0;362.475;1;144444499944;53;4;0;0;0;1;0;8;1;0;0
13025280;01;297.00850987;1;923.33333333;0;444444444444;36;2;0;0;0;1;0;12;0;1;0
13025282;01;815.94941086;0;362.475;8;111111114444;52;0;0;0;0;1;0;4;;1;0
13025282;02;815.94941086;0;448;6;444444111111;52;1;0;0;1;0;0;6;;0;0
13025284;02;775.99338722;1;517.89444444;1;994414444444;26;7;0;0;0;1;0;9;;1;1
13025417;02;485.35533999;1;1766;11;111111111141;55;0;0;0;0;0;1;1;;1;0
13025476;01;988.25967037;0;1117.6666667;7.3676146319;111111444111;30;0;0;1;0;0;0;3;;1;0
13025489;01;509.60218978;0;330.20833333;6;414444141111;53;20;0;1;0;0;0;6;;1;0
13025503;01;328.60391804;1;331.66666667;0;444444444444;52;3;0;0;0;0;1;12;0;0;0
13025547;01;2133.1537473;0;498.545;0;884444444444;45;8;0;0;0;0;1;10;;1;0
13025584;01;836.85178324;0;382.24166667;0;488888844444;52;4;0;0;0;1;0;6;1;0;0
13025627;02;402.43950686;1;1192.5;3.049478407;444444711111;35;1;1;0;0;0;0;6;;1;0
13025638;01;835.4896096;0;474.28571429;5;444444111114;24;1;0;0;1;0;0;7;;0;1
13025664;01;257.06384847;0;502.35625;0;444444448888;44;6;0;0;0;0;1;8;;0;0
13025678;01;696.95612604;1;496.00416667;0;444444444444;46;2;0;0;1;0;0;12;;1;0
13025705;01;817.70752275;0;2053.6666667;0;444444444444;47;2;0;1;0;0;0;12;;0;0
13025712;01;694.96521462;0;281.3375;2.1598677901;444444444444;57;2;0;0;0;1;0;12;;1;0
13025759;01;345.75016646;1;493.75416667;0.0232521652;444444444444;53;2;0;0;0;0;1;12;;1;0
13025766;01;342.29933966;1;743.71428571;5;444411111444;31;1;0;0;0;0;1;7;;0;0
13025822;02;280.65035606;1;483.3;2;799911777444;58;1;0;0;0;1;0;3;;0;0
13025860;02;550.22178245;1;496.00416667;0;444444444444;55;4;0;0;0;1;0;12;;1;0
13025919;01;551.88687486;1;496.00416667;0;444444444444;62;5;1;0;0;0;0;12;;1;0
13025922;01;563.27028229;0;2413.8333333;3;444444111999;29;1;0;0;0;1;0;6;;0;1
13025922;02;563.27028229;0;1699;11;111111111114;39;0;0;0;0;1;0;1;;1;0
13026023;01;1028.1471561;0;4373.5833333;0;444444444444;60;3;1;0;0;0;0;12;0;1;0
13026062;04;471.25110044;1;976.25;0;444444444444;21;0;0;0;0;1;0;12;;1;1
13026074;01;455.36539208;1;496.00416667;0;444444444444;57;24;0;0;0;0;1;12;1;0;0
13026075;02;421.31251704;1;207.12857143;0.1271610474;911441144444;26;0;0;0;0;1;0;7;;1;1
13026087;02;522.54967532;1;498.545;0;994444444444;51;4;0;0;0;0;1;10;;1;0
13026106;01;850.62384013;0;819.28571429;5;114444444111;25;1;0;0;0;1;0;7;;1;1
13026107;02;2153.0721947;0;497.15909091;0;944444444444;39;7;0;0;0;1;0;11;1;1;0
13026140;01;498.14372788;0;421.33333333;3;111444444444;30;3;0;0;1;0;0;9;;0;0
13026145;01;434.7497226;0;827.5;6;444111114441;48;1;0;0;0;0;1;6;0;0;0
13026157;01;650.0037483;0;541.22777778;0.9128627821;994414444444;54;1;0;0;0;0;1;9;;0;0
13026164;02;1050.7734373;1;960.58333333;0;444444444444;60;2;0;0;0;1;0;12;0;0;0
13026173;01;708.01269324;0;496.00416667;0;444444444444;27;4;0;0;0;1;0;12;;0;1
13026177;01;554.52521345;0;496.00416667;0;444444444444;61;2;0;0;0;0;1;12;;0;0
13026195;01;905.36028743;0;496.00416667;0;444444444444;51;7;0;0;0;1;0;12;1;1;0
13026201;01;597.88627064;0;815.75;8;111111114444;25;0;0;0;1;0;0;4;;0;1
13026201;02;597.88627064;0;703.18181818;2.3002419726;444444444447;26;2;0;0;1;0;0;11;0;1;1
13026202;01;1325.6056548;0;497.15909091;0;944444444444;51;6;0;0;0;0;1;11;;0;0
13026202;02;1325.6056548;0;999;2;441144444444;54;5;0;0;0;0;1;10;0;1;0
13026217;02;816.67651983;1;496.00416667;0;444444444444;45;6;0;0;0;0;1;12;1;1;0
13026249;01;318.98092362;0;1080.7777778;3;144441144444;36;2;0;0;1;0;0;9;;0;0
13026264;01;486.50927843;1;939.7625;1.8970814151;111111114444;31;0;0;0;0;1;0;4;;1;0
13026265;02;700.84828847;0;238.7875;0;444444444444;59;4;0;0;1;0;0;12;;0;0
13026328;02;426.50389756;0;1520.6666667;0;444444444444;59;2;0;0;0;1;0;12;;0;0
13026347;01;394.2506516;0;487.50416667;0.0852579391;444444444444;40;6;1;0;0;0;0;12;;1;0
13026347;02;394.2506516;0;559.525;0;446666666666;33;4;1;0;0;0;0;2;;0;0
13026363;01;394.94473445;0;2489.8181818;1;444444444441;46;0;1;0;0;0;0;11;;0;0
13026363;02;394.94473445;0;1221.5;0;444444444444;46;0;1;0;0;0;0;12;;1;0
13026430;01;714.37194358;0;286.07833333;0;444444444488;53;5;0;0;0;0;1;10;1;0;0
13026450;02;1382.6636925;1;496.00416667;0;444444444444;36;3;0;0;0;1;0;12;;1;0
13026459;01;408.01623493;1;412.8375;0.8405227126;444444444444;38;2;1;0;0;0;0;12;;1;0
13026488;01;1048.5399084;0;1558.75;0.1636263477;114444333333;26;0;0;0;1;0;0;4;;0;1
13026490;01;847.88480023;0;483.3;1.5102834923;111111444444;47;0;0;0;0;1;0;6;;1;0
13026490;02;847.88480023;0;1546.25;0;444433333333;38;2;0;0;0;1;0;4;;0;0
13026506;01;453.91979357;1;498.545;0;994444444444;61;3;0;0;0;0;1;10;;0;0
13026508;01;577.85398638;0;2143;6;444444111111;26;0;1;0;0;0;0;6;;0;1
13026519;04;3058.2128907;0;135.25;0.6312532257;444411133333;26;0;1;0;0;0;0;4;;0;1
13026519;05;3058.2128907;0;575.5;10;111111111414;27;0;1;0;0;0;0;2;;1;1
13026545;01;622.36184966;0;54.170833333;4.4833619279;444444444444;56;5;0;0;0;1;0;12;;0;0
13026577;02;444.35898011;0;457.00454545;0.7862676604;444444414444;59;4;0;0;0;0;1;11;;0;0
13026586;02;710.75417797;0;936.11111111;3;111444444444;34;3;0;0;1;0;0;9;;0;0
13026601;01;502.30216508;0;872.22222222;0.0484235567;444444411144;57;0;0;0;0;1;0;9;;0;0
13026622;01;511.6880649;0;789.11111111;3;144444444411;59;1;0;0;0;1;0;9;0;0;0
13026627;01;1285.2177939;1;496.00416667;0;444444444444;60;4;0;0;0;1;0;12;;0;0
13026634;01;908.26377791;0;497.15909091;0;944444444444;41;4;0;0;0;0;1;11;;1;0
13026636;01;673.6248186;0;1675;0;444444433333;28;2;0;1;0;0;0;7;;0;1
13026637;01;799.0260037;0;911.71428571;5;411414114444;31;0;0;0;0;1;0;7;;0;0
13026650;01;636.65962345;0;432.67083333;0.6424487127;444444444444;32;2;0;1;0;0;0;12;;0;0
13026651;01;571.98572364;0;1144;2.2253183292;444444444444;59;2;0;0;1;0;0;12;;0;0
13026665;02;341.7433212;0;456.625;0.5279102693;444444333333;25;0;1;0;0;0;0;6;;1;1
13026686;01;388.36852324;0;1093;6;444444111111;41;0;0;1;0;0;0;6;;1;0
13026710;02;798.34728491;1;508.70833333;4.1035765629;444444111111;21;1;0;0;0;1;0;6;;1;1
13026727;02;632.41683166;1;440.99157114;1.2157560664;111144444447;26;3;0;0;0;1;0;7;;0;1
13026750;01;895.45255837;0;1111.8888889;3;111444444444;50;0;0;0;0;1;0;9;0;1;0
13026760;02;461.67149373;1;171;2.981444294;444411141444;57;1;0;0;0;1;0;8;0;0;0
13026764;01;586.29618557;0;496.00416667;0;444444444444;57;5;0;1;0;0;0;12;;0;0
13026766;01;772.04735931;0;496.00416667;0;444444444444;57;4;0;0;0;1;0;12;1;1;0
13026778;01;243.02647254;1;1479.5;6;111111444444;40;1;1;0;0;0;0;6;;1;0
13026821;02;493.12024771;1;414.25714286;1.3929154203;911114444444;34;0;0;0;0;0;1;7;;1;0
13026866;02;911.43526075;0;496.00416667;0;444444444444;53;6;0;0;0;1;0;12;1;0;0
13026974;01;283.54362862;1;414.25714286;3.6936495023;111444444421;48;0;0;0;1;0;0;7;;1;0
13026993;01;229.54893598;1;1502.9090909;0;344444444444;36;2;0;0;1;0;0;11;;1;0
13026998;01;551.68172919;0;521.4125;0;444499999999;64;7;0;1;0;0;0;4;;1;0
13027001;02;704.70132787;1;978.75;0;444444444444;59;3;0;0;0;1;0;12;;1;0
13027042;01;700.28216059;0;596.75;4;444444441111;42;1;0;0;0;1;0;8;0;0;0
13027073;01;983.91703403;1;4291.9;2;444444411444;47;2;1;0;0;0;0;10;;0;0
13027112;01;1316.7735309;0;353.115;1.6405694339;144444444441;30;2;0;0;0;1;0;10;;1;0
13027113;01;396.29114028;0;1159.7777778;0.2384269638;144444444141;30;1;0;0;1;0;0;9;;0;0
13027121;01;336.41403122;0;477;11;111111111114;41;0;0;0;0;1;0;1;;1;0
13027162;02;1589.1561902;0;1343.6666667;9;111111141144;28;2;0;1;0;0;0;3;;0;1
13027165;01;1006.4435173;0;347.405;2;444441144444;40;2;1;0;0;0;0;10;;0;0
13027184;01;344.29517381;1;2780;11;111111111114;39;0;0;0;0;0;1;1;;1;0
13027186;01;748.75081349;0;675;2.9289116245;444444411111;42;1;0;0;0;0;1;7;0;0;0
13027192;01;421.6749518;0;508.70833333;1.861895599;444999444111;59;10;0;0;0;1;0;6;;0;0
13027212;02;612.42815645;1;768.83333333;0;444444444444;60;2;0;0;0;1;0;12;0;0;0
13027284;02;418.08187128;1;409.28636364;1;444444444441;52;6;0;0;0;1;0;11;;1;0
13027285;01;439.19177374;0;470.50416667;0.2583573912;444444444444;34;3;0;1;0;0;0;12;;1;0
13027302;02;584.2816403;0;483.3;0;777777774444;55;2;0;1;0;0;0;4;;0;0
13027336;01;1296.2481863;0;397.8375;0.9929535734;444444444444;27;2;0;0;0;1;0;12;1;1;1
13027336;02;1296.2481863;0;308;0;477777777777;25;3;0;0;0;0;1;1;;0;1
13027370;01;658.99320327;0;423.64375;4;144111444444;44;5;0;0;1;0;0;8;;0;0
13027392;01;361.35616961;1;933.16666667;0;444444444444;49;2;0;0;0;0;1;12;0;1;0
13027406;01;407.1754428;0;381.53125;4;444411114444;55;4;0;0;0;1;0;8;;0;0
13027409;01;494.40172959;0;305.5875;1.9273461381;444444444444;37;2;0;0;0;1;0;12;;0;0
13027451;01;324.9116775;1;562.66666667;0.8112422082;794414444444;23;1;0;0;1;0;0;9;;0;1
13027465;01;1125.8307576;0;900.66666667;9;111111111444;23;0;0;0;0;1;0;3;;1;1
13027490;01;299.03403772;0;247.33333333;9;111111111444;31;0;0;0;1;0;0;3;;1;0
13027514;02;501.67370249;1;496.00416667;0;444444444444;52;2;0;0;0;1;0;12;;1;0
13027518;01;283.91869011;1;788.85714286;5;444444411111;38;1;0;0;0;1;0;7;;1;0
13027559;01;1031.8212262;0;744.625;3.8038819892;444444441111;57;1;0;0;1;0;0;8;0;1;0
13027594;01;352.65508795;0;235.00416667;2.6386901551;444444444444;42;2;0;0;0;0;1;12;;0;0
13027594;02;352.65508795;0;135.8375;3.672980911;444444444444;44;2;0;0;1;0;0;12;;1;0
13027609;01;841.46616228;0;314.42083333;1.8403658164;444444444444;43;7;0;0;0;0;1;12;;0;0
13027636;03;422.98233288;0;1538;6.7291027938;111111111144;30;0;0;0;0;1;0;2;;0;0
13027653;01;373.81652445;0;510.25;8;111111114444;30;1;0;0;0;1;0;4;;1;0
13027734;01;927.98358964;0;381.53125;3;444444441118;53;4;0;0;0;1;0;8;;0;0
13027759;01;378.98442277;0;2041.3333333;6;977111111444;46;1;0;0;0;0;0;3;;0;0
13027801;02;377.98501801;1;717;8;111111114444;43;0;0;1;0;0;0;4;;1;0
13027809;01;624.84918784;0;740.66666667;6;444888111111;38;2;0;0;0;0;1;3;;1;0
13027811;02;462.69904112;1;1051.6666667;6;444444111111;26;0;0;0;0;0;0;6;;1;1
13027832;01;827.12470655;0;498.545;2;444444444411;50;1;0;1;0;0;0;10;1;1;0
13027920;02;270.9856024;1;534.11666667;0;444888888888;59;11;0;0;0;0;1;3;;1;0
13027942;01;385.30685262;0;524.00555556;1.5725353209;444444441114;44;1;0;0;0;1;0;9;1;0;0
13027948;01;624.00862401;0;1846.4166667;0;444444444444;46;2;1;0;0;0;0;12;;1;0
13027950;01;640.38844822;0;1474.7777778;3;444444444111;39;1;0;0;1;0;0;9;;1;0
13027950;02;640.38844822;0;363.27272727;1;444444444414;32;0;0;1;0;0;0;11;;0;0
13028023;02;263.70362372;1;562.76875;2;444444477114;43;8;0;0;0;0;1;8;;1;0
13028028;01;826.71308784;1;776.33333333;5;944444411111;29;1;0;0;1;0;0;6;;0;1
13028072;01;682.6896214;0;945.75;4.8450622756;444444444444;57;3;0;0;0;1;0;12;;0;0
13028072;02;682.6896214;0;2696.4444444;3;444444444111;60;1;0;0;0;0;1;9;;1;0
13028095;01;407.72743077;1;497.15909091;0;944444444444;41;2;0;0;0;1;0;11;;1;0
13028108;01;445.5099309;0;496.00416667;0;444444444444;61;6;0;0;0;0;1;12;;1;0
13028108;02;445.5099309;0;497.06818182;0.0008611913;444484444444;54;3;0;0;0;0;1;11;;0;0
13028109;01;807.3448826;0;16.954166667;0;444444444444;48;6;0;0;0;1;0;12;;1;0
13028211;01;799.93347678;0;625.66666667;0;444444444444;46;2;0;0;1;0;0;12;0;0;0
13028215;01;305.03090635;1;1111.4;2;222224444411;49;1;0;0;1;0;0;5;;1;0
13028232;01;381.61814839;0;454.50416667;0.4211225476;444444444444;39;2;0;0;0;1;0;12;;0;0
13028238;04;677.63444063;1;496.00416667;0;444444444444;26;4;0;0;0;1;0;12;;0;1
13028261;02;1085.2051104;1;1382.2222222;3;444444444111;31;1;1;0;0;0;0;9;;1;0
13028351;01;617.39144793;0;414.25714286;2;222444444411;38;3;0;1;0;0;0;7;;1;0
13028352;01;920.61623834;0;1198.3333333;3;111444444444;30;0;0;1;0;0;0;9;;0;0
13028362;01;789.09181513;0;1711.6;7;111111144444;38;0;0;0;0;1;0;5;0;1;0
13028444;01;661.64387606;0;289.98;7;111111441444;48;1;0;1;0;0;0;5;;0;0
13028451;02;729.76593209;1;313.70625;3.3663968068;444411441144;36;4;0;0;0;0;1;8;;0;0
13028459;03;824.33678709;1;984.91666667;0;444444444444;54;2;0;0;1;0;0;12;0;0;0
13028500;01;798.28548701;1;496.00416667;0;444444444444;59;22;0;0;0;1;0;12;;1;0
13028516;01;776.86872304;0;790.2;2;444444444411;25;1;0;0;0;1;0;10;0;1;1
13028578;01;715.18916238;0;207.12857143;5;114411144444;38;6;0;0;0;1;0;7;;1;0
13028597;01;621.32807404;0;595.205;2;114444444444;36;2;0;0;0;1;0;10;;1;0
13028618;01;431.04805278;1;633;6;422222111111;39;0;0;0;0;1;0;1;;0;0
13028625;01;637.33103284;0;1580.1666667;6;144411111444;55;1;0;0;1;0;0;6;0;1;0
13028713;01;508.47182976;1;497.01666667;0.0249745478;884444444442;58;2;0;0;0;0;1;9;;0;0
13028731;01;528.99118012;0;551.81666667;2.0227661345;111111111444;52;0;0;0;0;1;0;3;;0;0
13028733;01;690.20776979;0;496.00416667;0;444444444444;47;3;0;0;0;0;1;12;;0;0
13028736;02;1278.1565062;1;303.88888889;3;444444444111;38;1;1;0;0;0;0;9;0;1;0
13028744;01;903.60566472;0;1588;10;111111111414;44;0;0;0;0;1;0;2;;1;0
13028761;01;463.7659126;0;948.08333333;0.028419313;444444444444;60;2;0;0;1;0;0;12;0;0;0
13028789;01;369.40017162;1;522.11111111;1.6758782773;444444114144;60;2;0;0;1;0;0;9;0;1;0
13028832;01;311.68257203;0;450.215;2;444444114444;36;6;0;0;0;1;0;10;;1;0
13028832;02;311.68257203;0;496.00416667;0;444444444444;33;4;0;0;0;1;0;12;;0;0
13028842;01;576.84852657;0;257.945;2.0281055206;449944444444;52;11;0;0;0;0;1;10;;1;0
13028855;01;594.85120027;0;414.75;4;444111144444;28;1;1;0;0;0;0;8;0;0;1
13028894;01;510.9218495;1;496.00416667;0;444444444444;37;11;0;0;0;1;0;12;;1;0
13028986;01;894.15978347;0;1192.25;0;444444444444;56;2;1;0;0;0;0;12;0;1;0
13028989;02;412.90943274;0;466;5;114414144414;19;0;0;0;0;1;0;7;;1;1
13028989;04;412.90943274;0;743.16666667;0;444444333333;18;0;0;0;0;1;0;6;0;0;1
13029003;01;903.49618065;1;496.00416667;0;444444444444;57;2;0;0;0;1;0;12;;0;0
13029013;01;838.82731483;1;758;4;114444444411;22;2;0;0;0;1;0;8;0;1;1
13029052;01;1980.5808796;0;559.525;0;448888888888;48;4;0;0;0;0;1;2;;0;0
13029067;01;798.08230036;0;280.70416667;0;444444444444;38;10;0;0;0;1;0;12;;1;0
13029087;01;626.81365312;1;207.12857143;3.9130072301;114444141441;42;7;0;1;0;0;0;7;;1;0
13029110;01;517.43790875;0;496.00416667;0;444444444444;60;10;0;0;0;1;0;12;1;0;0
13029151;01;517.57298892;0;3084.5;3.644561598;111111111144;32;1;0;1;0;0;0;2;;0;0
13029199;01;790.46762225;0;508.70833333;0;448884448884;58;24;0;0;0;0;1;6;;1;0
13029316;01;743.59374015;0;44.818181818;1;414444444444;32;2;0;0;1;0;0;11;;1;0
13029319;01;761.30633474;0;496.00416667;0;444444444444;41;2;0;0;0;1;0;12;;1;0
13029320;01;247.6382114;0;1277;6;444444111111;49;0;0;0;0;1;0;6;;0;0
13029342;01;518.56270498;1;1585;4;111444122222;41;1;0;0;0;0;1;3;;1;0
13029394;01;732.68813988;0;731.33333333;2.3148822248;444444441114;32;1;0;0;0;1;0;9;;1;0
13029413;01;380.89640174;1;948.5;0;444444444444;54;3;0;0;0;0;1;12;;1;0
13029428;01;728.38165206;1;289.98;7;111111144444;55;4;0;0;0;0;1;5;;1;0
13029449;01;813.84557437;0;483.3;2.1435051553;111444133333;30;4;0;0;0;1;0;3;;0;0
13029461;01;1498.3671617;0;849.91666667;0;444444444444;27;0;1;0;0;0;0;12;;1;1
13029468;01;603.40276287;0;1746.875;1.9247625641;411144444449;56;2;0;0;0;1;0;8;;1;0
13029472;01;813.33711566;0;404.67083333;0.9231970777;444444444444;34;2;0;0;0;0;1;12;;0;0
13029478;01;481.36066221;0;452.66666667;6;111111444444;22;3;0;0;1;0;0;6;;0;1
13029506;01;644.58508223;0;427;3;111444444444;28;2;1;0;0;0;0;9;;0;1
13029506;02;644.58508223;0;900.43;1;999999144444;25;1;0;0;0;0;1;5;;1;1
13029543;01;379.719842;0;902.375;3.7659895718;411114444444;41;0;1;0;0;0;0;8;;1;0
13029630;01;683.91612227;0;324.5;8;111111114444;60;0;0;0;1;0;0;4;;0;0
13029634;02;336.57489059;0;563.125;0.9607942295;444444441111;47;1;0;0;0;1;0;8;0;1;0
13029647;01;962.26735095;0;358.70416667;0;444444444444;57;12;0;0;0;0;1;12;;0;0
13029662;01;608.5193786;1;496.00416667;0;444444444444;50;2;0;0;1;0;0;12;1;1;0
13029728;02;381.08475735;1;9.2888888889;6;141414441141;39;5;0;0;0;1;0;6;;1;0
13029800;01;647.72669802;0;483.3;1.1798812972;111448888888;42;4;1;0;0;0;0;2;;0;0
13029847;01;505.13781278;0;741.83333333;6;444444111111;51;1;0;0;0;1;0;6;;1;0
13029851;01;455.56590127;1;421.26875;1.8851477642;444444411411;59;1;0;0;0;1;0;8;;0;0
13029887;02;439.33684264;1;959.33333333;0;444444444444;62;3;0;0;1;0;0;12;;0;0
13029939;02;366.60858561;1;1315.6666667;3;144114444444;26;2;1;0;0;0;0;9;;1;1
13029943;01;490.48144711;0;1364.1666667;6;114411114444;35;2;0;0;0;1;0;6;;1;0
13029969;01;749.4278978;0;440.50416667;0.5709698345;444444444444;48;5;0;0;0;1;0;12;;1;0
13029978;02;708.09383691;1;496.00416667;0;444444444444;57;2;1;0;0;0;0;12;;0;0
13029982;01;364.32960627;1;485.6625;0.2394111825;444499999999;47;3;0;0;0;0;1;4;1;1;0
13029983;01;822.07302504;0;517.91666667;0.0327252695;444444444444;52;4;0;0;0;0;1;12;0;0;0
13029989;01;532.41392357;1;1203;2;444444443114;28;2;0;0;0;1;0;9;0;1;1
13030005;01;374.8565697;0;578.32528604;1.151240535;911144111444;50;2;0;0;0;0;1;5;;0;0
13030006;01;968.55050071;0;289.98;7;111111144444;58;0;0;0;0;1;0;5;;0;0
13030043;01;625.06524721;0;340.11481481;3;411144444444;49;4;0;0;0;0;1;9;;0;0
13030083;01;949.09288878;1;668.67055302;0.768920807;111111111144;58;0;0;0;0;1;0;2;;1;0
13030091;01;776.44008151;0;960.83333333;0;444444444444;45;2;0;0;0;0;1;12;;0;0
13030105;01;1362.7589994;0;496.00416667;0;444444444444;27;3;0;0;0;0;1;12;;1;1
13030131;01;1089.1384344;0;1382.9090909;0.2359664173;144444444444;38;3;1;0;0;0;0;11;0;0;0
13030136;01;613.30887693;0;862.14285714;5;111411444444;31;0;0;0;1;0;0;7;0;1;0
13030267;01;671.84064014;0;1449.9;6.4043106449;111111111114;58;0;0;1;0;0;0;1;;0;0
13030269;01;951.32844432;0;450.215;1.9083999294;444444444411;33;1;0;1;0;0;0;10;;1;0
13030293;01;1112.1707741;1;785.33333333;3;444444444111;42;1;0;0;0;1;0;9;0;1;0
13030300;01;554.26685962;0;633.41666667;0;444444444444;32;2;1;0;0;0;0;12;0;0;0
13030321;01;836.7356546;0;3293.1666667;6;111111444444;46;0;0;1;0;0;0;6;0;0;0
13030364;02;1449.3677629;0;496.00416667;0;444444444444;53;5;1;0;0;0;0;12;;1;0
13030380;02;1642.6400575;0;698.85714286;5;111144144444;27;0;0;0;1;0;0;7;;1;1
13030410;01;1125.7378726;1;508.70833333;0;444444222222;39;1;0;0;0;1;0;6;;1;0
13030462;01;570.16591085;0;483.3;2;118884444444;27;2;0;0;0;1;0;7;;0;1
13030519;02;622.84388077;1;432.53142857;3.0063942363;111111144444;55;2;0;0;0;1;0;5;;0;0
13030537;01;1434.8683526;1;4594.0833333;0;444444444444;34;2;1;0;0;0;0;12;0;1;0
13030550;02;476.92977685;1;909.54545455;0.9361149473;444444444441;22;0;0;0;0;1;0;11;;1;1
13030574;01;390.33324425;1;434.97;0.2521568138;114444444444;28;0;0;0;0;1;0;10;;1;1
13030599;01;537.71322451;0;459.09545455;0.7630154952;144444444444;30;3;0;0;1;0;0;11;;0;0
13030599;02;537.71322451;0;364.44444444;2.1193917988;444111444444;21;1;0;0;0;0;1;9;0;1;1
13030620;01;267.94208468;1;496.00416667;0;444444444444;62;3;0;0;0;0;1;12;;0;0
13030621;01;540.94477713;0;1380.5833333;0.0568386261;444444444444;47;2;0;0;0;1;0;12;0;1;0
13030629;01;761.16899528;0;496;0.3875360867;444144444999;43;2;0;0;0;0;1;8;0;1;0
13030651;01;1209.4642044;0;337.15909091;1.4829714253;444444444447;37;4;0;0;0;0;1;11;;1;0
13030652;05;665.04231293;0;287.5;1.4493849644;334444333333;25;2;1;0;0;0;0;4;;1;1
13030654;01;880.89998306;0;496.00416667;0;444444444444;63;11;1;0;0;0;0;12;;0;0
13030675;01;1631.3667519;0;773.6;7;111114444411;31;0;0;0;1;0;0;5;;1;0
13030726;01;523.34441449;1;496.00416667;0;444444444444;28;2;0;0;0;0;1;12;;1;1
13030753;01;2346.0996379;0;1954.9166667;0;444444444444;32;2;1;0;0;0;0;12;0;1;0
13030763;01;524.16897141;0;918.85714286;0.1194349311;114441114444;57;0;0;0;0;0;1;7;0;0;0
13030791;01;746.62608621;0;1709;0;444444444444;46;2;0;0;0;1;0;12;0;0;0
13030868;01;1048.3576899;0;1228.4166667;0;444444444444;55;2;0;0;1;0;0;12;;0;0
13030895;01;1003.1161094;0;292.15555556;2.1047515467;444444888444;41;3;0;0;0;0;1;9;;1;0
13030895;02;1003.1161094;0;809;3;444444444111;33;1;0;0;0;1;0;9;;0;0
13030913;01;76.809649401;0;1536.875;0.4891566606;444444441111;57;1;0;0;0;0;1;8;;1;0
13030920;01;604.83031854;0;529.83333333;4.1724718672;444444111111;43;1;0;0;0;1;0;6;;0;0
13030929;02;405.80525499;1;923.16666667;0;444444444444;52;2;0;0;0;1;0;12;0;0;0
13030937;01;632.1888873;0;496.00416667;0;444444444444;48;2;0;0;0;0;1;12;;1;0
13030967;01;631.49960001;0;663.9;2;444444444411;33;0;0;0;0;0;1;10;0;1;0
13030967;02;631.49960001;0;497.15909091;0;444444444447;24;5;0;0;0;0;1;11;;0;1
13030992;01;665.09902097;1;1190.41;7;111111144444;54;6;0;0;1;0;0;5;;1;0
13030993;01;677.64355044;0;2686;8;111111119994;34;4;0;0;0;1;0;1;;1;0
13031016;01;468.38603111;0;1183.5;10;111111111144;26;0;0;1;0;0;0;2;;0;1
13031018;01;291.17105839;0;1153.8571429;5;111114444444;47;2;0;0;0;1;0;7;;1;0
13031042;01;520.66688458;0;362.475;4;111144444444;57;1;0;0;0;0;1;8;;1;0
13031044;01;438.67189203;1;483.3;0;777774444444;45;7;0;0;0;0;1;7;;1;0
13031062;01;719.75226534;1;2114;10;111111111144;41;0;0;0;0;1;0;2;;1;0
13031092;03;2153.7815646;0;386.64;1.2745631297;114444499999;27;6;0;0;0;1;0;5;;1;1
13031092;04;2153.7815646;0;203.9;0;994444444444;24;2;0;0;0;1;0;10;;0;1
13031101;01;740.21246649;1;2527.3333333;6;411144444111;35;2;1;0;0;0;0;6;;1;0
13031122;01;565.07821839;0;508.70833333;3.0046964592;444444111111;52;1;0;0;0;0;1;6;;0;0
13031123;01;680.39307584;0;873.6;7;111114444411;49;1;0;1;0;0;0;5;;0;0
13031145;01;550.38470786;0;438.00416667;0.5907772345;444444444444;46;6;0;0;0;1;0;12;;0;0
13031150;01;598.42602389;0;646.88888889;3;111444444444;40;3;0;0;0;0;1;9;;1;0
13031166;01;478.52808148;0;340.05;0.4848507041;777777777774;24;3;0;0;0;1;0;1;;0;1
13031166;02;478.52808148;0;772;0.1033429565;444999999994;29;0;0;0;0;1;0;4;;1;1
13031178;01;878.7583119;0;498.545;2;444444444411;39;1;0;0;0;1;0;10;;1;0
13031178;02;878.7583119;0;513.33333333;0;444444444444;34;2;0;0;0;1;0;12;0;0;0
13031198;01;1059.4269575;1;496.00416667;0;444444444444;28;2;0;0;0;0;1;12;;1;1
13031238;01;646.8112494;0;52.181818182;1;144444444444;33;2;0;0;0;0;1;11;0;1;0
13031246;01;634.43540674;0;967;5.6296075534;444444111111;29;1;0;0;1;0;0;6;;1;1
