ALCT;ident;noi;wpela16;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
;14027333;02;367.58684045;1;1444.8333333;0;444444444444;2014;2015;60;2;0;12;;0;0
;14027342;01;474.21624543;1;859;7;441111111444;2014;2015;37;1;0;5;;1;0
;14027370;01;443.77445959;1;403;1.8581196581;111114444444;2014;2015;44;2;0;7;;0;0
;14027375;02;483.98652607;1;1262.6666667;6.7085470085;444444444444;2014;2015;30;2;0;12;;0;0
;14027387;02;275.03090179;1;4898;11;111111111411;2014;2015;45;1;0;1;;1;0
;14027391;01;796.16624418;0;628.83333333;6;444444111111;2014;2015;23;1;0;6;;0;1
;14027400;02;550.02756045;1;54;11;411111111111;2014;2015;58;1;0;1;;1;0
;14027427;01;2519.8589258;1;1354.5;0;444444444444;2014;2015;68;1;1;12;;1;0
;14027436;03;838.01868615;1;820;10;111111111144;2014;2015;49;1;0;2;;1;0
;14027437;01;517.69502218;0;754.72727273;1;444444444441;2014;2015;55;2;1;11;;1;0
;14027437;02;517.69502218;0;516.41666667;0;444444444444;2014;2015;45;2;1;12;;0;0
;14027442;01;940.90895987;0;1346.6666667;1.9487179487;444111444111;2014;2015;56;1;0;6;;0;0
;14027455;01;339.40802643;1;678;4.8282051282;666666669994;2014;2015;27;1;0;1;;0;1
1;14027459;01;772.37899354;1;1482.25;0;444444444444;2014;2015;35;3;0;12;0;0;0
;14027464;01;604.73345206;0;1535.5;10;441111111111;2014;2015;43;1;0;2;;1;0
;14027478;02;299.97832486;1;591.5;10;111111111144;2014;2015;42;2;0;2;;1;0
;14027479;01;283.33510177;1;185.42857143;4;911144444441;2014;2015;38;1;0;7;;0;0
;14027493;01;1100.9958105;1;2672.4166667;0;444444444444;2014;2015;40;1;0;12;;1;0
;14027496;02;1079.0544432;1;882.75;8;444411111111;2014;2015;28;1;0;4;;1;1
;14027500;02;504.33332911;1;1490.75;0;444444444444;2014;2015;34;3;0;12;;0;0
;14027509;02;403.21971932;1;18;11;411111111111;2014;2015;39;1;0;1;;0;0
;14027517;01;839.20586471;0;817;10;441111111111;2014;2015;39;1;0;2;;1;0
1;14027520;01;974.17877117;1;660.5;5;144111133344;2014;2015;48;1;1;4;0;1;0
;14027523;01;195.2083643;0;667.57142857;5;441111144444;2014;2015;22;1;0;7;;0;1
1;14027525;01;959.45718646;0;1023.4166667;0;444444444444;2014;2015;26;2;0;12;0;1;1
;14027537;01;395.1576196;1;1102.6666667;3;111444444444;2014;2015;44;2;1;9;;1;0
;14027548;02;195.34366283;1;1429.25;2.2478632479;444111141999;2014;2015;51;4;0;4;;0;0
;14027551;01;705.63643963;1;1022.625;4;111144444444;2014;2015;40;2;0;8;;1;0
1;14027558;01;1173.8361738;0;444.66666667;4.1504273504;444444111111;2014;2015;27;1;0;6;0;0;1
;14027565;01;734.44724747;0;430.75;0;844488844444;2014;2015;44;3;0;8;;1;0
;14027565;02;734.44724747;0;682;5;111114444444;2014;2015;32;1;0;7;;0;0
;14027573;01;567.12028455;0;2228.6363636;0;444444444449;2014;2015;59;2;0;11;;1;0
;14027581;02;526.21029695;1;1010.4;6.1290598291;144444111111;2014;2015;58;1;1;5;;0;0
;14027584;01;665.97121967;1;1649;0;443334444444;2014;2015;34;2;0;9;;0;0
;14027588;01;677.27360114;1;563.66666667;6;111114444441;2014;2015;24;1;0;6;;0;1
;14027604;01;552.30634439;0;1501.5;8;111111114444;2014;2015;44;2;0;4;;0;0
2;14027607;02;494.70363074;1;523.63636364;0.2931623932;444444444414;2014;2015;39;6;1;11;1;0;0
;14027608;02;846.8805823;0;837.5;6.0274725275;141111444111;2014;2015;25;1;0;4;;0;1
;14027610;03;636.10884828;1;2077;11;111111111114;2014;2015;22;1;0;1;;1;1
;14027614;01;746.17117845;0;1063;5;444444411111;2014;2015;49;1;0;7;;0;0
;14027621;02;664.50773938;1;811;0;884444448884;2014;2015;59;3;0;7;;1;0
;14027629;01;518.14902909;0;1580;11;411111111111;2014;2015;33;1;0;1;;0;0
;14027645;01;598.73101438;1;919.58333333;1.5957264957;444444444444;2014;2015;60;2;0;12;;0;0
;14027652;01;531.12314255;1;1038.6666667;5;444111191444;2014;2015;51;1;1;6;;1;0
;14027653;01;792.46928378;1;37.909090909;2.8769230769;944444444444;2014;2015;55;7;0;11;;1;0
2;14027680;01;639.1807574;0;766;4;444444441111;2014;2015;49;3;1;8;1;1;0
;14027687;01;484.07536069;1;739.5;3;911144444444;2014;2015;30;4;0;8;;1;0
;14027692;01;882.3674216;0;1222.0833333;0;444444444444;2014;2015;58;1;1;12;;1;0
;14027708;02;618.42807953;1;463.41666667;6.6871794872;444444444444;2014;2015;36;2;1;12;;0;0
;14027718;01;439.18449797;1;673.66666667;0;444444444444;2014;2015;58;3;0;12;;0;0
;14027732;02;801.11245586;1;1416;11;411111111111;2014;2015;31;1;0;1;;1;0
;14027761;01;618.94469379;0;755;0.4274481074;441114444441;2014;2015;24;2;0;8;;0;1
;14027774;01;967.79330804;0;488.75;2.9854700855;444444444444;2014;2015;41;1;0;12;;0;0
;14027774;02;967.79330804;0;1436;11;411111111111;2014;2015;38;1;0;1;;1;0
;14027790;01;1012.9898833;1;916.5;10;111111144111;2014;2015;29;1;1;2;;1;1
;14027794;02;279.70479946;1;1431.8333333;2.3803418803;888444444999;2014;2015;52;1;0;6;;1;0
;14027811;01;412.452989;1;191.2;1.6581196581;411444444444;2014;2015;54;2;0;10;;0;0
;14027812;01;712.28112535;1;4522.6666667;0;777777777444;2014;2015;31;3;0;3;;0;0
;14027832;01;612.57615795;1;735.75;8;111111444114;2014;2015;42;1;0;4;;0;0
;14027835;01;759.03962541;1;541.5;1;444444441222;2014;2015;22;3;1;8;;0;1
;14027837;02;706.32459043;1;490;0;455555555555;2014;2015;79;15;0;1;;1;0
;14027844;01;358.50509478;1;833;5;111114444444;2014;2015;36;3;0;7;;0;0
;14027848;02;529.44305451;1;462.55555556;1.8886446886;111444444444;2014;2015;32;3;0;9;;0;0
;14027857;01;740.31838469;1;474.16666667;0.8786324786;444444444444;2014;2015;58;6;0;12;;1;0
;14027868;01;801.94222719;0;477.5;0;444444444444;2014;2015;41;14;0;12;;0;0
;14027878;01;367.94312698;0;949.41666667;2.6307692308;444444444444;2014;2015;59;2;0;12;;1;0
;14027878;02;367.94312698;0;632;4.3637606838;111111144444;2014;2015;49;1;0;5;;0;0
;14027892;01;1439.3639856;0;197.91666667;0;444444444444;2014;2015;26;3;0;12;;0;1
;14027892;02;1439.3639856;0;768.33333333;6;444444111111;2014;2015;31;1;1;6;;1;0
2;14027898;01;217.31233495;1;524.41666667;0.1820512821;444444444444;2014;2015;59;5;0;12;1;1;0
;14027901;01;669.52112213;1;154.33333333;0;444444444444;2014;2015;42;2;0;12;;1;0
1;14027920;02;539.95665607;1;35263;0;222222222224;2014;2015;37;2;0;1;0;1;0
;14027925;02;533.84122192;1;67.333333333;0.011965812;444444444888;2014;2015;39;3;1;9;;0;0
;14027955;01;397.01870476;0;868.5;6;444444111111;2014;2015;25;1;0;6;;0;1
;14027955;02;397.01870476;0;1165.2857143;5;111114444444;2014;2015;25;1;0;7;;1;1
;14027965;02;706.721452;1;1008.25;8;444411111111;2014;2015;42;1;0;4;;0;0
;14027974;01;613.15783537;0;476.6;2.0076923077;144411111144;2014;2015;23;3;1;5;;0;1
;14027979;01;357.54378389;1;786;9;444111111111;2014;2015;24;1;0;3;;0;1
;14027983;01;758.14093473;0;2690;10;441111111111;2014;2015;40;1;0;2;;0;0
;14027983;02;758.14093473;0;7804;4;444444441111;2014;2015;39;1;0;8;;1;0
;14027985;01;572.62255547;1;1377;11;411111111111;2014;2015;58;2;0;1;;0;0
;14027992;02;580.77880671;1;555.5;10;441111111111;2014;2015;37;1;0;2;;0;0
;14028000;01;538.46390825;1;101.25;0;444444444444;2014;2015;58;2;1;12;;1;0
;14028008;02;275.26491055;1;1352;9;111111111444;2014;2015;44;1;0;3;;1;0
1;14028011;02;656.93060133;1;11294.666667;6;111444111444;2014;2015;55;3;0;6;0;1;0
1;14028012;01;467.69374458;1;1029.4166667;0;444444444444;2014;2015;61;7;1;12;0;1;0
1;14028015;01;700.712597;1;2949.75;4;441111444444;2014;2015;43;1;0;8;0;1;0
;14028022;01;650.744332;0;854;11;411111111111;2014;2015;39;1;0;1;;1;0
;14028023;01;222.404191;1;2425;7.9367521368;444444442222;2014;2015;41;1;0;8;;1;0
;14028042;02;451.6092139;1;789;8;144441111111;2014;2015;25;1;0;4;;1;1
;14028057;02;267.61934158;1;67.111111111;0;777444444444;2014;2015;46;3;0;9;;0;0
;14028063;01;666.9191453;0;1319;4.1316239316;444111111111;2014;2015;58;1;0;3;;1;0
;14028076;02;658.05094641;0;3562;8;444411111111;2014;2015;35;1;0;4;;0;0
;14028115;01;570.11648235;1;779.5;10;114411111111;2014;2015;44;1;0;2;;0;0
;14028126;01;345.56664743;1;1896;0;999999999994;2014;2015;55;3;0;1;;0;0
;14028146;01;587.21034357;0;1379;8.6635897436;441111111111;2014;2015;51;1;0;2;;1;0
;14028158;02;853.83148902;0;1140.5714286;5;111114444444;2014;2015;24;2;0;7;;1;1
;14028183;02;352.69108038;1;343.91666667;0;444444444444;2014;2015;63;4;1;12;;0;0
;14028197;01;1043.9822617;1;1519;10;441111111111;2014;2015;27;1;0;2;;0;1
1;14028202;01;249.6893393;0;1191;0;444444444444;2014;2015;51;2;0;12;0;0;0
1;14028202;02;249.6893393;0;1280.5;0;444444444444;2014;2015;48;2;1;12;0;1;0
;14028209;02;741.10395392;1;4195;5;411111333333;2014;2015;58;2;0;1;;0;0
2;14028211;02;541.40961541;1;901.55555556;0.2549450549;111444444444;2014;2015;40;2;0;9;1;1;0
;14028220;01;555.58999817;1;864;11;411111111111;2014;2015;59;1;0;1;;1;0
;14028233;01;548.62038587;1;882;0;444444444444;2014;2015;38;2;0;12;;0;0
;14028249;01;602.29407655;0;1189.6;0;444444444433;2014;2015;40;2;0;10;;0;0
;14028272;01;493.33698461;0;574.3;1;444444449441;2014;2015;60;2;1;10;;0;0
;14028285;02;421.11121326;1;1550.2857143;2;222444444411;2014;2015;30;1;0;7;;1;0
1;14028289;02;164.72534252;1;113.83333333;4.4581196581;444444444444;2014;2015;56;3;1;12;0;1;0
;14028297;01;540.51027523;0;728.5;4;111222222144;2014;2015;51;25;0;2;;0;0
;14028300;02;715.76232214;1;837.16666667;0;444444444444;2014;2015;53;3;0;12;;1;0
;14028305;01;1115.4835331;1;515;4;111133334444;2014;2015;27;2;0;4;;1;1
;14028316;01;747.34158149;1;469.83333333;0;444444444444;2014;2015;33;5;0;12;;1;0
;14028327;01;335.78182985;1;1924.3333333;9;444111111111;2014;2015;52;1;0;3;;1;0
;14028335;01;531.50141153;1;2326;6;411111177777;2014;2015;32;1;0;1;;0;0
;14028345;01;451.67681275;1;35.75;0.7076923077;111144444444;2014;2015;46;3;1;8;;1;0
;14028351;02;452.56893278;1;576.4;7;444441111111;2014;2015;49;1;0;5;;1;0
1;14028365;02;363.15459978;1;1704.75;4;144444444111;2014;2015;50;1;0;8;0;1;0
;14028368;01;688.55826751;1;762.25;8.0179487179;444444444444;2014;2015;34;1;1;12;;1;0
;14028373;01;590.56823622;0;352.33333333;1.2068376068;444444444444;2014;2015;54;6;0;12;;0;0
;14028378;01;143.32567285;0;926.8;6.7017094017;111111144444;2014;2015;37;3;1;5;;0;0
;14028378;02;143.32567285;0;1064.8333333;6;441111114444;2014;2015;43;2;0;6;;1;0
;14028381;01;639.23612448;1;1433.25;4;444444441111;2014;2015;30;1;0;8;;1;0
2;14028382;02;880.30134455;1;339.66666667;0;444444444444;2014;2015;57;3;0;12;1;1;0
;14028408;02;1053.0278192;1;1408.2;7;111111144444;2014;2015;31;2;0;5;;0;0
;14028416;02;861.12489102;1;125.75;0.2707692308;111111114444;2014;2015;53;1;1;4;;0;0
1;14028476;01;229.68086023;1;1227.5555556;3;444444444111;2014;2015;44;1;0;9;0;0;0
2;14028478;01;627.86166897;0;474.16666667;0;444444444444;2014;2015;48;25;0;12;1;1;0
;14028479;01;424.1791854;1;745.14285714;5;111144444441;2014;2015;34;1;0;7;;0;0
;14028490;01;951.41813517;0;667;5;444444411111;2014;2015;33;1;0;7;;1;0
;14028490;02;951.41813517;0;216.33333333;7.3868131868;111111144411;2014;2015;35;1;0;3;;0;0
;14028516;01;610.95212244;0;1155.4;0.652991453;114488844411;2014;2015;56;1;0;5;;1;0
;14028518;01;715.6137083;1;735.90909091;1;444144444444;2014;2015;34;2;0;11;;0;0
;14028521;01;584.78946384;0;482.88888889;3;141144444444;2014;2015;28;5;0;9;;0;1
;14028545;01;378.89104284;1;16.416666667;1.4205128205;444444444444;2014;2015;32;2;0;12;;0;0
;14028546;01;686.13982664;1;2412;8.7666666667;444111111111;2014;2015;59;1;1;3;;1;0
2;14028556;02;669.82950178;1;565.1;2;114444444444;2014;2015;50;13;1;10;1;1;0
;14028564;01;643.22067611;1;5083;10;119411111111;2014;2015;27;1;0;1;;1;1
;14028597;01;636.96076557;1;1448.1;0;444444433444;2014;2015;33;2;0;10;;0;0
;14028598;01;385.12518054;1;858.5;4;111133444444;2014;2015;28;2;0;6;;1;1
;14028606;01;691.46106649;0;750.33333333;6;111144444411;2014;2015;41;1;0;6;;1;0
;14028609;01;635.13509947;0;156.2;6;944444111111;2014;2015;35;1;1;5;;1;0
;14028610;01;972.36932338;1;959.33333333;0;444888888444;2014;2015;49;17;0;6;;1;0
1;14028637;01;662.68669576;1;827.22222222;3;444444444111;2014;2015;38;1;0;9;0;1;0
;14028647;02;672.97613535;1;617.33333333;6;411444111441;2014;2015;49;1;0;6;;1;0
;14028650;02;808.41798994;1;748.625;4;144444441141;2014;2015;51;2;0;8;;1;0
;14028673;01;735.41485881;0;1232;8;111444411111;2014;2015;32;1;0;4;;0;0
1;14028673;02;735.41485881;0;1746.7142857;5;444444411111;2014;2015;32;1;0;7;0;1;0
1;14028676;01;919.93867402;1;1327.0909091;0.0555555556;144444444444;2014;2015;31;2;0;11;0;0;0
2;14028679;01;496.79253585;0;531.16666667;0;444444444444;2014;2015;52;5;1;12;1;0;0
;14028687;02;832.28324303;1;865;9;444111111111;2014;2015;43;1;0;3;;0;0
1;14028699;01;514.16314224;0;454.45454545;1;441444444444;2014;2015;37;1;1;11;0;1;0
;14028708;01;581.05246471;0;132.66666667;7.0083516484;111144411111;2014;2015;46;1;1;3;;0;0
;14028720;01;236.94594386;1;644.625;4;444444441111;2014;2015;49;1;1;8;;1;0
;14028724;01;635.69659559;0;314.5;3.1735042735;444444449888;2014;2015;53;3;0;8;;0;0
;14028742;02;892.29664293;1;654;0;444444444444;2014;2015;29;2;0;12;;1;1
1;14028743;02;784.72076784;1;546.83333333;0;944444477777;2014;2015;42;2;0;6;0;1;0
;14028766;01;873.33989946;1;156.91666667;0;444444444444;2014;2015;31;4;0;12;;0;0
;14028784;01;350.93650243;1;1441.5;1.1658119658;444444111111;2014;2015;51;1;0;6;;1;0
;14028790;02;1059.3968738;1;1175;11;411111111111;2014;2015;35;2;0;1;;1;0
1;14028794;01;653.41723755;1;1033.625;4;144444444111;2014;2015;30;1;0;8;0;0;0
;14028804;01;278.21900515;1;1751.8333333;6;444444111111;2014;2015;50;1;0;6;;1;0
;14028805;02;582.93269352;1;3050;6.409035409;441111111111;2014;2015;24;1;0;2;;1;1
;14028809;02;628.82437373;1;353.75;4.5547008547;444411111111;2014;2015;58;1;1;4;;0;0
;14028814;01;465.43367248;0;289;6;444444111111;2014;2015;55;1;0;6;;1;0
1;14028815;02;498.12617853;1;851.33333333;9;444111111111;2014;2015;44;1;0;3;0;1;0
;14028825;01;281.29504318;1;606;11;411111111111;2014;2015;34;1;0;1;;1;0
;14028826;01;410.39290945;0;2356.5;6.4803418803;444411111111;2014;2015;36;1;0;4;;1;0
;14028826;02;410.39290945;0;1823.6666667;8;244411111111;2014;2015;33;1;0;3;;0;0
;14028831;02;685.25079512;1;1518.6666667;0.2948717949;444444444444;2014;2015;30;1;0;12;;0;0
;14028858;01;582.44397405;1;15694;2.2162637363;111111111144;2014;2015;38;2;0;2;;0;0
;14028860;01;570.25742862;0;1521.3333333;9;444111111111;2014;2015;38;1;0;3;;1;0
;14028860;02;570.25742862;0;660.28571429;4.8538461538;444411111444;2014;2015;31;1;0;7;;0;0
1;14028874;01;722.20791725;1;858.88888889;1.8555555556;774444444449;2014;2015;25;2;0;9;0;0;1
;14028875;01;808.69563297;0;525.16666667;0;444444444444;2014;2015;34;3;0;12;;0;0
;14028883;01;1032.7994646;0;914.91666667;9.888034188;444444444444;2014;2015;28;1;0;12;;1;1
;14028883;02;1032.7994646;0;1596.5;10;441111111111;2014;2015;28;1;0;2;;0;1
;14028896;02;560.13796664;1;306.33333333;0;444444444444;2014;2015;24;3;1;12;;1;1
;14028899;02;829.70690459;1;466;0;444444444444;2014;2015;32;3;0;12;;1;0
;14028910;01;529.62544232;1;532.7;0;774444444444;2014;2015;61;5;1;10;;0;0
1;14028911;01;542.95581747;0;515;0;444448888888;2014;2015;60;3;1;5;0;0;0
;14028914;01;558.43754082;1;202.14285714;2;141444444999;2014;2015;30;2;0;7;;0;0
;14028915;02;810.96738588;1;1389.6666667;6;111111444444;2014;2015;32;2;0;6;;0;0
2;14028917;01;684.26899955;0;563.33333333;0;444444444444;2014;2015;44;5;0;12;1;0;0
;14028919;02;521.90952195;1;402.66666667;2.7982905983;444444881111;2014;2015;52;2;0;6;;1;0
;14028921;01;336.4539165;1;222;5;114114414444;2014;2015;38;2;0;7;;1;0
;14028936;01;532.07483775;1;2116;1.7170940171;444431111111;2014;2015;40;1;0;4;;1;0
;14028938;01;333.14941309;0;1132.1428571;5;444441111144;2014;2015;51;1;0;7;;1;0
;14028949;01;866.32207458;0;1759.5;10;111111111144;2014;2015;37;3;0;2;;0;0
;14028969;01;706.66165468;1;992.5;0;777777774444;2014;2015;37;2;0;4;;1;0
1;14028970;01;844.77429425;0;864.7;2;444444444411;2014;2015;24;1;0;10;0;0;1
;14028979;03;721.65160588;1;432.27272727;0;444449444444;2014;2015;59;10;0;11;;0;0
;14028987;01;656.58027244;0;655.77777778;2.4760683761;999444444444;2014;2015;32;1;0;9;;0;0
;14028991;01;428.75262285;0;599.9;2;444444444411;2014;2015;39;1;0;10;;0;0
;14028995;01;1004.3213732;0;520.71428571;5;444444411111;2014;2015;31;1;0;7;;1;0
;14028995;02;1004.3213732;0;32;11;411111111111;2014;2015;30;1;0;1;;0;0
;14029016;02;813.465412;1;1734.3333333;9;111111111444;2014;2015;42;1;1;3;;1;0
1;14029018;01;467.37731119;0;757.2;6.164957265;441111444111;2014;2015;50;1;1;5;0;0;0
;14029019;02;533.82059309;1;988.25;0;444444444444;2014;2015;50;3;0;12;;0;0
;14029021;02;511.48350393;1;1656;11;411111111111;2014;2015;47;1;0;1;;0;0
;14029040;01;487.10504008;1;1241.8333333;0.5615384615;444444444444;2014;2015;60;4;0;12;;1;0
;14029044;02;1211.1117262;1;490.33333333;9;444111111111;2014;2015;28;1;0;3;;1;1
;14029045;03;295.88454777;1;3022.2857143;5;444444411111;2014;2015;60;1;0;7;;1;0
;14029056;01;535.72765295;0;1424.1666667;0;444444444444;2014;2015;59;2;0;12;;0;0
;14029065;01;425.27064842;1;451.75;8;444411111111;2014;2015;59;1;1;4;;0;0
;14029081;01;735.91119021;1;932.33333333;1.8273504274;444444444111;2014;2015;39;1;0;9;;0;0
1;14029086;02;465.46942377;1;3486.25;0;444444444444;2014;2015;60;3;0;12;0;1;0
;14029088;02;794.33657977;1;597.375;8.7572649573;997744444444;2014;2015;32;6;0;8;;0;0
;14029091;01;152.14148933;1;305;5.4735042735;941111111177;2014;2015;47;1;0;1;;0;0
;14029111;01;641.50035142;0;906.5;4;444444441111;2014;2015;60;1;0;8;;1;0
;14029111;02;641.50035142;0;1115.9166667;2.6606837607;444444444444;2014;2015;55;2;0;12;;0;0
2;14029117;01;386.41413143;0;227.91666667;1.7709401709;444444444444;2014;2015;40;3;0;12;1;0;0
;14029117;02;386.41413143;0;852.08333333;0;444444444444;2014;2015;44;2;0;12;;1;0
;14029125;01;458.15613681;1;575.66666667;0;444444444444;2014;2015;41;2;0;12;;0;0
;14029128;02;788.72222073;0;3192;11;411111111111;2014;2015;24;1;0;1;;0;1
;14029140;01;370.37804763;0;912;0;444444444444;2014;2015;52;2;0;12;;0;0
;14029150;01;491.92237196;0;692.33333333;0.7914529915;444444444444;2014;2015;47;2;1;12;;1;0
;14029164;01;308.64671677;1;932.33333333;9;444111111111;2014;2015;49;1;0;3;;1;0
;14029169;01;1006.8766244;0;1026.6666667;9;111111111444;2014;2015;48;1;0;3;;1;0
;14029171;02;589.79211892;1;2725.3333333;6.652991453;444111111111;2014;2015;29;1;0;3;;1;1
;14029178;01;888.60847032;0;1375;11;411111111111;2014;2015;42;1;0;1;;1;0
;14029188;02;910.346153;1;2004;2;444444444411;2014;2015;45;1;0;10;;0;0
;14029206;02;491.27414171;1;1973.1428571;5;111114444444;2014;2015;54;2;1;7;;1;0
;14029212;01;615.29592523;1;1914;9.8923076923;411111111111;2014;2015;40;1;1;1;;0;0
;14029213;02;557.69568463;1;566.5;1.0427350427;994411111111;2014;2015;32;2;0;2;;0;0
;14029216;01;978.09825784;0;676.66666667;6.778998779;411111111144;2014;2015;51;4;0;3;;0;0
;14029231;01;397.68564804;1;44.333333333;0.0504273504;433344444444;2014;2015;29;5;0;9;;0;1
;14029274;01;474.28607716;1;249.66666667;9;111111111444;2014;2015;46;19;0;3;;1;0
;14029278;02;593.1754639;1;688.6;7;444441111111;2014;2015;29;1;0;5;;0;1
1;14029286;01;1078.8521078;1;5616;11;111111111114;2014;2015;25;1;0;1;0;1;1
;14029287;01;396.81265605;1;5.3333333333;2.3358974359;444444444444;2014;2015;51;4;0;12;;1;0
;14029291;02;485.44054366;1;663.66666667;4.4760683761;777777774446;2014;2015;29;9;0;3;;0;1
;14029312;01;552.47503421;0;22465;7.4676923077;111111111144;2014;2015;62;1;0;2;;1;0
;14029312;02;552.47503421;0;1660;11;411111111111;2014;2015;54;1;0;1;;0;0
1;14029334;01;478.10786796;1;1251.8;3.5912087912;441111111444;2014;2015;58;3;0;5;0;0;0
;14029336;01;262.83767053;1;3795;9.6760683761;411111111111;2014;2015;39;2;0;1;;0;0
;14029340;01;546.32498737;0;875.5;4;411141444444;2014;2015;26;2;0;8;;0;1
;14029344;01;477.83047486;1;2093;11;411111111111;2014;2015;46;1;1;1;;1;0
1;14029349;01;802.74432242;0;2474;4;411141449999;2014;2015;49;1;0;4;0;0;0
;14029349;02;802.74432242;0;1414.5;4;444444441111;2014;2015;40;1;0;8;;1;0
;14029356;01;399.96232913;1;4624;9;444111111111;2014;2015;44;1;0;3;;1;0
;14029363;02;453.66894456;1;2486.6666667;9;111444111111;2014;2015;46;1;0;3;;1;0
;14029368;02;372.52908778;1;262;11;411111111111;2014;2015;42;1;0;1;;0;0
1;14029375;01;871.08339514;1;758.8;7;444441111111;2014;2015;30;1;0;5;0;0;0
1;14029406;01;637.85101;1;471.5;0.8299145299;444444444444;2014;2015;58;1;0;12;0;1;0
;14029408;02;649.06619439;1;214.83333333;6;444444111111;2014;2015;58;1;0;6;;1;0
;14029423;01;663.70194311;1;315;4.9162393162;411111111111;2014;2015;52;1;0;1;;0;0
;14029426;01;258.26593063;1;1390.6;7;444441111111;2014;2015;43;1;0;5;;1;0
;14029428;01;833.01474745;1;33.777777778;0;444666444444;2014;2015;28;4;0;9;;0;1
;14029435;02;649.74489841;1;547.33333333;0;444444444444;2014;2015;26;1;0;12;;1;1
;14029452;01;1005.3799727;1;643;7.9666666667;444111111111;2014;2015;39;1;0;3;;1;0
4;14029455;01;615.1176036;1;6128.5;0;445555555555;2014;2015;59;2;1;2;0;1;0
;14029463;02;751.7067567;1;438.25;2.5341880342;111144444444;2014;2015;37;4;0;8;;0;0
1;14029476;01;808.43355239;1;1673.4166667;0;444444444444;2014;2015;41;2;0;12;0;0;0
;14029481;01;445.0452449;0;569;0;888444444444;2014;2015;56;10;0;9;;1;0
;14029504;01;402.26760312;0;252.25;3.3709401709;441444111444;2014;2015;59;1;0;8;;0;0
;14029508;02;482.8036084;1;862.36363636;0.688034188;444444444441;2014;2015;26;1;0;11;;1;1
;14029520;01;319.60537021;1;972;11;411111111111;2014;2015;48;1;0;1;;1;0
;14029524;01;705.30038627;1;9379;0;222222222224;2014;2015;31;2;0;1;;1;0
1;14029532;01;830.25983817;1;827.14285714;5;444444411111;2014;2015;48;1;0;7;0;1;0
;14029533;01;748.19288073;1;1058;5.0468620269;111441111111;2014;2015;58;1;1;2;;0;0
;14029553;02;627.72793775;1;1469.5;0.7466666667;114444333333;2014;2015;27;3;0;4;;0;1
2;14029569;01;619.77666459;0;474.16666667;1.205982906;444444444444;2014;2015;51;3;0;12;1;1;0
;14029570;01;696.69737061;0;807.9;2;444444444411;2014;2015;53;1;0;10;;1;0
;14029572;01;483.42197536;0;1015.4545455;1;441444444444;2014;2015;42;2;0;11;;1;0
;14029572;02;483.42197536;0;971.75;8;144441111111;2014;2015;36;1;0;4;;0;0
;14029587;01;704.9072175;0;1680;11;411111111111;2014;2015;65;1;0;1;;0;0
;14029591;01;634.81311454;0;1065.125;4;441144114444;2014;2015;53;2;0;8;;1;0
;14029603;02;488.21880935;1;1310.6666667;9;114441111111;2014;2015;45;1;0;3;;0;0
;14029606;02;697.50764059;1;1462.75;3;111344444444;2014;2015;32;2;0;8;;1;0
;14029611;01;637.81089506;0;1045.8333333;6;444444111111;2014;2015;38;1;0;6;;0;0
;14029618;02;1018.1728714;1;464.6;4;999111144444;2014;2015;27;1;0;5;;1;1
;14029636;04;1164.1655763;1;497.57142857;0;444444477777;2014;2015;34;3;0;7;;0;0
;14029642;01;2255.0962463;0;421;8;144331111111;2014;2015;24;1;0;2;;1;1
;14029643;01;643.19297834;0;1483.5;4.3683760684;444441411111;2014;2015;34;1;0;6;;1;0
;14029662;01;974.1471627;1;733.28571429;3.1948717949;444444411111;2014;2015;32;1;0;7;;0;0
;14029667;01;585.74187855;0;475.33333333;0;444444444444;2014;2015;58;5;0;12;;1;0
;14029680;02;270.93651883;1;299.5;5.9745054945;111111114444;2014;2015;35;3;0;4;;0;0
;14029701;02;299.96246576;1;477.5;0;444444444444;2014;2015;59;7;1;12;;1;0
;14029710;01;626.95526671;1;558.25;0;444444444444;2014;2015;49;2;0;12;;0;0
1;14029732;01;494.38330416;1;2053;8;444411111111;2014;2015;39;1;0;4;0;0;0
;14029733;01;301.79013792;1;2170.3333333;6;411111144444;2014;2015;52;1;0;6;;1;0
1;14029734;01;482.94204617;0;791.81818182;0.5256410256;444444444441;2014;2015;41;1;0;11;0;1;0
;14029738;02;730.87497302;1;624.75;0;444444444444;2014;2015;50;2;1;12;;1;0
;14029739;02;561.99854399;1;4654;1.7785103785;411111111111;2014;2015;57;1;1;1;;0;0
;14029769;01;624.99475952;0;382.6;0.4598290598;224444444444;2014;2015;36;2;0;10;;0;0
;14029772;01;628.83280364;0;957.66666667;6;111111444444;2014;2015;51;2;0;6;;1;0
;14029781;01;451.02539567;1;2249;1;177777344444;2014;2015;56;2;0;5;;0;0
;14029801;01;952.84588873;1;500.5;1;999199999944;2014;2015;37;2;0;2;;0;0
;14029805;01;467.13839052;1;900;2;114444444444;2014;2015;53;2;0;10;;1;0
;14029810;02;295.63389942;1;1079;10;144111111111;2014;2015;44;1;1;2;;0;0
;14029814;02;530.85277118;1;3365.5;8;444411111111;2014;2015;39;1;0;4;;0;0
;14029822;02;636.79289436;1;647.45454545;0.605982906;441444444444;2014;2015;51;2;0;11;;0;0
