ALCT;ident;noi;wpela16;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
2;14009163;01;528.06836525;1;2852;0;888888888844;2014;2015;47;12;0;2;1;1;0
2;14009170;02;338.43788168;1;476.41666667;0;444444444444;2014;2015;61;6;0;12;1;0;0
1;14009174;02;1028.8990862;1;1668.25;0;444444444444;2014;2015;35;2;0;12;0;0;0
;14009180;01;279.85902439;1;107.08333333;0;444444444444;2014;2015;49;11;1;12;;1;0
;14009191;02;303.01425872;1;1388.4285714;5;441111144444;2014;2015;35;2;0;7;;1;0
;14009196;01;687.16517207;1;1372.9090909;0;944444444444;2014;2015;35;2;0;11;;1;0
;14009200;01;304.90196465;1;437.33333333;0;444888888888;2014;2015;30;1;0;3;;1;0
;14009206;01;626.07763423;0;1177;9;111111114414;2014;2015;26;1;0;3;;1;1
;14009208;02;622.51152373;1;5348.6666667;9;444111111111;2014;2015;46;2;0;3;;1;0
;14009216;01;717.49441782;1;2252;11;411111111111;2014;2015;36;1;0;1;;1;0
;14009245;01;455.50296613;0;1315;10;441111111111;2014;2015;46;6;0;2;;0;0
;14009248;01;815.31761442;1;1063;10;114111111114;2014;2015;39;2;0;2;;0;0
;14009256;02;546.47390418;1;2902.5;10;111111114411;2014;2015;56;1;0;2;;1;0
;14009278;01;1012.6810415;0;490.41666667;0.8051282051;444444444444;2014;2015;23;2;0;12;;1;1
;14009291;01;898.94004959;0;4141.5;10;411111111114;2014;2015;47;1;0;2;;1;0
;14009295;01;575.40020763;0;600.83333333;3;444777111444;2014;2015;24;3;0;6;;0;1
;14009295;02;575.40020763;0;1332;11;111111111114;2014;2015;24;1;0;1;;1;1
;14009299;01;633.77082252;0;1974.5;4;111144444444;2014;2015;29;1;0;8;;0;1
;14009299;02;633.77082252;0;531.25;7.7239316239;444411111111;2014;2015;28;1;0;4;;1;1
;14009316;02;569.65707836;1;627.4;0.0846153846;444441199999;2014;2015;36;9;0;5;;0;0
;14009344;01;716.26436543;1;520;0;444444433344;2014;2015;45;3;0;9;;0;0
1;14009347;02;441.51124017;1;3151;5.8772405372;441111111414;2014;2015;36;1;0;4;0;0;0
;14009353;01;851.79608669;0;1069.0909091;1;444414444444;2014;2015;44;2;0;11;;1;0
1;14009355;05;393.56302523;1;2433.6666667;2;144477766661;2014;2015;28;2;0;3;0;0;1
;14009362;02;814.54645818;1;619;3.9418803419;444411114444;2014;2015;32;1;1;8;;0;0
;14009381;02;505.31223925;1;1089;8;444411111111;2014;2015;49;5;1;4;;1;0
;14009382;01;222.66385892;1;843;4;444444441111;2014;2015;37;2;0;8;;0;0
1;14009434;01;482.86966422;0;5450;2;222222224411;2014;2015;54;1;0;2;0;1;0
;14009435;02;352.35783286;1;539.08333333;0.294017094;444444444444;2014;2015;31;2;0;12;;0;0
1;14009454;01;604.45945319;1;3852;11;114111111111;2014;2015;33;1;0;1;0;0;0
;14009477;01;946.14584048;0;1911;10;111111111144;2014;2015;41;2;0;2;;1;0
;14009480;01;464.81813365;1;1861.1666667;2.6512820513;111144444411;2014;2015;27;1;0;6;;1;1
;14009482;02;235.42180192;1;514;7.6854700855;441111111111;2014;2015;39;1;0;2;;1;0
;14009489;02;738.34425302;1;1550;3.0102564103;994111111111;2014;2015;53;1;0;1;;0;0
;14009493;01;1071.018062;0;1287.75;1.8418803419;444444444444;2014;2015;50;2;0;12;;1;0
;14009500;01;515.27226474;0;520.08333333;9.9111111111;444444444444;2014;2015;50;2;0;12;;1;0
;14009518;01;1090.5107976;0;1065.0833333;0;444444444444;2014;2015;37;1;0;12;;0;0
;14009525;01;1234.1488094;0;4015;9;444111111111;2014;2015;49;1;0;3;;1;0
;14009528;01;1701.1471363;0;832.4;6.6145299145;444441111111;2014;2015;32;1;0;5;;1;0
;14009543;01;1117.7600931;0;1834.0833333;0;444444444444;2014;2015;46;2;0;12;;1;0
;14009554;02;428.30946873;1;56;3;441114444444;2014;2015;30;1;1;9;;1;0
;14009576;02;577.44072353;1;498.25;8;111111114444;2014;2015;26;2;0;4;;0;1
1;14009582;01;378.08171313;1;336;8;444411111111;2014;2015;34;1;0;4;0;0;0
;14009592;01;518.42575605;0;1627.3333333;9;444111111111;2014;2015;49;1;1;3;;0;0
1;14009595;01;625.55946154;1;1010.9166667;0;444444444444;2014;2015;32;2;0;12;0;1;0
;14009602;01;628.78714961;1;421.5;4.4666666667;441111111111;2014;2015;55;1;0;2;;0;0
1;14009677;01;341.8255089;1;1060.6666667;0.3384615385;444444444444;2014;2015;56;3;0;12;0;1;0
;14009679;01;794.3913163;0;1481.5;4;114444114444;2014;2015;59;1;0;8;;1;0
;14009694;02;551.66628822;1;147.75;8;444411111111;2014;2015;30;1;0;4;;1;0
;14009697;01;855.8853275;0;922.75;0;444444444444;2014;2015;36;2;0;12;;0;0
1;14009716;02;700.69872031;1;988.5;0;444444444444;2014;2015;29;2;0;12;0;0;1
;14009722;02;310.81727784;1;405.9;0;994444444444;2014;2015;56;7;0;10;;0;0
;14009725;02;797.47789536;1;555.16666667;0.0206105006;114444441111;2014;2015;28;1;0;6;;0;1
;14009726;01;461.92024318;0;173.08333333;6.6760683761;444444444444;2014;2015;48;2;0;12;;0;0
;14009730;02;960.18454864;1;550.66666667;9;111444111111;2014;2015;32;1;0;3;;0;0
1;14009757;01;234.02854142;1;999.25;4;114444444411;2014;2015;51;1;0;8;0;1;0
;14009760;01;395.01073312;1;1111;8.175042735;411111111144;2014;2015;25;1;0;3;;1;1
1;14009762;01;598.70064759;0;1274.9166667;0;444444444444;2014;2015;45;3;1;12;0;0;0
;14009774;01;222.72938203;1;938.85714286;2.5528693529;111114444444;2014;2015;35;2;0;7;;1;0
1;14009778;01;753.76431518;0;851.66666667;6;444111111444;2014;2015;43;1;0;6;0;0;0
;14009797;01;713.32256204;0;1450.8333333;6;111111444444;2014;2015;51;2;0;6;;1;0
;14009808;01;365.01980324;1;542.25;0.109010989;114444444499;2014;2015;59;1;0;8;;0;0
;14009835;02;579.66369201;1;984;9;411441111111;2014;2015;30;1;0;3;;1;0
;14009837;01;996.65187105;0;484;0;444444444444;2014;2015;47;3;1;12;;0;0
;14009837;02;996.65187105;0;480.75;0;444444444444;2014;2015;37;6;0;12;;1;0
;14009859;01;580.35863191;0;357;6.0401709402;441111111111;2014;2015;28;1;1;2;;0;1
;14009866;02;312.91675878;1;320.54545455;0;444444444447;2014;2015;31;9;1;11;;0;0
;14009868;01;609.7364531;0;293.5;0.0282051282;444444444444;2014;2015;43;3;0;12;;0;0
;14009871;01;644.66918084;0;769.4;3;444414999911;2014;2015;44;4;0;5;;0;0
;14009878;01;543.54368278;1;4668;0;548888888888;2014;2015;52;7;0;1;;0;0
;14009886;02;703.71432804;1;2014.1666667;0;444444444444;2014;2015;29;1;0;12;;1;1
;14009897;01;366.78472902;0;972.42857143;5;111114444444;2014;2015;57;4;1;7;;1;0
;14009899;01;886.60696805;0;3471;1.0422466422;111144333333;2014;2015;42;2;0;2;;1;0
1;14009916;01;1508.9953046;1;1367.8;2;441971777444;2014;2015;34;2;0;5;0;0;0
;14009934;01;232.98797554;1;828.72727273;0.911965812;444444144444;2014;2015;61;2;0;11;;0;0
1;14009946;01;293.04242886;1;487.25;0;988844444444;2014;2015;61;2;0;8;0;0;0
;14009947;01;636.28713969;1;499;5;333111114444;2014;2015;38;1;0;4;;0;0
;14009956;01;648.45923965;0;998.66666667;0;444444444444;2014;2015;44;2;0;12;;0;0
;14009963;01;988.65064761;1;1654.1666667;0;444444444444;2014;2015;30;3;0;12;;0;0
;14009973;01;340.30379076;1;655.28571429;1.2401709402;444433777444;2014;2015;42;20;0;7;;0;0
;14009974;01;584.74205616;0;34.111111111;3;144444114444;2014;2015;37;2;0;9;;1;0
;14010003;02;574.64721371;1;1130.6;5;111114444466;2014;2015;32;2;1;5;;0;0
;14010012;01;1122.2902727;0;714.5;10;111441111111;2014;2015;51;1;1;2;;0;0
1;14010013;01;1150.9305159;0;751;0;444444444444;2014;2015;26;6;1;12;0;0;1
;14010015;01;845.65875389;0;1230;11;411111111111;2014;2015;21;1;0;1;;1;1
;14010016;01;484.87408335;1;1130.5;10;111111111144;2014;2015;27;2;0;2;;1;1
;14010037;01;511.86356791;0;790.25;2;999999444411;2014;2015;58;1;0;4;;0;0
;14010044;01;647.38320679;1;997.2;7;111111144444;2014;2015;60;2;0;5;;0;0
;14010047;01;737.15188297;1;1807.5;10;111144111111;2014;2015;45;3;0;2;;1;0
1;14010055;02;1305.0376973;1;482.66666667;9;444111111111;2014;2015;29;1;0;3;0;0;1
;14010057;02;460.42618932;1;1231.5;7.7820512821;444411111111;2014;2015;54;1;1;4;;1;0
2;14010082;01;592.10841543;0;505.5;0;444444444444;2014;2015;57;3;0;12;1;1;0
;14010085;01;899.7179994;0;743;7.8820512821;444411111111;2014;2015;28;1;0;4;;1;1
1;14010093;01;405.41362936;1;2439;10;411411111111;2014;2015;55;1;1;2;0;1;0
;14010104;03;577.53654749;0;477.5;3.8897435897;444444444444;2014;2015;48;3;0;12;;1;0
;14010107;01;801.19565082;0;2919;7;141141199911;2014;2015;37;2;0;2;;1;0
;14010112;01;299.04824578;1;54.25;0;444444444444;2014;2015;52;17;0;12;;1;0
1;14010121;01;994.35579094;1;927.5;3.7384615385;441111177777;2014;2015;23;1;0;2;0;0;1
;14010133;01;1629.4243866;1;528.83333333;0;444444444444;2014;2015;25;2;0;12;;1;1
;14010154;02;1360.1681484;1;488.57142857;0;444444422222;2014;2015;50;1;0;7;;1;0
;14010167;01;565.67420878;0;642;8.4700854701;999988888884;2014;2015;45;4;0;1;;1;0
;14010172;03;437.85805574;1;3728.75;1;122222224444;2014;2015;48;1;0;4;;0;0
;14010176;02;458.88762597;1;464.2;6.8042735043;111111144444;2014;2015;22;1;0;5;;1;1
;14010219;01;174.67929054;1;852.3;2;444444144441;2014;2015;43;1;0;10;;0;0
;14010221;01;785.44044707;1;369;5.433015873;411111111111;2014;2015;51;1;0;1;;1;0
1;14010223;01;276.00541172;1;892;9;411111114114;2014;2015;41;2;1;3;0;1;0
;14010241;01;611.55605962;0;678.33333333;0.0743589744;444444444444;2014;2015;47;2;0;12;;1;0
;14010245;01;676.43575007;1;1358.6666667;6;444411111144;2014;2015;44;1;1;6;;1;0
;14010255;01;813.81858818;1;1025.6666667;9;111111114144;2014;2015;29;1;0;3;;1;1
;14010281;01;869.82732171;0;711.90909091;0.3179487179;444444444441;2014;2015;42;1;0;11;;1;0
;14010282;02;789.54838426;1;519.90909091;0;944444444444;2014;2015;52;4;1;11;;0;0
;14010286;01;302.5322335;1;855;1.6452991453;444444444111;2014;2015;39;1;0;9;;0;0
;14010310;01;357.37352212;1;12.666666667;1.0564102564;444444444444;2014;2015;46;10;0;12;;1;0
;14010319;02;803.14743043;1;588.33333333;1;444188899999;2014;2015;32;1;0;3;;0;0
;14010326;02;555.79577008;1;584.1;2;441441444444;2014;2015;34;1;0;10;;1;0
;14010348;01;644.61664558;1;642.33333333;0.388034188;111444111111;2014;2015;33;1;0;3;;0;0
;14010369;01;1476.2830079;1;2524.5;5;111144333331;2014;2015;41;3;0;2;;0;0
;14010373;01;833.48212593;0;1255.9090909;0;944444444444;2014;2015;57;4;0;11;;1;0
;14010377;01;742.60439538;0;378.63636364;0;444444444448;2014;2015;54;6;1;11;;0;0
;14010378;02;436.62052863;1;1082;11;411111111111;2014;2015;28;1;1;1;;0;1
;14010396;01;748.86678751;1;4058.1428571;5;444444411111;2014;2015;54;1;0;7;;1;0
;14010420;02;839.62831436;1;3265;10;111111111144;2014;2015;36;1;0;2;;1;0
;14010434;01;602.00644181;1;146.2;2;114444444444;2014;2015;38;2;0;10;;1;0
2;14010459;01;951.58851546;1;507.91666667;0;444444444444;2014;2015;47;3;0;12;1;0;0
;14010468;01;2595.9313858;0;936.58333333;8.2974358974;444444444444;2014;2015;31;2;0;12;;0;0
;14010468;02;2595.9313858;0;602.5;8;444411111111;2014;2015;31;1;0;4;;1;0
;14010514;02;511.11516652;1;27;0.0786324786;944444444444;2014;2015;43;1;0;11;;1;0
4;14010535;01;208.16277861;0;1190;11;411111111111;2014;2015;52;1;0;1;0;1;0
;14010543;01;548.88150372;0;828;2.7401709402;444444444444;2014;2015;40;1;0;12;;0;0
;14010551;01;1294.1581767;0;625.25;0;444444444444;2014;2015;52;2;0;12;;0;0
2;14010554;01;448.39300975;0;473.08333333;0;444444444444;2014;2015;59;2;0;12;1;0;0
;14010558;01;856.82694886;0;1766.5;10;441111111111;2014;2015;40;1;1;2;;1;0
;14010558;02;856.82694886;0;2837.3333333;0.321025641;111433344444;2014;2015;44;2;0;6;;0;0
;14010564;01;471.08639636;1;473.08333333;0;444444444444;2014;2015;60;19;0;12;;1;0
;14010574;02;579.39994;1;521.14285714;1;144444442222;2014;2015;41;1;0;7;;0;0
;14010582;01;745.10744649;0;639.6;6.7094017094;444441111111;2014;2015;25;1;0;5;;0;1
;14010588;02;688.76065712;1;939;0.6972649573;114111111111;2014;2015;36;1;0;1;;0;0
;14010604;02;482.33159209;1;719.91666667;0.4008547009;444444444444;2014;2015;47;2;0;12;;0;0
;14010614;01;469.38296115;0;4003;7;114431114141;2014;2015;39;1;0;4;;0;0
1;14010616;01;2898.7401987;1;557.5;10;111411111114;2014;2015;26;2;0;2;0;0;1
;14010630;06;570.62378268;1;1366.6363636;1;444444444441;2014;2015;33;1;0;11;;1;0
;14010642;01;630.95761862;0;5.6666666667;6;444444111111;2014;2015;49;1;1;6;;0;0
;14010652;01;488.93523091;1;1059.6666667;9;444111111111;2014;2015;34;1;1;3;;1;0
;14010655;02;1245.783635;1;780.75;4;444444441111;2014;2015;31;1;0;8;;1;0
;14010669;02;611.27796377;1;877;8;111111114444;2014;2015;47;1;1;4;;1;0
;14010670;01;501.13183025;1;567;6.5683760684;444444444444;2014;2015;37;2;0;12;;0;0
;14010673;01;400.81525989;0;236;3.1435897436;441111444444;2014;2015;26;2;0;8;;1;1
;14010677;01;640.02872597;1;494.66666667;0;999999444444;2014;2015;61;7;1;6;;1;0
;14010684;02;381.503501;1;1189.5714286;5;444411111444;2014;2015;33;2;0;7;;0;0
;14010694;04;361.73216413;1;587;1;199999999994;2014;2015;45;1;1;1;;1;0
;14010725;01;634.09037033;1;295.2;3.6786324786;444441111111;2014;2015;49;1;0;5;;0;0
;14010735;02;591.06263919;1;550.33333333;9.0393162393;266666666444;2014;2015;25;2;0;3;;0;1
;14010754;01;735.75776457;1;201.91666667;0;444444444444;2014;2015;44;3;0;12;;0;0
;14010762;02;1349.0586051;1;475.25;0;444444444444;2014;2015;47;2;0;12;;0;0
;14010798;01;752.07189816;0;767.83333333;0;444444444444;2014;2015;32;3;0;12;;1;0
;14010801;01;165.31282135;0;849;10;441111111111;2014;2015;42;1;0;2;;0;0
;14010839;01;531.77792016;1;1346.8;6.5623931624;441141111144;2014;2015;60;2;0;5;;0;0
;14010841;02;499.83456677;1;4450;11;411111111111;2014;2015;26;1;0;1;;0;1
;14010848;01;512.4014099;1;779.08333333;0;444444444444;2014;2015;53;2;0;12;;0;0
1;14010849;01;1430.6254132;1;3803.6666667;4.7721611722;111444111111;2014;2015;31;1;0;3;0;0;0
;14010852;01;438.28407322;0;519.72727273;0.1065934066;144444444444;2014;2015;39;2;0;11;;0;0
2;14010871;01;554.55130487;0;1290.4166667;0.1598290598;444444444444;2014;2015;37;3;0;12;1;1;0
;14010895;02;418.94480819;1;756.33333333;0;888777444444;2014;2015;58;5;1;6;;0;0
;14010908;03;503.50546668;0;4086;5;777477711111;2014;2015;24;1;0;1;;0;1
;14010909;01;257.51190626;1;830.83333333;0;444444444444;2014;2015;60;2;1;12;;0;0
1;14010910;01;667.53957742;0;1202.25;1.2014652015;111444444441;2014;2015;37;1;0;8;0;0;0
;14010913;01;470.02789516;0;1339.1428571;5;444444411111;2014;2015;41;1;0;7;;0;0
;14010926;02;1032.1029228;1;951;7.9435897436;444444444499;2014;2015;58;2;1;10;;0;0
;14010931;01;357.0627213;1;513;0.3726495726;444444444444;2014;2015;52;4;0;12;;0;0
;14010940;01;561.73283105;1;1582.5;3.7153846154;441141144444;2014;2015;39;2;0;8;;1;0
1;14010956;02;3769.2163091;1;470.5;0;444444444444;2014;2015;47;3;0;12;0;1;0
;14010961;02;824.6094097;1;1845.5;4;111144333333;2014;2015;29;1;0;2;;1;1
;14010964;02;336.9273009;1;610.5;8;444411111111;2014;2015;36;1;0;4;;0;0
;14010972;01;423.87909587;1;2314;10;111144111111;2014;2015;54;6;0;2;;1;0
1;14010984;01;428.67526863;1;1495.8;6.4829059829;444114411111;2014;2015;31;1;0;5;0;0;0
1;14010995;05;464.14135537;1;1752.4;7;444441111111;2014;2015;39;1;0;5;0;0;0
;14010999;01;688.45611412;0;3581.75;8;111111114444;2014;2015;65;2;0;4;;1;0
;14011016;02;370.10258039;1;835;9;444111111111;2014;2015;26;1;0;3;;0;1
;14011017;01;493.2787966;1;1143.4;1.8145299145;222224444411;2014;2015;48;4;1;5;;1;0
;14011018;01;516.34132144;0;782.66666667;0;444444444444;2014;2015;35;2;0;12;;0;0
;14011025;02;792.02692406;1;636;5.5717948718;411111111111;2014;2015;49;1;0;1;;0;0
;14011032;01;670.15348022;0;431.90909091;1;144444444444;2014;2015;34;2;0;11;;0;0
3;14011040;01;742.80455968;0;407.6;5.0264957265;111114114444;2014;2015;36;1;0;5;0;1;0
;14011047;02;1628.5542515;1;1451;11;111111111114;2014;2015;33;2;0;1;;0;0
;14011061;01;603.81247775;0;957.3;2;114444444444;2014;2015;28;2;0;10;;0;1
;14011064;02;490.51268529;1;866;11;411111111111;2014;2015;49;1;1;1;;0;0
;14011068;01;149.2183985;1;1235.5;8;444111111114;2014;2015;39;2;0;4;;1;0
;14011089;02;776.90943636;1;732.625;4;444444441111;2014;2015;30;1;0;8;;0;0
;14011103;02;1156.1812704;1;3967;3;669999994111;2014;2015;30;1;0;1;;0;0
;14011120;02;972.96856182;1;58.75;4;411114444444;2014;2015;51;2;0;8;;0;0
;14011123;01;1223.1693829;0;711.33333333;0;444444444444;2014;2015;26;3;0;12;;0;1
;14011123;02;1223.1693829;0;565;7.5666666667;111111111444;2014;2015;28;1;1;3;;1;1
;14011136;01;523.26317402;1;3016;3.2087912088;441111111111;2014;2015;55;4;0;2;;1;0
;14011137;02;321.76528277;1;692.75;0;444477766666;2014;2015;39;5;0;4;;0;0
1;14011143;02;528.38301693;1;2197.25;0.8811965812;144444433344;2014;2015;41;2;0;8;0;1;0
;14011170;01;878.55342397;1;1410.4545455;0.6974358974;144444444444;2014;2015;43;3;1;11;;1;0
;14011178;01;1149.7480548;0;389.83333333;0;444444444444;2014;2015;39;2;0;12;;1;0
;14011190;01;876.66256942;1;1257;1.0376068376;444444441111;2014;2015;54;1;1;8;;1;0
1;14011191;01;1066.5853146;0;18.9;0.0468620269;114444444444;2014;2015;53;1;0;10;0;1;0
1;14011205;01;1547.2699487;0;678;3.5990964591;441111111111;2014;2015;29;2;0;2;0;0;1
;14011213;01;1288.606123;0;566.75;0;444444444444;2014;2015;29;5;0;12;;1;1
;14011218;01;1163.437819;1;947.88888889;0;944444444477;2014;2015;57;4;0;9;;0;0
;14011227;01;664.38250011;0;1495.6666667;9;114441111111;2014;2015;22;1;0;3;;0;1
1;14011229;01;411.91813029;0;1684.25;0;444444444444;2014;2015;60;3;0;12;0;0;0
1;14011230;01;1408.8477487;1;1933;1.5273504274;444111111111;2014;2015;25;1;0;3;0;0;1
;14011250;01;937.4573127;0;22581;3.0102564103;111141333333;2014;2015;33;3;0;1;;1;0
;14011260;01;497.17977538;1;478.58333333;0;444444444444;2014;2015;56;39;1;12;;1;0
;14011267;01;1318.6821478;1;212.66666667;0.205982906;444444444444;2014;2015;28;3;1;12;;0;1
;14011275;02;343.97275688;1;1334.5;10;111111111144;2014;2015;39;1;0;2;;0;0
;14011284;01;1335.1889018;1;1149.4;0.5863247863;774444444444;2014;2015;23;2;0;10;;0;1
1;14011287;02;355.21933036;1;2078.5;0.2679365079;111111444466;2014;2015;26;1;0;4;0;0;1
;14011291;01;1067.6569179;0;1121.9090909;0;944444444444;2014;2015;58;11;1;11;;0;0
;14011300;02;3656.3319181;1;1412.2;7;111111144444;2014;2015;26;1;0;5;;0;1
;14011315;01;733.50941001;0;4188;4.0967032967;411111111111;2014;2015;61;1;0;1;;0;0
;14011330;01;497.40590171;1;1063.8333333;11.745299145;444444444444;2014;2015;42;1;0;12;;1;0
;14011332;02;1129.4367888;1;2073;11;111111111114;2014;2015;27;1;0;1;;1;1
;14011338;02;302.16281726;1;2234.8333333;6;444444111111;2014;2015;37;1;0;6;;1;0
;14011359;01;353.14323556;0;690.33333333;2.3957264957;444444444444;2014;2015;70;1;0;12;;0;0
;14011363;01;377.81239299;0;806.66666667;0.6076923077;444444444444;2014;2015;24;5;0;12;;0;1
;14011366;01;583.47471043;0;1360;6.4034188034;444441111111;2014;2015;50;1;1;5;;0;0
;14011370;03;626.89405014;1;8357;5;222222411111;2014;2015;23;1;0;1;;1;1
;14011372;01;625.00629214;0;1462.75;8;111111114444;2014;2015;45;1;0;4;;1;0
;14011381;01;385.25028623;1;1005.6666667;0;444444444444;2014;2015;59;3;0;12;;1;0
;14011392;01;619.34046127;0;1223;6;441111414441;2014;2015;41;1;0;6;;0;0
;14011393;02;633.51568144;1;495;3;444444444111;2014;2015;58;16;0;9;;1;0
;14011397;01;277.16297306;0;1296.375;0.8307692308;111144444444;2014;2015;48;2;0;8;;0;0
;14011420;01;877.45579548;1;84;9;111141111144;2014;2015;33;1;0;3;;1;0
;14011431;01;1157.8903034;0;2735;3.4162637363;221111111144;2014;2015;29;1;0;2;;0;1
;14011436;01;863.89184256;0;573;0;884444444444;2014;2015;60;6;1;10;;1;0
;14011442;01;530.18788786;0;849.91666667;0;444444444444;2014;2015;54;2;1;12;;0;0
;14011444;02;647.82648536;1;157.25;2.927960928;111111114444;2014;2015;49;1;0;4;;0;0
;14011451;03;813.42152995;1;290;0;444449999999;2014;2015;30;6;1;5;;1;0
;14011463;01;704.32430975;0;252.57142857;2.4666666667;344344444999;2014;2015;43;2;0;7;;0;0
1;14011490;01;578.64031491;0;234.33333333;12;444444444444;2014;2015;57;2;1;12;0;1;0
;14011495;01;565.44533238;0;488;2.5487179487;444444441111;2014;2015;43;1;0;8;;0;0
;14011498;02;402.05508444;0;1143.4444444;3.2564102564;444443334444;2014;2015;40;2;0;9;;0;0
1;14011506;02;592.69399702;1;1512;5;444444411111;2014;2015;58;1;1;7;0;1;0
;14011523;01;519.05754267;0;620.2;7;111414444111;2014;2015;42;1;0;5;;1;0
2;14011529;01;452.64904394;1;66.25;0;444444444444;2014;2015;60;6;0;12;1;0;0
;14011546;02;1136.0501738;1;852.4;1.7853235653;114444444444;2014;2015;27;2;0;10;;0;1
;14011561;01;1481.954197;0;496.33333333;2.9025641026;444444444444;2014;2015;29;3;0;12;;0;1
1;14011568;01;494.621788;1;2361.6666667;2.1938461538;144444114111;2014;2015;43;8;0;6;0;1;0
;14011581;01;579.38950195;1;1274.4285714;5;444441111144;2014;2015;44;1;0;7;;1;0
2;14011610;01;789.60293186;0;517.27272727;0;944444444444;2014;2015;51;9;0;11;1;1;0
;14011625;01;278.01173575;1;477.5;0;444444444444;2014;2015;61;6;1;12;;1;0
;14011628;01;471.37811954;0;804.2;1.894993895;111111144444;2014;2015;53;1;1;5;;0;0
;14011647;01;556.40229492;1;863.25;6.7435897436;111111114444;2014;2015;25;3;0;4;;0;1
;14011660;01;618.01513349;0;1044;2;114444444444;2014;2015;26;3;0;10;;0;1
;14011679;01;708.18176981;0;993.5;0;444444444444;2014;2015;54;4;0;12;;0;0
1;14011690;01;601.56851368;0;655.33333333;0;444444444444;2014;2015;56;2;0;12;0;1;0
;14011701;02;993.81793075;1;667;11;411111111111;2014;2015;44;1;1;1;;0;0
1;14011729;02;464.37108821;1;511;4;444444441111;2014;2015;55;1;0;8;0;0;0
;14011733;01;391.33983458;1;916.4;7;111111144444;2014;2015;54;3;0;5;;1;0
;14011741;03;289.68860431;1;984.08333333;0;444444444444;2014;2015;40;4;1;12;;1;0
;14011752;04;451.2750555;1;7471;0.2094017094;444888888888;2014;2015;52;3;0;3;;1;0
;14011762;01;1119.6479716;1;808.33333333;6.3419047619;111111111444;2014;2015;46;1;0;3;;1;0
;14011767;01;681.7110932;1;1234.2;6.4847619048;111111144444;2014;2015;49;2;0;5;;0;0
;14011780;01;568.95078782;1;11200;10;111111114411;2014;2015;51;1;0;2;;0;0
;14011781;01;660.69209081;1;729;8;444411111111;2014;2015;46;1;0;4;;1;0
;14011782;01;1073.143996;1;586.2;7;111111144444;2014;2015;26;3;0;5;;1;1
2;14011798;01;937.18499546;0;472;0;444444444444;2014;2015;44;13;0;12;1;1;0
;14011806;01;304.22066001;1;767.88888889;3;441114444444;2014;2015;28;1;0;9;;0;1
;14011808;01;356.26075755;1;1043.75;8;411111444111;2014;2015;33;1;0;4;;1;0
;14011817;01;694.40407651;1;899;7;111111144444;2014;2015;27;1;0;5;;1;1
;14011854;02;512.83081808;1;591.45454545;0.5965811966;444444444441;2014;2015;43;1;0;11;;0;0
;14011855;01;804.84631692;1;392.2;3.6188034188;444441111111;2014;2015;43;1;0;5;;0;0
1;14011863;04;756.01289455;0;1290.2;0.0008547009;444441111111;2014;2015;25;1;0;5;0;0;1
;14011870;01;416.1833112;1;1407.8333333;0;444444444444;2014;2015;59;2;0;12;;1;0
;14011877;01;2523.6045589;1;552.28571429;0.3404884005;111114444444;2014;2015;22;1;0;7;;0;1
;14011879;01;541.679157;0;870.33333333;0.3623931624;444444444444;2014;2015;55;2;0;12;;0;0
;14011884;01;558.89525148;1;1269.5;10;441111111111;2014;2015;25;1;0;2;;0;1
;14011888;01;508.55687021;0;934.83333333;0.5837606838;444444444444;2014;2015;57;2;0;12;;0;0
;14011889;02;1135.5666307;1;1060.8333333;4.2444444444;444444111111;2014;2015;29;1;0;6;;0;1
1;14011905;01;548.88929286;1;1089.25;0.064957265;444444444444;2014;2015;31;2;1;12;0;0;0
;14011911;01;686.88097218;0;4606;3.6758974359;111111111114;2014;2015;26;2;0;1;;0;1
;14011913;01;690.6953862;0;4414.3;2;114444444444;2014;2015;38;2;0;10;;0;0
;14011935;01;469.31813139;1;1068.1666667;0;444444444444;2014;2015;61;5;1;12;;1;0
;14011966;01;654.15715068;1;527.75;0;444444444444;2014;2015;49;4;0;12;;1;0
;14011977;01;482.28138251;0;591;5.5623931624;144444411111;2014;2015;28;1;0;6;;1;1
;14011979;01;1131.4918871;0;208.16666667;0;444444444444;2014;2015;26;3;1;12;;1;1
;14011984;02;265.37588191;1;2069;6;111111444444;2014;2015;53;1;0;6;;1;0
;14011985;01;486.82294757;1;480.75;0;444444444444;2014;2015;47;5;0;12;;1;0
;14012015;01;2407.9485922;1;875.6;2;411444444444;2014;2015;25;1;0;10;;1;1
;14012018;01;677.69891169;1;1016;9;444111111111;2014;2015;59;1;0;3;;1;0
;14012022;01;440.00443374;0;809.75;4.7282051282;444444444444;2014;2015;32;2;0;12;;0;0
;14012036;02;571.24249002;1;1348.6666667;9;111444111111;2014;2015;57;1;0;3;;0;0
;14012037;02;937.94458782;1;708.33333333;0;444444444444;2014;2015;31;3;0;12;;0;0
;14012041;02;541.80313116;1;7614;0;433333333333;2014;2015;30;4;0;1;;0;0
;14012046;01;825.02802664;0;717;5;444444411111;2014;2015;50;1;1;7;;1;0
;14012049;02;1313.3022063;1;573.66666667;7.7034188034;144411111111;2014;2015;24;1;0;3;;0;1
1;14012061;01;378.47145281;0;1162.1666667;0;444444444444;2014;2015;57;3;0;12;0;1;0
