ident;noi;wpela17;chom_mens;cal0;couple;age;age2;duree_ss_emploi;pas_diplome;nbmois_cho;nbmois_sal;ass;sexe;moins_30;entre_30_50;entre_50_65;AG;chemin_ass;nbmoischo_ant
15016246;02;392.54926259;1361;411111111111;1;47;2209;0;0;1;11;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016254;02;1037.1845169;154;991111111114;1;35;1225;3;0;1;3.6965651171;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016258;01;338.48836498;758.5;444444444411;1;38;1444;5;0;10;2;;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016265;02;856.22002907;405;441111111111;1;36;1296;0;1;2;7.994902294;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15016272;02;803.37450625;612.85714286;444444411111;1;25;625;1;0;7;5;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016281;01;330.69883938;723.81818182;144444444444;1;35;1225;2;0;11;1;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016285;01;494.26698183;513;411111111111;0;44;1936;0;0;1;11;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016286;02;544.26008627;2843.2;444441111111;1;61;3721;10;0;5;7;1;1;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;72
15016287;01;342.27708626;986.5;444114444444;1;36;1296;1;1;10;2;0;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016298;01;474.03829327;1668;411111111111;0;44;1936;0;0;1;11;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016300;02;560.41473514;269.72727273;444444444447;1;30;900;2;0;11;0;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016302;01;507.29761777;800.5;411111114111;1;28;784;0;0;2;9.898895497;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016302;02;507.29761777;494.66666667;111111444111;1;25;625;0;0;3;9;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15016303;02;466.89028795;1075.8;141111444411;1;45;2025;1;0;5;7;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15016304;02;309.10133578;237.25;411114444444;1;27;729;1;1;8;4;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016321;01;383.90247819;1884.5;444444441111;1;50;2500;1;0;8;4;;1;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016325;01;933.30757298;2108.375;444444441111;1;62;3844;1;0;8;4;0;1;0;0;1;62;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016341;01;320.41362728;1068;441111111111;1;52;2704;1;1;2;10;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
15016348;01;779.3249894;727;411111111111;1;45;2025;0;0;1;11;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016352;01;359.28884198;756.28571429;111114444444;0;45;2025;4;0;7;1.6123315936;1;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
15016379;02;426.1912773;1151.5;111144111111;0;31;961;3;0;2;3.8032285472;;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016379;03;426.1912773;1125;111111114441;0;28;784;0;0;3;8.7655055225;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15016384;01;662.97458234;599.22222222;111444444444;1;40;1600;8;1;9;3;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016394;01;395.98550547;1286.0833333;444444444444;1;38;1444;2;0;12;0;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016415;02;216.5657711;616.33333333;444111111111;1;30;900;1;1;3;9;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15016420;04;514.23629023;1372.5;111111111441;1;50;2500;0;0;2;10;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
15016422;01;497.13932914;2487.0833333;444444444444;0;45;2025;2;1;12;0;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016448;01;339.3981738;1549;141111114411;1;45;2025;1;0;3;9;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016452;01;409.24620964;1299.75;444444444444;1;58;3364;3;0;12;0;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15016453;01;522.87835394;7416.5;441111111122;0;49;2401;1;0;2;8;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016458;01;555.80888974;688.66666667;444444111111;1;37;1369;1;1;6;6;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016460;02;458.17101417;901.83333333;444444444444;1;60;3600;3;0;12;0;;0;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;29
15016462;02;330.67984544;4590;447777777777;1;37;1369;3;1;2;0;0;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016472;02;552.23887933;380.83333333;744444411111;0;29;841;1;0;6;5;0;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016479;01;1007.9130726;1239.5;444444444444;0;57;3249;2;0;12;0;;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
15016482;02;527.28097045;185;491111111111;1;48;2304;1;1;1;10;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15016491;02;320.57631167;554.7;444441944444;1;51;2601;2;0;10;0.7417162277;;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15016492;01;781.6604068;262;994111111111;1;30;900;0;1;1;7.2710280374;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016503;01;718.85122053;1109;414444444444;0;34;1156;2;0;11;1;;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016506;02;690.69807695;801;444444444444;1;55;3025;4;0;12;0;0;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15016510;02;1610.321991;1214.5;144111144111;1;47;2209;2;0;4;8;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016519;02;158.06999375;522.33333333;777111111444;1;37;1369;1;0;3;6;0;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016526;02;837.61183373;1463.6666667;444444444444;1;28;784;2;1;12;12;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016529;02;1126.1204464;414.83333333;444444111111;1;33;1089;1;0;6;6;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15016537;03;648.33812261;1189;111111111144;0;33;1089;2;0;2;4.1600922442;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016538;01;470.30674088;1129.0909091;144444444444;0;38;1444;1;0;11;1;0;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
15016551;02;532.28598393;398.6;444441111111;0;27;729;1;0;5;7;0;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016562;02;559.7974182;905.625;444444441111;0;28;784;1;0;8;4;;1;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
15016563;01;458.91974525;1468.3333333;444444333333;1;26;676;2;0;6;12;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016570;01;625.56290872;16941;411111111111;0;38;1444;0;0;1;11;;0;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016592;04;381.55693622;1352.3333333;444444444444;1;45;2025;0;1;12;0;;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016628;01;551.37630774;1110;444444411111;1;37;1369;0;0;7;5;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016630;01;353.47963022;1388;411111111111;1;29;841;1;0;1;11;0;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15016639;01;303.51006957;1180.3333333;444444444444;0;58;3364;2;0;12;0;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;14
15016678;01;702.35137383;1415.6666667;444111111111;0;35;1225;0;1;3;8.8623619371;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15016694;01;467.12302364;131.625;444114414441;1;48;2304;0;0;8;4;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
15016703;03;401.71692835;285.75;114441141111;0;35;1225;1;0;4;8;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016715;01;360.16917969;1156;444444444441;0;54;2916;1;1;11;1;;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
15016719;02;1091.3135242;413.14285714;444441111144;1;26;676;1;0;7;5;;0;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15016730;01;720.56797271;42;411111111111;0;30;900;0;0;1;11;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016735;01;2154.8715691;1960.5;111441111111;1;32;1024;1;0;2;8.893797791;;1;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15016735;02;2154.8715691;500.66666667;111111111444;1;29;841;2;0;3;9;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15016751;02;358.90008692;418.58333333;444444444444;1;62;3844;7;0;12;0;1;0;0;0;1;62;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
15016753;01;593.26965566;1137;111111111144;0;33;1089;0;1;2;10;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016760;01;295.81463758;780.625;444999444441;1;64;4096;1;0;8;1;;0;0;0;1;64;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016770;02;622.24244513;467.08333333;444444444444;1;61;3721;3;0;12;0;;0;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016774;01;591.04059253;704.25;444444444444;0;51;2601;26;0;12;0;;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016776;02;789.35087515;1033;444441111111;1;44;1936;1;0;5;7;0;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016779;01;485.5997181;1140;411111111111;0;44;1936;0;0;1;11;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016780;01;454.28762114;439;111141111111;0;41;1681;0;1;1;4.4659546061;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;84
15016783;01;489.54056595;982.66666667;111111114441;1;28;784;2;0;3;9;;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
15016803;01;635.37306577;479.83333333;444444444444;0;45;2025;8;0;12;0;1;1;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15016824;01;374.9821717;2081.25;444444444444;1;58;3364;3;0;12;0;;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15016830;02;739.53023534;3541.5;411111144411;1;27;729;2;0;4;0.9413521058;0;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
15016835;01;980.86586152;1866;114111111111;1;39;1521;1;0;1;3.9760165069;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15016839;02;348.95062507;1084.1666667;144444411111;1;30;900;1;0;6;6;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016843;01;636.85065871;238.33333333;444444444444;0;58;3364;2;0;12;0;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016844;03;873.0873244;879.14285714;999994444444;0;25;625;0;1;7;0;;1;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016850;02;1978.0073141;2812;111411111111;0;46;2116;1;0;1;11;;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016851;01;951.65791047;2312.125;444444441111;1;57;3249;0;0;8;4;0;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016860;01;377.28950773;1070.6666667;444111111111;1;55;3025;1;0;3;9;;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016867;01;432.99134277;480.91666667;444444444444;1;56;3136;7;0;12;0;1;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016876;02;193.27947478;2056;411111111111;1;39;1521;0;0;1;11;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016879;01;740.1328677;548;411111111111;0;29;841;0;0;1;11;;0;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016887;02;335.97853691;442;441111111111;0;25;625;1;0;2;5.9915038233;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016913;01;667.31143417;483.25;444444444444;1;46;2116;8;0;12;0;1;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15016921;01;263.90969905;1952;111111111144;0;52;2704;0;1;2;5.116518995;;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
15016922;01;1007.5629151;1396.1111111;111444444444;1;54;2916;1;0;9;3;;1;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;60
15016923;02;291.56220156;224.6;111441111444;0;40;1600;1;1;5;6.32115548;;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016928;01;405.50527678;886.16666667;444444444444;1;28;784;2;0;12;12;0;0;1;0;0;28;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016947;02;476.41057849;943.85714286;441111144444;1;44;1936;2;0;7;5;;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
15016964;01;825.93102554;473.75;444444444444;0;53;2809;7;0;12;0;;1;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;42
15016968;01;472.71061177;1810.3333333;111111111444;0;46;2116;0;0;3;9;;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15016976;01;479.40521624;1559.75;244441122222;1;39;1521;1;0;4;2;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15016978;01;952.71446424;694.08333333;444444444444;0;46;2116;2;0;12;0;0;1;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15016980;01;559.3288676;2023;444411111111;0;52;2704;0;0;4;8;;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15016996;01;844.09666544;411.5;444444444444;0;49;2401;1;0;12;0.220172351;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15017006;02;721.53703016;5790;444333333333;1;33;1089;2;0;3;0.1588785047;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
15017027;03;293.11302105;922;144411111414;0;34;1156;2;0;5;7;0;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15017035;01;303.1197786;530.5;444444444444;1;58;3364;2;0;12;0;0;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017042;01;453.25484721;609.25;111444411111;0;56;3136;0;0;4;3.0620220901;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017047;01;323.49542452;417.8;111144444333;1;53;2809;2;1;5;0.8918072582;;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017048;01;975.77855295;1392;111111141111;0;33;1089;0;0;1;11;;1;0;1;0;33;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15017070;01;491.28165947;1120.5;114411111111;1;35;1225;3;0;2;10;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15017080;03;288.63021861;591.875;224444444411;1;56;3136;1;0;8;1.8360237893;;0;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15017081;01;378.72193674;925.25;444444444444;1;51;2601;2;0;12;0;;1;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;17
15017094;02;524.25438102;779;111411111111;1;41;1681;1;1;1;11;;0;0;1;0;41;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017129;01;728.99939267;718.25;444444444444;1;47;2209;3;0;12;0;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017133;02;504.82813717;195.16666667;444444444444;1;55;3025;2;0;12;0;;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;10
15017151;04;524.19092241;1353;111111111144;1;48;2304;0;1;2;10;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15017157;02;363.42113921;709.83333333;444444444444;1;52;2704;2;1;12;12;0;0;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017164;02;446.80527594;1044;144444411111;1;34;1156;1;0;6;6;0;1;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
15017168;01;762.50559312;1005;411111111111;0;43;1849;0;0;1;5.2331350892;;0;0;1;0;43;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017177;01;349.81465998;1358.3333333;888444888888;1;57;3249;4;0;3;12;;1;0;0;1;57;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017187;02;768.35681864;816.28571429;111114444444;1;30;900;1;0;7;5;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15017196;01;485.84209706;689;444444444441;1;39;1521;2;1;11;1;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017202;01;497.40669255;1174;444444444444;1;56;3136;2;0;12;0;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017219;01;360.10238726;3332.5714286;444444411111;0;35;1225;1;0;7;5;;1;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017220;01;292.65261359;622.5;114444444444;0;44;1936;9;0;10;0.1207913582;1;0;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017223;01;689.34550197;2537.3333333;441111149911;1;26;676;1;0;3;7;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017224;01;1129.7161313;1486.25;111112224444;1;44;1936;3;0;4;5;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15017229;01;511.03996589;504.25;444444444444;0;49;2401;0;1;12;0;;0;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017240;01;670.04037428;780.83333333;111111444444;0;51;2601;2;1;6;3.2819516932;0;0;0;0;1;51;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017242;01;1914.2424149;1729.3333333;144444444499;1;31;961;2;0;9;1;0;0;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
15017260;01;334.04622861;697;411111111111;1;60;3600;0;1;1;11;;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017275;01;773.25069811;993.66666667;444444444444;1;63;3969;2;0;12;0;;1;0;0;1;63;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017279;01;443.41411839;174.5;144441111111;0;36;1296;1;0;4;8;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15017283;01;364.70000054;998.2;144444888888;0;49;2401;7;0;5;1;1;1;0;1;0;49;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017289;02;598.29183761;592.33333333;411111111144;1;32;1024;3;0;3;9;;0;0;1;0;32;Z:/Ines-dev\pgm\2imputations\imputation ASS;18
15017298;01;958.96719432;660;411111111111;1;30;900;0;0;1;11;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017299;02;468.24478175;601;413331113333;1;45;2025;4;0;1;4;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017308;02;502.61843358;1165.5;111111111144;1;47;2209;2;0;2;8.1916737468;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
15017333;01;800.60505166;1057;441111111111;1;25;625;0;0;2;10;0;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017339;01;847.49248806;635;111111111114;0;35;1225;0;0;1;11;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
15017352;02;706.76599186;2214.6666667;444411111144;1;38;1444;1;1;6;6;1;1;0;1;0;38;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15017367;01;455.29942415;1507.5714286;444444422222;0;58;3364;1;0;7;0;0;1;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
15017375;01;580.35820805;17551.5;441111111111;1;42;1764;2;0;2;10;;1;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017388;02;551.60011015;440;111111111144;1;25;625;0;0;2;7.9000849618;;0;1;0;0;25;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15017392;04;318.00538702;494;144444444441;0;40;1600;1;0;10;1.1376380629;;0;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
15017405;02;556.59518552;1015.5;444444111111;1;29;841;1;0;6;6;0;1;1;0;0;29;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15017410;01;441.73616367;1270.25;411144444442;1;36;1296;2;0;8;3;;1;0;1;0;36;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15017410;02;441.73616367;710.16666667;114444447766;1;35;1225;0;0;6;2;;0;0;1;0;35;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15017414;02;540.5169542;1351;411111111111;1;53;2809;0;0;1;11;;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017421;01;827.18968572;386.375;444444441111;1;34;1156;1;0;8;4;0;0;0;1;0;34;Z:/Ines-dev\pgm\2imputations\imputation ASS;8
15017428;02;771.60663207;628;344441111111;1;48;2304;1;0;4;7;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15017432;02;352.65166702;914.16666667;444444444444;1;61;3721;2;0;12;0;;0;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017439;01;541.73759122;2204.125;111144444444;1;44;1936;2;0;8;4;;1;0;1;0;44;Z:/Ines-dev\pgm\2imputations\imputation ASS;15
15017440;02;363.32501448;1389.5;441111111111;1;55;3025;0;0;2;10;;1;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15017442;02;985.09873862;1128.5454545;444444434444;1;30;900;2;0;11;12;;0;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017457;02;125.09921902;1047;411111111111;1;54;2916;0;0;1;11;;0;0;0;1;54;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017458;01;514.15392746;640.6;444444444411;1;39;1521;0;0;10;1.5955819881;;1;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017465;02;401.3506627;69.583333333;444444444444;1;55;3025;2;1;12;12;;0;0;0;1;55;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017469;02;317.15674048;507;114444441111;1;39;1521;2;0;6;6;;0;0;1;0;39;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017473;02;380.22985161;512;444111111299;1;37;1369;1;0;3;0.8106809079;;0;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15017475;01;562.63238896;1081.6666667;444444444444;1;56;3136;4;0;12;0;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15017476;02;1063.8080124;605.16666667;444444444444;1;46;2116;2;0;12;0;0;0;0;1;0;46;Z:/Ines-dev\pgm\2imputations\imputation ASS;12
15017507;01;282.19773036;760;411111111111;0;50;2500;0;0;1;11;;0;0;0;1;50;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017514;03;461.05593085;221;411111111111;0;30;900;0;0;1;2.6720475786;;1;0;1;0;30;Z:/Ines-dev\pgm\2imputations\imputation ASS;4
15017515;01;579.07059355;774.83333333;444444333333;0;27;729;0;0;6;12;;1;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;6
15017544;01;536.28118682;470;444411111111;1;58;3364;0;0;4;8;;0;0;0;1;58;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
15017549;01;494.49858573;1283;444444444447;1;56;3136;2;0;11;0;;1;0;0;1;56;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017566;01;1778.2789718;2095.75;444411111111;1;52;2704;0;0;4;8;;1;0;0;1;52;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017573;02;336.75659612;1484.75;444411111111;1;61;3721;21;0;4;7.6677994902;0;0;0;0;1;61;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017579;01;295.40214891;1190.3333333;111111111444;0;45;2025;0;0;3;9;;0;0;1;0;45;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
15017603;01;655.10187471;999;111444411111;1;27;729;1;0;4;8;;0;1;0;0;27;Z:/Ines-dev\pgm\2imputations\imputation ASS;2
15017603;02;655.10187471;1660;111111111444;1;26;676;0;0;3;9;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;7
15017605;02;690.29034742;522.90909091;944444444444;0;40;1600;6;0;11;0;1;1;0;1;0;40;Z:/Ines-dev\pgm\2imputations\imputation ASS;48
15017611;01;695.98560511;1645.6666667;111111444444;0;47;2209;3;1;6;6;;0;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017615;01;865.48700859;358.41666667;444444444444;0;60;3600;4;1;12;0;;1;0;0;1;60;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017619;02;462.82033077;371.25;111444411111;1;53;2809;0;0;4;8;0;0;0;0;1;53;Z:/Ines-dev\pgm\2imputations\imputation ASS;3
15017632;01;758.85669382;841.41666667;444444444444;1;48;2304;2;0;12;0;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;5
15017637;01;177.25829619;711.44444444;444444444111;0;42;1764;1;0;9;3;;0;0;1;0;42;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017639;02;428.51206748;476;444444444444;0;31;961;2;1;12;0;1;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;36
15017640;02;916.99370797;763.25;111444444441;1;26;676;0;0;8;4;;1;1;0;0;26;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017641;02;1509.1776701;1502.5;444433333333;1;37;1369;0;1;4;0;;1;0;1;0;37;Z:/Ines-dev\pgm\2imputations\imputation ASS;9
15017642;01;603.85333047;2354.1818182;144444444444;0;48;2304;2;0;11;1;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;14
15017643;01;474.77136074;2629;411111111111;0;47;2209;0;0;1;11;;1;0;1;0;47;Z:/Ines-dev\pgm\2imputations\imputation ASS;24
15017652;01;504.59870311;1164.6666667;444111111111;0;48;2304;0;0;3;9;;1;0;1;0;48;Z:/Ines-dev\pgm\2imputations\imputation ASS;0
15017690;03;795.18635665;4498;411113333333;1;31;961;0;0;1;4;;1;0;1;0;31;Z:/Ines-dev\pgm\2imputations\imputation ASS;1
