ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
13038860;01;756.85337005;0;367.545;0.7785169387;994444444444;2013;2015;47;1;0;10;;1;0
13038861;02;630.67736359;0;1824.5;10;111111111144;2013;2015;32;2;0;2;;1;0
13038892;01;280.49901229;1;7614.5;8.0900311085;114111111114;2013;2015;41;1;0;2;;1;0
13038922;01;593.49125266;1;329.33333333;0.0353580544;441114444444;2013;2015;58;0;1;9;;0;0
13038937;01;578.48734632;0;506.70416667;0;444444444444;2013;2015;53;10;1;12;;0;0
13038971;01;609.9009905;0;256.67727273;2.3346896248;944444444444;2013;2015;45;3;0;11;;1;0
13038991;01;1089.3616813;0;106.14285714;0.6484770518;944444411114;2013;2015;21;1;0;7;;0;1
13039073;01;435.73819142;1;410.445;2;444444444411;2013;2015;36;1;0;10;;1;0
13039108;02;466.04352534;0;408.77777778;3;111444444444;2013;2015;33;0;1;9;;1;0
13039147;01;431.20588203;0;418.04090909;1;444444144444;2013;2015;40;1;0;11;;0;0
13039160;02;308.45937202;1;1859.1666667;0;444444444444;2013;2015;49;18;1;12;0;0;0
13039206;01;378.6114283;0;326.7875;1.8205584164;444444444444;2013;2015;43;3;0;12;;1;0
13039308;01;707.31679488;0;1000.75;3.9218651978;444444441111;2013;2015;54;0;0;8;;0;0
13039339;01;444.65237818;1;965.18181818;0.0387536087;444444444441;2013;2015;39;1;0;11;;1;0
13039352;01;889.72318645;0;1200.1111111;2.5982141638;444111444444;2013;2015;42;2;0;9;0;0;0
13039360;02;219.65854815;1;482.37083333;0.2480230955;444444444444;2013;2015;50;18;1;12;;0;0
13039392;02;657.42153461;0;1285;10;111111111144;2013;2015;40;0;0;2;;1;0
13039437;01;346.7428947;1;507.85909091;0;944444444444;2013;2015;60;4;0;11;;0;0
13039440;01;469.26413371;1;633.11111111;3;444444441114;2013;2015;32;1;0;9;;1;0
13039445;01;517.29254615;1;1015;7;111113444311;2013;2015;23;1;0;3;;0;1
13039446;01;538.35395114;0;825.8;4.5858436931;677777744444;2013;2015;28;2;0;5;;0;1
13039446;02;538.35395114;0;1109.4285714;5;111114444444;2013;2015;29;2;1;7;;1;1
13039461;01;526.5823174;0;354.74166667;1;433333444441;2013;2015;53;2;1;6;;0;0
13039467;02;567.95802566;0;494;3.4157307658;111111111444;2013;2015;58;0;0;3;;0;0
13039467;03;567.95802566;0;3286.25;0;444444444444;2013;2015;59;0;0;12;0;1;0
13039473;01;638.83724643;0;686.16666667;6;114411114444;2013;2015;33;1;0;6;;1;0
13039506;01;545.64892756;0;718;7.417268462;111111111114;2013;2015;33;0;0;1;;0;0
13039533;01;742.14470054;0;506.70416667;0;444444444444;2013;2015;47;26;1;12;;0;0
13039600;03;860.83845681;0;506.70416667;0;444444444444;2013;2015;41;6;0;12;;0;0
13039626;01;1641.5210114;0;1379;6.9911510048;411111444411;2013;2015;41;1;1;5;;1;0
13039628;01;423.91632538;0;507.25;1;144442222222;2013;2015;38;0;0;4;;1;0
13039629;01;655.53069754;1;922.33333333;1.793861486;444444444444;2013;2015;36;2;0;12;0;1;0
13039643;01;589.4429888;0;1210.8333333;0;444444444444;2013;2015;46;4;0;12;0;1;0
13039643;02;589.4429888;0;185;8;111111114444;2013;2015;38;3;0;4;;0;0
13039677;01;1476.7361285;0;506.70416667;0;444444444444;2013;2015;55;3;0;12;1;1;0
13039697;02;565.84029594;1;760.625;4;444444441111;2013;2015;32;0;0;8;;1;0
13039738;01;651.89940897;0;994.42857143;3.4978145998;111114444444;2013;2015;37;0;0;7;0;0;0
13039739;01;369.28244544;0;358;6;444111111444;2013;2015;38;1;0;6;0;0;0
13039908;02;328.2018131;0;389.81818182;3.7203464327;444444444447;2013;2015;57;3;1;11;0;0;0
13039962;01;887.64956277;0;434.45416667;0.7216783126;444444444444;2013;2015;38;3;1;12;1;0;0
13039964;01;567.22896013;0;506.70416667;0;444444444444;2013;2015;56;5;1;12;;1;0
13039970;01;816.24462236;0;243.12083333;0;444444444444;2013;2015;57;3;0;12;1;0;0
13039983;01;689.99854607;0;1231.8888889;2.6946675898;444444444111;2013;2015;31;0;0;9;0;1;0
13039983;02;689.99854607;0;1476.5714286;5;444444411111;2013;2015;28;1;0;7;0;0;1
13039999;01;796.37113476;0;506.70416667;0;444444444444;2013;2015;43;2;0;12;;1;0
13040004;01;626.29444383;0;510.93888889;0;444444444333;2013;2015;47;3;0;9;;1;0
13040006;01;627.96220942;1;3461;11;111111111114;2013;2015;31;0;0;1;;1;0
13040014;01;628.16090555;1;380.87083333;1.275424321;444444444444;2013;2015;54;2;0;12;;1;0
13040023;01;569.36929582;0;547;9;411111111144;2013;2015;54;0;0;3;;0;0
13040068;02;793.63274246;1;509.245;0;994444444444;2013;2015;55;2;1;10;;1;0
13040072;01;625.90672193;1;592;0.4992941125;411111444444;2013;2015;29;2;0;7;;0;1
13040086;01;472.75137548;0;494;0.2795919082;111444444444;2013;2015;35;3;1;9;;0;0
13040086;02;472.75137548;0;506.70416667;0;444444444444;2013;2015;40;4;1;12;;1;0
13040110;02;461.48567537;1;1215.6666667;6;411114441144;2013;2015;44;0;0;6;;1;0
13040125;01;5069.0889093;1;1105;5;444414111144;2013;2015;29;1;0;7;;1;1
13040140;01;710.59801063;0;1290.4;0.9626888504;114433333444;2013;2015;29;2;0;5;;0;1
13040142;02;857.61478659;1;1216.09;3;222244411144;2013;2015;39;4;0;5;;0;0
13040144;01;482.53613785;1;2990.75;8;111111444411;2013;2015;36;1;1;4;;1;0
13040148;04;615.58676352;0;678.2;4.3808801628;444111111144;2013;2015;32;1;0;5;0;0;0
13040206;01;466.55828697;0;435.2;2.9272138473;111444441111;2013;2015;34;1;0;5;;0;0
13040221;01;453.98833584;0;389.55625;3;844411144444;2013;2015;48;1;0;8;;1;0
13040222;01;443.99383648;1;1567.25;0;444444444444;2013;2015;56;3;0;12;;1;0
13040230;01;715.76744026;0;506.70416667;0;444444444444;2013;2015;59;5;0;12;1;1;0
13040250;01;815.91082199;0;497.49545455;0.096453426;444444444447;2013;2015;58;5;1;11;;1;0
13040284;01;1047.2934266;0;696;9;111111111444;2013;2015;28;0;0;3;;1;1
13040309;01;471.19523943;0;500.70416667;0.0602833913;444444444444;2013;2015;43;2;1;12;;0;0
13040341;01;1157.0231285;0;2778.2;7;111111144444;2013;2015;36;2;0;5;;1;0
13040360;01;520.89049973;0;1218.5;1.0423859542;111144444444;2013;2015;46;2;0;8;;0;0
13040449;01;375.69535635;1;930.85714286;5;144444441111;2013;2015;23;1;0;7;;1;1
13040462;01;960.73583525;0;634.11111111;2.8333193897;441114444444;2013;2015;25;1;1;9;;1;1
13040478;01;1015.9375957;0;258;1.5949262948;777777774444;2013;2015;53;2;0;4;;0;0
13040494;01;302.90318012;1;423.42857143;5;111114444444;2013;2015;42;4;0;7;;1;0
13040502;01;639.66134441;0;971.5;0;444444444444;2013;2015;29;2;0;12;;1;1
13040502;02;639.66134441;0;1715.5;7.1439509476;111111414441;2013;2015;29;0;0;4;;0;1
13040563;01;660.28305849;0;1920;7.5523032584;111111111114;2013;2015;53;0;1;1;;0;0
13040565;02;934.12088162;0;365.85714286;4.2218058262;111114444444;2013;2015;23;0;0;7;;0;1
13040606;01;279.37429049;0;1128.29;0.2116070061;222211144444;2013;2015;39;2;0;5;;1;0
13040606;02;279.37429049;0;625.2;4.5048917105;144411111144;2013;2015;34;1;0;5;;0;0
13040658;01;1171.4046009;1;880;6;441111114444;2013;2015;35;2;0;6;;1;0
13040777;01;517.89113313;1;506.70416667;0;444444444444;2013;2015;40;4;0;12;1;0;0
13040805;01;844.54828364;0;1006.625;4;444444441111;2013;2015;38;1;0;8;;0;0
13040841;01;871.7979886;0;681.83333333;6;111144444114;2013;2015;47;1;1;6;;1;0
13040884;01;450.93328622;0;265.12083333;2.4139192247;444444444444;2013;2015;57;4;1;12;;0;0
13040984;01;526.38818815;0;247;2.9228832853;888444444111;2013;2015;58;5;1;6;;1;0
13040999;02;926.64264595;1;513.57142857;5;111114444444;2013;2015;37;2;0;7;;0;0
13041004;02;233.50610235;1;1193.4285714;5;144444441111;2013;2015;41;1;0;7;0;1;0
13041006;01;815.77249847;0;1975.25;0;444444444444;2013;2015;33;2;0;12;;1;0
13041012;01;550.72288731;0;637.58333333;2.9202997114;444444444444;2013;2015;31;2;0;12;;0;0
13041012;02;550.72288731;0;1253.9166667;0;444444444444;2013;2015;28;0;0;12;;1;1
13041019;02;841.75731492;1;543.5;5.0648382963;111111111144;2013;2015;42;0;1;2;;0;0
13041063;01;2873.4515913;0;943.91666667;0;444444444444;2013;2015;55;2;0;12;0;1;0
13041071;01;900.79981458;0;1218.4166667;0;444444444444;2013;2015;39;2;1;12;0;1;0
13041096;01;682.14979665;0;444.76818182;0.167071113;444444444441;2013;2015;23;2;1;11;;0;1
13041096;02;682.14979665;0;756.55;10;111111111144;2013;2015;25;6;0;2;;1;1
13041103;01;648.17797836;1;506.70416667;0;444444444444;2013;2015;47;8;0;12;;0;0
13041106;03;998.63032632;1;418.04090909;0.9008061038;444444444441;2013;2015;22;0;0;11;;1;1
13041110;01;1969.6474743;0;885.08333333;0;444444444444;2013;2015;36;3;0;12;0;1;0
13041117;01;589.86470576;0;506.70416667;0;444444444444;2013;2015;61;16;0;12;1;1;0
13041117;02;589.86470576;0;510.93888889;0;444444444999;2013;2015;59;11;0;9;;0;0
13041128;01;135.79323648;1;870.83333333;1.8334762859;444444444444;2013;2015;44;1;1;12;0;1;0
13041160;02;493.82388995;0;296.16666667;3.525717198;444444444444;2013;2015;31;3;0;12;;0;0
13041180;01;1503.4278581;0;1049.4166667;0;444444444444;2013;2015;32;2;0;12;;1;0
13041182;02;161.02414535;0;352.27222222;1.2065290167;774444444443;2013;2015;55;2;1;9;;0;0
13041192;01;715.3665967;1;506.70416667;0;444444444444;2013;2015;60;10;1;12;1;0;0
13041198;01;479.63619797;1;544.81666667;0;444222222222;2013;2015;42;0;0;3;;1;0
13041227;02;513.50991548;1;423.42857143;5;111114444444;2013;2015;55;2;0;7;;1;0
13041240;01;176.06879558;0;478.2875;0.2841931303;444444444444;2013;2015;45;3;0;12;;0;0
13041257;01;429.46689693;0;1733.5;8;411141111144;2013;2015;36;1;0;4;;0;0
13041299;02;948.31400837;1;506.70416667;0;444444444444;2013;2015;59;0;1;12;;0;0
13041308;01;376.21945817;0;583;4;444444441111;2013;2015;50;1;0;8;;0;0
13041308;02;376.21945817;0;419.20416667;0.8853046604;444444444444;2013;2015;46;1;1;12;;1;0
13041333;01;649.42874395;0;2083;0;444444444444;2013;2015;58;2;0;12;;1;0
13041375;02;635.00653133;1;506.70416667;0;444444444444;2013;2015;57;5;1;12;1;0;0
13041395;01;493.05452319;0;969.41666667;0;444444444444;2013;2015;59;4;1;12;;0;0
13041431;01;761.42887755;1;1827.3333333;3;411144333333;2013;2015;34;0;0;3;;0;0
13041443;01;1301.7080154;1;604;7;444111111441;2013;2015;27;1;0;5;0;0;1
13041466;01;577.45790471;0;559.9;2;114444444444;2013;2015;34;2;0;10;;0;0
13041466;02;577.45790471;0;552.76818182;1;144444444444;2013;2015;31;2;0;11;;1;0
13041500;01;1232.7793789;0;676.25;0.068034113;444779444441;2013;2015;26;2;1;8;;1;1
13041507;01;984.02108138;0;719.57142857;5;411111444444;2013;2015;25;1;0;7;;1;1
13041612;01;1003.3430638;0;1078.8;2;444444444411;2013;2015;29;1;0;10;;0;1
13041640;01;536.08919808;0;506.70416667;0;444444444444;2013;2015;37;2;0;12;;0;0
13041643;01;520.52282226;0;10326;6;111111433333;2013;2015;41;3;0;1;;0;0
13041681;01;669.70722623;0;1819.5833333;0;444444444444;2013;2015;38;0;0;12;;1;0
13041704;01;542.56533807;0;1021.7142857;5;111114444444;2013;2015;40;2;0;7;;0;0
13041708;01;510.63967982;0;393.5375;1.130744182;444444444444;2013;2015;56;3;0;12;;1;0
13041711;01;584.46984741;0;506.70416667;0;444444444444;2013;2015;60;4;0;12;;1;0
13041734;01;501.50443031;0;2997.25;8;411141111144;2013;2015;56;1;0;4;0;1;0
13041758;01;456.49160164;0;501.7875;0.0490879043;444444444444;2013;2015;41;6;1;12;;1;0
13041781;01;2038.9976985;0;1068.9166667;0;444444444444;2013;2015;38;2;0;12;;0;0
13041805;01;394.37553577;1;506.70416667;0;444444444444;2013;2015;47;0;0;12;;1;0
13041807;01;953.1076706;1;506.70416667;0;444444444444;2013;2015;44;5;0;12;1;1;0
13041808;05;1516.5250965;0;814.57142857;0;444488844488;2013;2015;45;7;1;7;0;1;0
13041816;01;373.52595074;0;418.04090909;1;444444444441;2013;2015;35;1;0;11;;1;0
13041831;02;265.09764136;0;1291.1111111;0.6217801214;444444444111;2013;2015;32;1;0;9;;1;0
13041879;01;381.53872904;1;506.70416667;0;444444444444;2013;2015;53;2;1;12;;1;0
13041885;01;345.43920397;0;1663.75;8;114441111114;2013;2015;50;1;1;4;;0;0
13041885;02;345.43920397;0;2296.25;8;114441111114;2013;2015;51;1;1;4;;1;0
13041890;01;905.56398841;0;257.16666667;0;444444444444;2013;2015;28;2;0;12;;0;1
13041896;01;884.1700319;0;868.5;5.4168933013;444111111444;2013;2015;31;1;0;6;;1;0
13041897;02;709.11755797;1;1168.1;1.3641270253;114444444444;2013;2015;47;3;0;10;;1;0
13041949;01;555.51709481;0;3529;7.941045013;111111111114;2013;2015;41;1;0;1;0;0;0
13041957;01;659.09987069;1;383.53571429;0.8706644082;999774444444;2013;2015;57;3;0;7;;1;0
13041964;01;457.28708268;0;506.70416667;0;444444444444;2013;2015;46;14;0;12;;0;0
13042046;01;427.33901704;1;1271.8;0;444442222222;2013;2015;56;1;0;5;0;1;0
13042089;01;408.72295957;0;447.77857143;3.0641186592;444111114444;2013;2015;31;4;0;7;;1;0
13042095;01;710.57126631;1;4789.5;0;222222222244;2013;2015;22;0;0;2;0;1;1
13042113;01;454.29941058;0;377;5;111444777114;2013;2015;26;2;0;4;0;0;1
13042115;01;781.41587054;0;506.70416667;0;444444444444;2013;2015;63;8;1;12;;0;0
13042158;02;362.77764279;1;506.70416667;0;444444444444;2013;2015;60;5;0;12;;0;0
13042163;02;391.4326325;1;506.70416667;0;444444444444;2013;2015;54;11;0;12;;1;0
13042168;02;469.7101244;1;899;3;444444111444;2013;2015;32;1;0;9;;1;0
13042176;02;790.7031136;0;476.87083333;0.3022781477;444444444444;2013;2015;59;1;1;12;;0;0
13042201;02;388.10247642;1;967.16666667;0;444444444444;2013;2015;55;2;0;12;;0;0
13042221;03;766.89725209;0;1049.6666667;2.5995920699;411144444444;2013;2015;25;2;0;9;0;0;1
13042251;01;1444.1244913;0;1105.7777778;3;411144444444;2013;2015;33;3;1;9;;1;0
13042259;02;770.45342108;0;1122.5;8;111441111414;2013;2015;43;1;0;4;;1;0
13042262;01;220.36517917;0;524;10;411111111114;2013;2015;26;0;0;2;;0;1
13042303;01;495.00822448;0;510.93888889;3;444444111444;2013;2015;51;0;0;9;;0;0
13042304;01;671.8593622;0;459.845;2;444411444444;2013;2015;51;2;0;10;;1;0
13042331;01;605.33903604;0;468.66666667;0;444444444444;2013;2015;57;2;1;12;0;0;0
13042335;01;864.33157485;0;789.08333333;2.1986213988;444444444444;2013;2015;25;3;0;12;0;0;1
13042373;01;448.72961816;0;488.375;4;444111144444;2013;2015;47;1;0;8;;0;0
13042390;02;339.08761833;0;1279.2;7;111111144444;2013;2015;45;3;1;5;;0;0
13042463;01;875.73158286;0;1328.8333333;0;444444444444;2013;2015;58;2;1;12;;1;0
13042494;01;1159.7273018;1;1089.85;4.342913929;111111111144;2013;2015;55;0;0;2;;1;0
13042523;01;704.16748252;0;418.04090909;1;444444444441;2013;2015;46;1;1;11;;1;0
13042524;01;743.3269727;0;506.70416667;0;444444444444;2013;2015;48;16;0;12;;1;0
13042580;01;474.46057172;0;1517.1428571;5;441444411114;2013;2015;34;6;1;7;0;0;0
13042582;02;167.52457771;1;444.6;0.2525751067;114444444444;2013;2015;53;0;0;10;;1;0
13042611;01;1211.7062973;0;494;1.694824486;444444441111;2013;2015;39;1;0;8;;1;0
13042630;01;411.52185164;0;166.40454545;3.1674616156;844444444444;2013;2015;53;7;0;11;1;0;0
13042631;01;2597.8482597;0;494;4.1711185666;111117744444;2013;2015;30;5;1;5;;0;0
13042678;01;401.55068328;0;506.70416667;0;444444444444;2013;2015;40;3;0;12;;1;0
13042678;02;401.55068328;0;506.70416667;0;444444444444;2013;2015;22;2;1;12;;0;1
13042684;01;337.76340488;0;807.88888889;0.5993891475;433444444144;2013;2015;46;2;0;9;0;0;0
13042775;02;446.07102431;1;506.70416667;0;444444444444;2013;2015;37;2;0;12;;1;0
13042785;01;760.48342148;0;476.70416667;0.300555765;444444444444;2013;2015;39;1;0;12;;0;0
13042863;02;1009.5694182;1;506.70416667;0;444444444444;2013;2015;44;0;1;12;;0;0
13042870;01;700.06836732;0;506.70416667;0;444444444444;2013;2015;50;8;0;12;;1;0
13042874;01;677.59925166;0;497.0375;0.0981758086;444444444444;2013;2015;57;4;1;12;;1;0
13042878;01;618.95791082;0;930.83333333;0;444444444444;2013;2015;35;0;0;12;;0;0
13042943;01;510.68772709;0;1440.5;6;444114111441;2013;2015;46;1;0;6;;0;0
13042954;02;436.61360636;1;710.83333333;1.793861486;444444444444;2013;2015;41;2;1;12;0;0;0
13042972;01;330.65120038;1;506.70416667;0;444444444444;2013;2015;40;3;1;12;1;1;0
13043044;02;967.10816531;0;2895.2;0;444443333333;2013;2015;23;2;0;5;0;1;1
13043114;02;366.74545992;0;458.2875;0.4891566606;444444444444;2013;2015;51;5;1;12;1;1;0
13043137;01;318.85726619;0;1664.75;0.5416893301;444444441111;2013;2015;32;1;0;8;;1;0
13043137;02;318.85726619;0;494;0;677444466677;2013;2015;31;5;0;4;;0;0
13043146;01;652.61469955;0;1396.75;1.5855762177;111144444444;2013;2015;45;2;1;8;;0;0
13043166;01;849.93795088;1;592.83333333;3;444444777111;2013;2015;37;1;0;6;;0;0
13043189;01;771.65204233;0;418.04090909;1;444444444441;2013;2015;48;2;0;11;;0;0
13043281;01;640.67009246;1;1435.875;4;111144444444;2013;2015;45;2;1;8;;1;0
13043300;01;506.8417162;0;507.85909091;0;944444444444;2013;2015;35;2;0;11;;0;0
13043300;02;506.8417162;0;1678.4;0;999977244444;2013;2015;38;1;0;5;;1;0
13043359;01;497.82486594;1;266.88888889;3;111444444444;2013;2015;41;3;0;9;;0;0
13043375;01;621.76416409;0;506.70416667;0;444444444444;2013;2015;56;2;0;12;;0;0
13043376;01;854.80084631;0;646.45;0;994666666666;2013;2015;31;4;0;1;;1;0
13043376;02;854.80084631;0;1360.6666667;9;411111111144;2013;2015;24;0;0;3;;1;1
13043378;01;494.13133283;0;570.225;0;449999998888;2013;2015;60;16;1;2;;1;0
13043449;01;395.84692462;0;109.57142857;3.5816946328;444441111441;2013;2015;38;1;0;7;;0;0
13043463;01;1075.5636236;0;444.6;2;114444444444;2013;2015;40;4;1;10;;1;0
13043467;01;167.53439612;0;506.70416667;0;444444444444;2013;2015;38;2;0;12;;0;0
13043555;01;278.58871523;1;1104.75;0;444444444444;2013;2015;62;2;1;12;;1;0
13043564;01;424.5216917;1;413.0375;0.9473104343;444444444444;2013;2015;50;2;1;12;;1;0
13043598;01;590.76131439;0;368.66666667;2.5404651355;111144414144;2013;2015;26;3;0;6;;0;1
13043620;01;524.19829479;0;487.0375;0.1963516173;444444444444;2013;2015;51;2;0;12;1;0;0
13043621;01;507.69678605;0;535.25;7.6370444827;411111114144;2013;2015;47;0;0;4;;1;0
13043716;01;422.36479497;1;494;3;111977444444;2013;2015;44;13;0;6;;1;0
13043717;01;551.98544421;0;477.85909091;0.6949813822;144444444444;2013;2015;30;2;0;11;;1;0
13043772;01;685.69839129;1;444.6;2;114444444444;2013;2015;58;2;1;10;;1;0
13043802;01;586.45772385;0;907.5;0;444444444444;2013;2015;40;0;0;12;;0;0
13043802;02;586.45772385;0;675.60555556;3;444444111444;2013;2015;44;0;0;9;;1;0
13043851;01;989.7819938;0;926.28571429;5;444444411111;2013;2015;52;1;0;7;;0;0
13043856;01;919.0559066;0;506.70416667;0;444444444444;2013;2015;53;4;0;12;;1;0
13043869;01;374.64785751;0;1170.1666667;0;444444444444;2013;2015;53;2;1;12;;1;0
13043871;01;4639.9832261;0;2078.3333333;3.0063942363;111111111444;2013;2015;57;0;0;3;;0;0
13043877;01;400.17809185;1;459.845;0.2290768868;444444444491;2013;2015;56;1;1;10;;1;0
13043929;01;643.40203652;0;866.33333333;0.0249745478;444444444444;2013;2015;29;2;0;12;0;0;1
13043935;01;705.975172;0;929.33333333;0;444444444444;2013;2015;55;3;0;12;0;1;0
13043935;05;705.975172;0;575.83333333;4;144477111444;2013;2015;49;1;0;6;0;0;0
13043952;01;371.47123376;1;6061.6666667;9;111111111444;2013;2015;54;0;0;3;;1;0
13043970;01;804.86484544;0;981.33333333;0;444444444444;2013;2015;47;3;1;12;;1;0
13043990;01;537.63302522;0;821;4;111144444444;2013;2015;26;0;0;8;;0;1
13044014;01;720.55425162;0;390.90625;4;111144444444;2013;2015;61;2;1;8;;0;0
13044023;02;524.38938507;1;418.04090909;1;444444444441;2013;2015;41;1;0;11;;1;0
13044057;01;646.3545055;0;506.70416667;0;444444444444;2013;2015;63;5;0;12;;0;0
13044058;01;649.1340534;1;945.58333333;0;444444444444;2013;2015;56;2;0;12;0;1;0
13044074;01;1016.2614745;0;796.14285714;5;441111144444;2013;2015;49;1;0;7;;1;0
13044078;01;577.09712663;1;197.6;7;111114444411;2013;2015;41;6;0;5;;0;0
13044082;02;520.57572602;1;454.7;2;444444444411;2013;2015;25;1;1;10;;0;1
13044083;01;688.82083146;0;1655.2;7;411111114444;2013;2015;30;0;0;5;;1;0
13044121;02;498.97114883;1;954.33333333;0;444444444444;2013;2015;44;2;1;12;;1;0
13044144;01;819.65328713;0;507.85909091;0;844444444444;2013;2015;56;7;1;11;1;1;0
13044185;01;288.93111058;0;515.77857143;1.3124555471;444111224444;2013;2015;26;3;0;7;;0;1
13044220;01;478.33658763;0;1611.25;5;441111133344;2013;2015;30;0;0;4;;0;0
13044251;01;993.31097842;0;1038.4;0.682555622;131119444447;2013;2015;38;2;0;5;;0;0
13044305;01;877.88042525;0;1471;11;111111111114;2013;2015;22;0;0;1;;1;1
13044311;01;627.33691056;0;494;9;111111114414;2013;2015;56;10;0;3;;0;0
13044328;01;990.89567329;0;418.04090909;0.4572925824;444444444441;2013;2015;53;1;0;11;;0;0
13044329;01;755.78744596;0;506.70416667;0;444444444444;2013;2015;53;6;0;12;1;1;0
13044347;01;758.91676911;0;956.16666667;0;444444444444;2013;2015;31;2;0;12;0;1;0
13044384;01;1742.430232;1;632;0;444444444444;2013;2015;57;4;1;12;0;0;0
13044402;02;283.31449705;1;476.25;3.0150307548;444444441111;2013;2015;52;1;0;8;;1;0
13044405;01;567.46403873;0;1435.25;0;444444444444;2013;2015;59;3;1;12;;1;0
13044447;02;968.59790358;0;296.4;1;144444333333;2013;2015;31;4;0;5;1;0;0
13044449;01;1092.71093;0;996.75;0.0129178696;444444444444;2013;2015;47;2;1;12;0;1;0
13044480;01;1033.9283874;0;506.70416667;0;444444444444;2013;2015;45;6;0;12;;1;0
13044502;01;891.94599742;0;707.375;4;411411444444;2013;2015;29;1;0;8;;1;1
13044505;01;1349.9415818;0;506.70416667;0;444444444444;2013;2015;45;2;1;12;;1;0
13044512;01;296.90211908;1;459.845;2;444114444444;2013;2015;36;2;0;10;;1;0
13044611;01;524.27387257;0;1836.7777778;3;444444444111;2013;2015;35;1;0;9;;0;0
13044631;01;708.29772849;0;1001.0833333;0.1300398869;444444444444;2013;2015;60;2;0;12;;0;0
13044640;01;760.92857353;0;737.5;1.6795690972;991144111144;2013;2015;42;0;0;4;;0;0
13044690;01;723.37679621;0;1041.4;2;411444444444;2013;2015;41;0;0;10;;0;0
13044692;01;1063.5095572;0;586;11;111111111114;2013;2015;44;0;0;1;;0;0
13044704;01;536.03417724;0;507.85909091;0;844444444444;2013;2015;60;4;0;11;;1;0
13044708;01;715.13573709;0;1586.125;1;144444444999;2013;2015;32;2;0;8;;1;0
13044716;02;662.24903597;0;1190.875;4;444444411141;2013;2015;42;2;0;8;;0;0
13044725;02;672.06038868;1;670.1;2;114444444444;2013;2015;27;1;0;10;0;1;1
13044731;02;1333.8883762;1;951;8;111111114444;2013;2015;42;3;0;4;;0;0
13044732;01;573.54040211;0;484;6;111111444444;2013;2015;47;0;0;6;;0;0
13044807;02;595.42171531;1;508;5.260894648;111111144444;2013;2015;47;0;0;5;;0;0
13044813;01;1492.5186307;0;337;2.0995843988;444444444111;2013;2015;20;1;0;9;;0;1
13044822;02;505.76907419;1;506.70416667;0;444444444444;2013;2015;36;2;1;12;;1;0
13044839;01;518.6726786;0;506.70416667;0;444444444444;2013;2015;53;8;0;12;;0;0
13044851;01;763.41918299;0;359.87083333;1.4778042774;444444444444;2013;2015;50;22;0;12;1;1;0
13044938;01;343.65008959;1;254.62083333;2.5491262594;444444444444;2013;2015;46;3;0;12;;1;0
13044991;01;731.87599996;1;370.5;4;441111444444;2013;2015;50;3;1;8;;1;0
13045034;01;243.33630462;0;774.33333333;3;444444444111;2013;2015;32;1;0;9;0;1;0
13045063;01;583.18371285;0;423.42857143;5;411111444444;2013;2015;55;3;0;7;;1;0
13045081;02;2555.5006848;0;1418.8;7;111111144444;2013;2015;31;0;0;5;;1;0
13045083;02;480.17108786;1;506.70416667;0;444444444444;2013;2015;32;2;1;12;;1;0
13045085;01;475.19652006;0;1006.75;8;111111114444;2013;2015;28;1;0;4;;0;1
13045097;02;319.75274184;1;164.66666667;6;411114444411;2013;2015;56;2;1;6;;1;0
13045102;01;497.25082868;1;940.58333333;0.2781647911;444444444444;2013;2015;24;2;0;12;;1;1
13045122;01;1027.5227838;0;380.45416667;1.2797302775;444444444444;2013;2015;23;0;0;12;;0;1
13045143;01;572.36203739;1;1157.4545455;0.303139339;944444444444;2013;2015;58;3;1;11;0;1;0
13045175;01;1615.5980659;0;164.66666667;4.5079673938;411114444411;2013;2015;29;5;0;6;;1;1
13045226;01;595.09992623;0;1021.6666667;1.8419651716;111111444444;2013;2015;32;2;0;6;;0;0
13045271;01;574.66688477;0;732.33333333;0;444444444444;2013;2015;49;3;0;12;0;0;0
13045289;01;470.5690047;0;137;4.2387835976;889994444444;2013;2015;32;2;0;7;;0;0
13045316;01;800.74604761;0;346.27222222;0.3892584693;444444444111;2013;2015;38;0;0;9;;1;0
13045324;01;373.34580555;0;1639.875;3;114444444413;2013;2015;35;2;0;8;;0;0
13045343;01;658.29152411;0;506.70416667;0;444444444444;2013;2015;59;8;1;12;;1;0
13045421;01;822.03175947;0;732.90833333;2.2014510273;114444111144;2013;2015;58;0;1;6;1;0;0
13045422;02;411.08091774;1;585.55555556;3;444411144444;2013;2015;36;0;0;9;;1;0
13045430;01;600.16189792;0;1004.3333333;3.1741050914;111111444444;2013;2015;34;0;0;6;;0;0
13045441;05;872.2061174;1;506.70416667;0;444444444444;2013;2015;32;2;0;12;;1;0
13045446;01;619.28693655;0;932;2.4802309551;444444444444;2013;2015;32;3;0;12;;1;0
13045520;02;408.65824756;1;1870;6;222111111444;2013;2015;46;0;0;3;;1;0
13045535;02;460.70308615;1;1489.0833333;2.3992789726;444444444444;2013;2015;41;2;0;12;;1;0
13045563;01;370.14253565;1;310.20416667;1.9712668946;444444444444;2013;2015;53;2;1;12;;1;0
13045579;01;938.32092098;0;502.95416667;0.0378924174;444444444444;2013;2015;33;3;0;12;;1;0
13045624;01;999.01351616;1;684.20714286;1;222244144444;2013;2015;32;3;0;7;;1;0
