ident;noi;wpela15;couple;chom_mens;nbmois_sal;cal0;anref;anleg;age;duree_ss_emploi;pas_diplome;nbmois_cho;ass;sexe;moins_30
13012661;02;2607.9008805;0;451;4.783917693;444444499977;2013;2015;31;2;0;7;;0;0
13012669;01;535.86894828;0;507.85909091;0;944444444444;2013;2015;36;4;0;11;;0;0
13012687;01;494.7027988;1;211.71428571;0.1504624235;141144444417;2013;2015;37;2;0;7;;1;0
13012701;01;330.35366626;0;2207.5;10;111111111144;2013;2015;41;0;0;2;;1;0
13012734;02;600.4002423;1;506.70416667;0;444444444444;2013;2015;55;2;0;12;;1;0
13012739;02;506.14253294;1;1210.1666667;0.8921941908;444444444444;2013;2015;32;2;0;12;;0;0
13012792;02;480.56520165;0;462.95;1;444444444441;2013;2015;22;2;0;11;;0;1
13012792;03;480.56520165;0;901.14285714;3.437875685;444444488888;2013;2015;24;3;0;7;0;1;1
13012822;01;830.48327949;1;350.83333333;1.451107347;222444444444;2013;2015;43;1;0;9;;0;0
13012831;01;636.66496384;1;350;2.2666555118;111444444444;2013;2015;26;2;1;9;;1;1
13012891;02;1438.2570203;0;506.70416667;0;444444444444;2013;2015;42;3;1;12;;1;0
13012916;01;827.40254688;0;266.05625;1.7602750251;444444441111;2013;2015;48;1;1;8;;0;0
13012997;01;1058.1235863;0;2237.3333333;0;444444444444;2013;2015;60;4;0;12;;0;0
13012998;01;274.73338421;0;468.53125;1.3940964827;111144444444;2013;2015;50;2;1;8;;0;0
13013009;01;604.7209524;0;852.66666667;0;444444444444;2013;2015;35;2;0;12;;0;0
13013009;02;604.7209524;0;507.85909091;0;944444444444;2013;2015;31;3;1;11;;1;0
13013025;01;335.55788786;1;444.6;2;411444444444;2013;2015;37;2;0;10;;1;0
13013028;01;571.01428123;0;1301.4285714;5;111114444444;2013;2015;34;2;0;7;;0;0
13013042;02;555.44655845;1;808.71428571;2;177744441444;2013;2015;28;1;0;7;;0;1
13013064;03;285.59205276;1;506.70416667;0;444444444444;2013;2015;55;4;0;12;;0;0
13013094;01;656.33396782;0;444.6;0.4532326805;114444444444;2013;2015;50;0;0;10;1;0;0
13013095;02;412.6940857;1;762.8;7;111444441111;2013;2015;27;0;0;5;0;1;1
13013101;01;557.80570985;0;485.87083333;0.2101306781;444444444444;2013;2015;26;1;0;12;;0;1
13013101;02;557.80570985;0;1368.6666667;6;111111444444;2013;2015;38;3;0;6;;1;0
13013122;01;529.10437896;0;383.87083333;1.2521721558;444444444444;2013;2015;45;2;1;12;;0;0
13013131;01;755.28753411;0;1087;5;444444411111;2013;2015;38;1;0;7;0;0;0
13013147;01;575.26783448;0;1242;10;111111111144;2013;2015;26;0;0;2;;1;1
13013170;02;693.74025818;0;1068;0;444444444444;2013;2015;59;2;0;12;;0;0
13013175;01;406.18780821;0;390.34285714;2.0383167889;111144414444;2013;2015;46;0;0;7;;0;0
13013183;01;860.95099505;0;464.70416667;0.428012078;444444444444;2013;2015;51;2;0;12;;0;0
13013201;01;1046.237149;0;7407.5;1;144999999999;2013;2015;31;2;0;2;;1;0
13013223;01;522.34624965;0;801.4;0.4159553998;444444411444;2013;2015;54;5;1;10;0;1;0
13013224;01;485.26352812;0;459.68888889;0.5201595475;444444444999;2013;2015;39;2;0;9;;1;0
13013226;01;380.73113554;1;506.70416667;0;444444444444;2013;2015;60;5;1;12;;1;0
13013236;01;851.13534229;0;1177;8;441111111144;2013;2015;30;1;0;4;0;0;0
13013277;02;274.02871645;1;770.75;2.5275964769;444444488488;2013;2015;47;3;0;8;;1;0
13013298;01;844.89247688;0;506.70416667;0;444444444444;2013;2015;42;4;0;12;;1;0
13013311;01;524.94809716;1;969.71428571;5;444411144114;2013;2015;30;0;0;7;;0;0
13013341;02;506.88155794;0;838.75;4;144444444111;2013;2015;53;1;1;8;0;1;0
13013351;01;548.45129566;1;346.27222222;3;444444444111;2013;2015;55;8;0;9;;1;0
13013354;01;691.21735418;0;661;0.5236043128;444444411444;2013;2015;40;1;0;10;0;1;0
13013360;01;677.37908546;0;506.70416667;0;444444444444;2013;2015;63;9;1;12;;1;0
13013412;02;509.45361328;1;494;0;333344444444;2013;2015;59;4;1;8;1;1;0
13013421;01;1298.3865284;0;348.13181818;1.4846938079;944444444444;2013;2015;42;0;1;11;;1;0
13013430;01;112.46868014;0;59.5;4.1957240324;887777774444;2013;2015;47;7;1;4;;0;0
13013453;02;486.51267948;0;510.93888889;0;488844444444;2013;2015;46;9;0;9;;0;0
13013488;01;778.88451795;0;507.85909091;0;944444444444;2013;2015;33;5;0;11;;1;0
13013513;01;423.54772025;1;1359.6666667;9;111111111444;2013;2015;41;0;1;3;;1;0
13013522;02;326.72127921;0;569;11;111111111114;2013;2015;43;1;0;1;;1;0
13013553;01;644.15921257;0;608.045;2;444444441144;2013;2015;35;3;0;10;;0;0
13013558;01;541.88811228;0;418.04090909;0.8165077779;444444444441;2013;2015;44;1;1;11;1;1;0
13013565;01;403.78228821;0;506.70416667;0;444444444444;2013;2015;57;5;0;12;;1;0
13013566;01;393.8422013;0;1399.0833333;1.7309945208;444444444444;2013;2015;50;2;0;12;;0;0
13013607;01;710.58442315;0;1265;3.4113017819;111111111144;2013;2015;24;0;0;2;;0;1
13013627;01;650.01822794;1;506.70416667;0;444444444444;2013;2015;30;2;1;12;;1;0
13013643;01;343.49222838;0;501.87083333;0.048226713;444444444444;2013;2015;55;3;1;12;;1;0
13013653;01;406.07833137;0;369.6;7;411111444411;2013;2015;28;1;0;5;;1;1
13013687;01;1158.1229566;0;1877.5;8;411111111444;2013;2015;29;1;0;4;;0;1
13013719;01;2452.669414;0;895.5;0;444444444444;2013;2015;64;3;0;12;0;0;0
13013721;01;460.84942666;0;676;10;111111111144;2013;2015;24;0;0;2;;1;1
13013723;01;552.89319785;1;885.41666667;1.8438105816;444444444444;2013;2015;27;1;0;12;0;1;1
13013725;01;709.69596919;1;881.44444444;3;144411444444;2013;2015;29;1;1;9;;1;1
13013750;02;416.00941004;1;506.70416667;0;444444444444;2013;2015;49;4;1;12;;1;0
13013753;01;562.40139492;0;1721.4285714;5;411144444411;2013;2015;48;1;0;7;;1;0
13013764;01;1051.7218394;0;1920.3333333;0;444444444444;2013;2015;45;2;0;12;;1;0
13013785;01;680.21391948;1;506.70416667;0;444444444444;2013;2015;43;3;1;12;;1;0
13013822;01;850.13749838;0;470;3;444444444111;2013;2015;25;0;0;9;;1;1
13013842;01;811.38749254;0;1456.1428571;4;444444411117;2013;2015;35;2;0;7;;1;0
13013862;01;466.09235874;1;928.6;7;111111144444;2013;2015;52;1;0;5;;1;0
13013891;01;275.01356439;1;1933;9;411111141114;2013;2015;57;1;0;3;;1;0
13013918;03;817.94983467;1;1134;3.5973191036;911111111144;2013;2015;25;2;0;2;0;0;1
13013991;01;762.07154903;0;1657.875;4;444444441111;2013;2015;39;0;0;8;;1;0
13013995;02;355.71472056;0;888;7;111111144444;2013;2015;23;0;0;5;;1;1
13014027;01;353.44537743;1;193.5;2;114443344444;2013;2015;18;2;0;8;;1;1
13014085;01;473.08331339;1;580.945;0.2290768868;114444444444;2013;2015;40;2;0;10;;0;0
13014101;01;560.6360539;1;950.25;5.0190229189;411111111444;2013;2015;25;1;0;4;;1;1
13014113;02;581.55479521;1;680.71428571;5;444444411111;2013;2015;40;1;0;7;;1;0
13014134;01;855.76849501;1;890.16666667;2;144441448888;2013;2015;44;1;1;6;0;1;0
13014245;01;537.84364076;1;825.5;6;114444441111;2013;2015;38;1;0;6;0;1;0
13014322;04;1220.2638177;0;507.85909091;0;544444444444;2013;2015;51;6;1;11;;0;0
13014326;01;917.14433028;0;418.04090909;0.7165111648;444444444441;2013;2015;43;2;1;11;1;0;0
13014328;01;432.65644317;0;984.5;2;444441144444;2013;2015;36;1;0;10;;1;0
13014355;02;484.65631044;1;1064;1.3796284688;444444444444;2013;2015;36;2;0;12;;1;0
13014358;01;688.45235525;0;541.31363636;0.1067877217;144444444444;2013;2015;58;8;1;11;1;1;0
13014466;01;620.09668503;0;2397;0;422222222222;2013;2015;43;1;0;1;;1;0
13014473;01;868.05344386;0;1864.75;0;444444444444;2013;2015;56;3;0;12;;1;0
13014482;01;794.89016025;0;3884;4.4794742643;111111111144;2013;2015;39;2;0;2;;1;0
13014505;01;486.48087225;1;1495.6666667;9;111111111444;2013;2015;50;0;0;3;;0;0
13014523;01;328.85023745;0;1305;1.9368438479;111444441111;2013;2015;42;1;0;5;;0;0
13014525;02;456.52501374;0;977.66666667;0.1231503565;444444444444;2013;2015;58;2;1;12;;0;0
13014590;02;399.56113384;0;461.85714286;4.1139108586;444444411111;2013;2015;23;1;0;7;;0;1
13014605;01;358.87934277;1;798.16666667;4.443747128;444444911111;2013;2015;32;1;1;6;;1;0
13014630;01;1277.082967;0;506.70416667;0;444444444444;2013;2015;41;3;0;12;;1;0
13014632;01;441.38384109;0;1253.375;4;444444441111;2013;2015;51;1;1;8;0;1;0
13014657;01;685.77026761;1;925.90909091;0;444444444449;2013;2015;42;3;0;11;;1;0
13014669;01;871.32133902;0;1159.1111111;3;411144444444;2013;2015;52;0;0;9;0;1;0
13014699;04;635.62684001;0;764.28571429;5;411444444111;2013;2015;38;0;0;7;;1;0
13014699;05;635.62684001;0;1932;8.8297944386;111111111444;2013;2015;34;0;0;3;;0;0
13014706;02;422.54161961;0;1189.1666667;4.7804729278;444411111144;2013;2015;32;1;0;6;;0;0
13014731;01;415.9217185;0;220.375;0.6527830083;444444411114;2013;2015;30;1;1;8;;0;0
13014731;02;415.9217185;0;289.70416667;2.1943154423;444444444444;2013;2015;31;2;1;12;;1;0
13014765;02;391.57482536;1;1146.8888889;0.5322162258;444444444331;2013;2015;32;3;1;9;0;0;0
13014784;01;767.61050427;0;506.70416667;0;444444444444;2013;2015;57;4;0;12;;1;0
13014791;01;682.09607396;0;444.6;1.0235873783;114444444444;2013;2015;44;2;0;10;;0;0
13014832;02;412.91385047;0;479.45416667;0.2755812172;444444444444;2013;2015;57;2;0;12;;1;0
13014860;01;713.04493568;0;1286.5555556;2;444444444119;2013;2015;62;2;0;9;0;1;0
13014907;01;999.3994992;0;706.72727273;1;444444444441;2013;2015;22;4;0;11;0;1;1
13014914;01;590.11197928;0;48.333333333;0.1963516173;444441111143;2013;2015;27;1;0;6;;0;1
13014922;01;603.38142462;0;507.85909091;0;944444444444;2013;2015;24;2;1;11;;1;1
13014940;01;842.30049312;0;828.4;6.8362842029;111111144444;2013;2015;45;0;0;5;;1;0
13014940;03;842.30049312;0;506.70416667;0;444444444444;2013;2015;46;2;0;12;;0;0
13014946;01;936.20031237;1;506.70416667;0;444444444444;2013;2015;48;5;1;12;;1;0
13014950;01;551.42505262;0;659.91666667;0.0266969304;444444444444;2013;2015;57;4;1;12;0;0;0
13014951;01;937.65468751;0;833;3;111444443334;2013;2015;49;1;0;6;;0;0
13014964;02;730.075567;0;832.25;7.3192648916;411111111444;2013;2015;33;1;0;4;;0;0
13014969;01;498.62415854;0;506.70416667;0;444444444444;2013;2015;43;4;0;12;;0;0
13014975;01;481.8498049;1;1930.5;8;111111114444;2013;2015;28;2;0;4;;1;1
13014995;01;636.66422593;0;1652;3.868471337;444111144444;2013;2015;56;2;0;8;0;0;0
13015002;01;535.72976356;0;1147.3333333;0.0861191304;774414444444;2013;2015;26;2;0;9;;1;1
13015007;01;807.26469029;0;506.70416667;0;444444444444;2013;2015;59;6;0;12;;1;0
13015008;02;1007.6724388;0;1066;0;444444444444;2013;2015;28;2;0;12;;0;1
13015017;01;725.80589296;0;1634.6363636;1;414444444444;2013;2015;45;1;0;11;;0;0
13015018;01;397.41303407;0;608.045;2;114444444444;2013;2015;58;4;1;10;;0;0
13015024;01;604.97912006;0;506.70416667;0;444444444444;2013;2015;38;3;0;12;1;0;0
13015028;01;672.30979929;0;506.70416667;0;444444444444;2013;2015;42;2;1;12;;1;0
13015045;01;2927.7411407;0;500;4.5582855714;114411444441;2013;2015;31;1;0;7;;1;0
13015047;02;565.14663337;0;404;0.838382037;911114414144;2013;2015;22;0;0;5;;0;1
13015077;01;1025.6830234;0;949.5;10;111111111144;2013;2015;22;0;0;2;;1;1
13015078;01;602.09617706;0;288.4;2.3708596595;444111111443;2013;2015;34;1;0;5;;1;0
13015083;02;937.69504471;1;920.71428571;1.2943705297;111144444441;2013;2015;33;0;0;7;0;1;0
13015101;01;944.43373186;0;2468;0;444444444444;2013;2015;59;3;0;12;0;1;0
13015131;01;287.75086742;1;423.42857143;5;111114444444;2013;2015;38;4;0;7;;1;0
13015137;01;532.33280738;0;1285.3333333;9;111111111444;2013;2015;38;0;0;3;;0;0
13015174;01;856.09324024;0;444.6;2;114444444444;2013;2015;51;1;1;10;;0;0
13015186;01;570.99854105;0;332.37083333;1.762858599;444444444444;2013;2015;23;3;0;12;;0;1
13015186;02;570.99854105;0;884.8;7;111111444441;2013;2015;23;2;0;5;;1;1
13015241;02;506.49324847;0;609.88888889;3;144444444411;2013;2015;56;2;1;9;0;1;0
13015252;04;454.2091929;0;506.70416667;0;444444444444;2013;2015;49;11;0;12;;0;0
13015287;01;556.17549494;0;1856.5555556;3;444444444111;2013;2015;39;1;0;9;0;0;0
13015350;02;973.81197335;1;373.0625;4;111144444444;2013;2015;50;0;0;8;;0;0
13015360;01;476.64570986;1;506.70416667;0;444444444444;2013;2015;57;4;0;12;;1;0
13015367;01;1010.1982058;0;2600.5714286;5;444444411111;2013;2015;36;1;0;7;;1;0
13015367;02;1010.1982058;0;965.5;3;444444222111;2013;2015;29;1;0;6;;0;1
13015396;01;581.23462205;0;724;8;111111114444;2013;2015;25;0;0;4;;0;1
13015448;01;546.52999083;1;506.70416667;0;444444444444;2013;2015;50;9;1;12;;1;0
13015481;01;612.06696972;1;1730.3333333;0;444444444444;2013;2015;57;2;1;12;0;0;0
13015486;01;760.95304345;0;759.71428571;3;444984444111;2013;2015;30;1;0;7;;1;0
13015501;01;607.27732019;0;411.3;2;444411444444;2013;2015;28;2;0;10;;0;1
13015537;01;307.39460519;0;892.75;0;444444444444;2013;2015;30;2;0;12;;1;0
13015566;02;966.92803035;1;506.70416667;0;444444444444;2013;2015;48;2;1;12;;1;0
13015616;01;413.28358276;0;506.70416667;0;444444444444;2013;2015;24;3;0;12;;0;1
13015616;02;413.28358276;0;900.4;0.8784151299;444444441144;2013;2015;25;2;1;10;0;1;1
13015622;01;408.64109434;0;2459.3333333;6.0832093159;111114111344;2013;2015;44;1;0;3;;1;0
13015622;02;408.64109434;0;200;2.9482269151;111111114444;2013;2015;37;0;0;4;;0;0
13015623;01;814.97496812;0;927.33333333;0;444444444444;2013;2015;30;2;0;12;0;0;0
13015651;02;589.84455348;1;438.145;0.6028339127;444444444499;2013;2015;47;5;0;10;;0;0
13015658;01;578.37592173;0;993;3.6471451719;444444111144;2013;2015;36;1;0;8;0;1;0
13015658;02;578.37592173;0;4404.3333333;1.6543484947;222222244411;2013;2015;36;0;0;3;;0;0
13015682;01;738.27859685;0;506.70416667;0;444444444444;2013;2015;42;2;1;12;;0;0
13015682;02;738.27859685;0;506.70416667;0;444444444444;2013;2015;45;4;1;12;;1;0
13015699;01;786.41970668;1;499.14285714;5;441111144444;2013;2015;60;1;1;7;;1;0
13015704;01;543.24050075;0;506.70416667;0;444444444444;2013;2015;60;5;0;12;;1;0
13015742;01;480.22277972;1;506.70416667;0;444444444444;2013;2015;44;7;0;12;1;1;0
13015771;01;723.64677201;0;1041.375;2.3369041167;114144444447;2013;2015;35;1;0;8;;0;0
13015816;01;670.50591763;1;291.36363636;1;444444444414;2013;2015;34;1;0;11;0;1;0
13015837;01;511.62518234;0;423.42857143;2;114644444466;2013;2015;42;6;1;7;;0;0
13015839;01;403.33487917;1;506.70416667;0;444444444444;2013;2015;44;3;0;12;;0;0
13015911;01;660.4115639;0;506.70416667;0;444444444444;2013;2015;44;6;1;12;;0;0
13015915;01;428.19783696;0;1690.5;10;111111111144;2013;2015;48;0;0;2;;1;0
13015915;02;428.19783696;0;899.75;0;444444444444;2013;2015;41;1;0;12;0;0;0
13015917;01;636.36374969;0;1641.6;7;441441111114;2013;2015;41;2;1;5;0;1;0
13015945;01;790.75702742;0;2581.3333333;4.1018541803;333444444444;2013;2015;38;2;0;9;;1;0
13015945;02;790.75702742;0;506.70416667;0;444444444444;2013;2015;35;4;0;12;;0;0
13015952;01;1093.0909837;0;2017.6;7;411111114444;2013;2015;28;0;0;5;0;0;1
13015956;01;644.31280888;0;45.25;2.7316988159;444444444444;2013;2015;31;1;1;12;;1;0
13015978;01;1062.1255979;1;1151.3333333;0;444222222444;2013;2015;53;1;1;6;0;1;0
13016033;01;574.91450526;0;509.245;0;334444444444;2013;2015;42;2;1;10;;0;0
13016050;01;787.99850396;0;801.55555556;3;444444444111;2013;2015;30;1;0;9;0;1;0
13016058;01;793.79628541;0;507.85909091;0;944444444444;2013;2015;51;5;0;11;1;1;0
13016080;02;1171.4891957;1;494;0;222222244422;2013;2015;45;3;0;3;;0;0
13016089;01;668.00641066;0;404.18181818;1;414444444444;2013;2015;52;1;0;11;;0;0
13016122;02;596.00702663;1;506.70416667;0;444444444444;2013;2015;44;6;0;12;;0;0
13016134;01;1423.8303932;0;608.045;1;544414444444;2013;2015;60;2;0;10;;0;0
13016172;01;839.38454209;1;1110.75;8;411144111114;2013;2015;22;0;0;4;;0;1
13016188;02;676.65117798;0;7.9583333333;4.8485070408;344444477777;2013;2015;24;4;0;6;;0;1
13016241;01;724.13510537;0;211.95416667;2.9883338244;444444444444;2013;2015;46;5;0;12;;1;0
13016243;01;539.38856084;0;260.5375;2.4785085725;444444444444;2013;2015;34;2;0;12;;1;0
13016295;01;571.1603625;0;473.37083333;0.3367257998;444444444444;2013;2015;36;13;1;12;;0;0
13016305;02;318.91213348;0;601.85714286;5;411111444444;2013;2015;26;2;0;7;;0;1
13016346;01;662.22412304;0;888.91666667;0;444444444444;2013;2015;59;2;0;12;0;0;0
13016369;01;612.94060138;0;900;5;411111444444;2013;2015;34;2;0;7;;0;0
13016385;02;565.76547639;1;506.70416667;0;444444444444;2013;2015;56;6;0;12;;0;0
13016397;01;643.71320802;1;494;0;222224444444;2013;2015;57;0;0;7;;0;0
13016418;04;750.52670731;1;77.125;2.5654888942;444444111441;2013;2015;24;1;0;8;;1;1
13016433;01;457.94196418;0;856;6.8714454136;441111111444;2013;2015;52;1;0;5;;0;0
13016442;02;654.31819255;1;411.2875;0.9585059212;444444444444;2013;2015;23;2;0;12;;0;1
13016490;02;274.70147287;1;1225.9090909;1;444444444441;2013;2015;53;1;0;11;;0;0
13016514;01;792.77085147;0;859.25;3.8624429978;114444444411;2013;2015;25;1;0;8;0;0;1
13016519;01;408.70540608;0;663.25;0;444444444444;2013;2015;60;4;0;12;0;0;0
13016526;01;573.36082911;0;413.16666667;3.0632574679;444444444444;2013;2015;32;3;0;12;0;0;0
13016526;02;573.36082911;0;404.18181818;1;144444444444;2013;2015;33;5;1;11;;1;0
13016541;01;503.15348977;0;447.7875;0.5976667649;444444444444;2013;2015;47;2;0;12;;0;0
13016541;02;503.15348977;0;625.33333333;3;444444444111;2013;2015;47;1;0;9;;1;0
13016543;02;490.87930923;1;506.70416667;0;444444444444;2013;2015;48;2;0;12;;0;0
13016553;01;477.43420486;1;1249.9;2;444444444411;2013;2015;29;0;1;10;;1;1
13016557;01;573.11729975;1;1593.3333333;1;149999944444;2013;2015;31;2;0;6;;1;0
13016559;02;410.61525953;1;506.70416667;0;444444444444;2013;2015;59;2;1;12;;1;0
13016562;02;422.36163789;1;452.95416667;0.5451340953;444444444444;2013;2015;42;5;1;12;1;1;0
13016622;01;1887.4217154;0;476.75;5;133311114444;2013;2015;23;1;0;4;;0;1
13016632;01;150.60159231;1;462.95;1;444444444441;2013;2015;54;2;0;11;;0;0
13016641;01;847.33171253;0;6451.075;0.1067877217;333111111114;2013;2015;35;1;0;1;;0;0
13016645;01;494.99615614;0;13858;1;222221443333;2013;2015;50;2;0;2;0;1;0
13016648;04;448.73401453;1;926.66666667;0;444444444444;2013;2015;37;2;0;12;;1;0
13016652;01;717.22441083;0;1451.8888889;3;111444444444;2013;2015;26;2;0;9;;1;1
13016696;01;755.35636495;0;1016.1666667;0.331558652;444444444444;2013;2015;26;2;0;12;;0;1
13016774;01;1059.8773042;1;506.70416667;0;444444444444;2013;2015;30;3;0;12;;0;0
13016788;01;575.38953696;0;532.1125;0;548888884448;2013;2015;60;13;1;4;1;1;0
13016826;01;428.38701149;0;126.77575758;0;744444444444;2013;2015;42;1;0;11;;1;0
13016829;01;613.90653053;0;710.375;0;333344444444;2013;2015;27;2;0;8;;0;1
13016852;01;191.73218022;0;613.66666667;3;444444444111;2013;2015;46;1;1;9;0;0;0
13016856;01;680.10906865;1;515.77857143;0;444444433333;2013;2015;61;4;0;7;;0;0
13016950;01;510.03568754;1;418.04090909;0.7010097213;444444444441;2013;2015;26;2;1;11;;1;1
13016951;01;480.88511655;0;356.20416667;0;444444444444;2013;2015;59;5;0;12;;0;0
13016994;01;1314.990011;0;404.18181818;1;144444444444;2013;2015;20;2;0;11;;1;1
13017014;01;642.80774366;0;679.66666667;6;111111444444;2013;2015;24;0;0;6;;1;1
13017024;01;690.60023511;1;1671.8;2;444444444411;2013;2015;56;1;1;10;;0;0
13017049;01;305.24682689;1;444.6;1.6913797208;411444444444;2013;2015;50;4;0;10;;1;0
13017051;01;615.34701323;0;461.87083333;0.447819478;444444444444;2013;2015;27;3;0;12;;0;1
13017051;02;615.34701323;0;938.4;7;111111144444;2013;2015;26;0;0;5;;1;1
13017054;01;2223.9598353;0;444.6;2;114444444444;2013;2015;42;2;0;10;;1;0
13017054;02;2223.9598353;0;395.2;1;144444444446;2013;2015;40;3;0;10;;0;0
13017128;01;801.00942162;1;864.875;4;144444444111;2013;2015;29;1;0;8;;1;1
13017144;01;620.09608913;0;1223.8333333;0.1122501351;771114444441;2013;2015;33;0;1;6;0;0;0
13017154;01;534.53839483;0;506.70416667;0;444444444444;2013;2015;50;5;0;12;;0;0
13017161;02;248.30931578;0;825.5;4;111144444444;2013;2015;35;2;1;8;;1;0
13017178;02;509.58056339;1;506.70416667;0;444444444444;2013;2015;49;12;1;12;;1;0
13017221;01;493.50292736;0;1224.1428571;5;444444411111;2013;2015;32;1;0;7;0;1;0
13017221;02;493.50292736;0;910.66666667;9;111111111444;2013;2015;29;0;0;3;;0;1
13017227;02;751.47229338;0;506.70416667;0;444444444444;2013;2015;50;5;1;12;;1;0
13017253;01;352.52202296;1;3723;4.1962161418;111111111114;2013;2015;26;0;0;1;;1;1
13017301;02;362.48013016;1;1732;1.1600246863;112222221444;2013;2015;30;0;0;3;;1;0
13017390;01;485.65637212;0;444.6;0.0163872402;114444444444;2013;2015;53;1;0;10;;0;0
13017427;03;616.89151082;0;51.333333333;4;991111444444;2013;2015;21;0;0;6;;0;1
13017458;01;800.84641925;0;5036;0.4251824495;441111111114;2013;2015;63;2;0;3;;1;0
13017461;01;626.71801352;0;70.5;1.0179281212;444411111414;2013;2015;36;10;0;6;;0;0
13017463;01;974.30466161;0;77;0;444433333333;2013;2015;28;2;0;4;;0;1
13017477;07;520.51529623;0;506.70416667;0;444444444444;2013;2015;40;3;1;12;;1;0
13017512;01;702.74084977;0;741.44444444;2.4776473812;444444444111;2013;2015;40;1;1;9;;0;0
13017551;01;877.76798609;0;506.70416667;0;444444444444;2013;2015;43;4;1;12;;0;0
13017558;01;807.11920196;0;327.24375;3.5911677371;144441114444;2013;2015;48;1;1;8;1;1;0
13017560;01;716.07632292;0;544.42857143;1.0235873783;111448844444;2013;2015;46;2;0;7;;0;0
13017580;04;666.14865727;1;689.09090909;1;444444444144;2013;2015;51;1;1;11;0;1;0
13017604;01;600.16160856;1;352.85714286;4;411114444494;2013;2015;55;2;1;7;1;1;0
13017617;01;202.53985297;1;506.70416667;0;444444444444;2013;2015;58;5;0;12;1;1;0
13017618;01;416.8603003;1;651.85714286;3.5386350676;777774444444;2013;2015;32;2;0;7;;0;0
13017626;01;719.14249767;0;995.4;0.2299380781;344444444442;2013;2015;44;1;0;10;;0;0
13017651;01;363.03777816;0;980.16666667;0;444444444444;2013;2015;29;2;0;12;;1;1
13017651;02;363.03777816;0;653.75;3;141419444444;2013;2015;31;0;0;8;;0;0
13017669;01;785.15503822;0;418.04090909;0.4994909562;444444444441;2013;2015;51;1;0;11;;1;0
13017679;02;888.66160341;0;382.33333333;2.6920840159;444499777844;2013;2015;24;2;0;6;0;0;1
13017726;01;579.98306994;1;506.70416667;0;444444444444;2013;2015;42;18;0;12;;1;0
13017755;01;522.16893527;1;252.87083333;2.590463442;444444444444;2013;2015;50;5;1;12;1;1;0
13017756;01;888.49702558;1;1307.5;0;444444444444;2013;2015;41;2;0;12;;1;0
13017774;01;542.02922305;1;430.45416667;0.7716274083;444444444444;2013;2015;47;2;0;12;;1;0
13017790;01;700.75122859;0;646.45;0;422222222222;2013;2015;56;0;0;1;;0;0
13017793;01;660.30976973;0;1376.2;6.985983857;111111144444;2013;2015;59;0;0;5;;1;0
13017793;02;660.30976973;0;1023.1666667;0;444444444444;2013;2015;57;9;1;12;0;0;0
13017848;01;1339.7202822;0;506.70416667;0;444444444444;2013;2015;36;6;0;12;;0;0
13017895;01;810.08998103;0;507.85909091;0;444444444443;2013;2015;54;19;1;11;;1;0
13017913;01;720.58133576;0;906.33333333;0;444444444444;2013;2015;35;2;0;12;0;0;0
13017948;02;884.42948295;1;446.04090909;0.9955371473;144444444444;2013;2015;49;2;0;11;;1;0
13017956;01;312.17281297;1;1123.2222222;3;111444444444;2013;2015;30;3;1;9;;0;0
13017958;01;735.66875123;0;923.16666667;0;444444444444;2013;2015;60;2;0;12;;0;0
13017960;01;615.59511976;0;711.92142857;0.5216358755;111114444444;2013;2015;56;6;1;7;;0;0
13017968;01;551.16386832;0;15508;0;545555555555;2013;2015;63;5;0;1;0;1;0
13017984;01;1077.1957581;1;1620.3333333;6;111111444444;2013;2015;32;2;1;6;;1;0
13018025;01;487.00121914;0;2133.25;8;111111114444;2013;2015;46;0;0;4;;1;0
13018042;01;434.59365243;1;2127.5;10;111111111144;2013;2015;42;0;0;2;;1;0
13018054;01;350.89970185;0;1187.6;7;444111111144;2013;2015;50;15;1;5;;1;0
13018095;02;451.74505856;1;493.76818182;0.5485788606;444144444444;2013;2015;56;4;1;11;;0;0
13018097;01;523.03575558;0;506.70416667;0;444444444444;2013;2015;54;4;0;12;;0;0
13018101;01;981.96310107;0;506.70416667;0;444444444444;2013;2015;61;6;0;12;;1;0
13018109;01;435.69827397;1;610.28571429;5;111144444441;2013;2015;29;0;0;7;;1;1
13018159;01;599.70187433;0;1591.4444444;3;441114444444;2013;2015;62;2;0;9;;0;0
13018173;01;640.36619617;0;743.5;5;111114444222;2013;2015;39;1;0;4;;0;0
13018173;02;640.36619617;0;1432;4.0073445861;111111111444;2013;2015;42;0;0;3;;1;0
13018189;01;547.44660288;1;1072;8;411111111444;2013;2015;47;0;1;4;;1;0
13018214;01;707.56501378;0;744.33333333;0;444444444444;2013;2015;31;3;0;12;0;0;0
13018269;01;679.19755879;0;606.5;6;441111444411;2013;2015;24;0;0;6;;1;1
13018269;02;679.19755879;0;1133.25;2.8376253462;777774444111;2013;2015;23;1;0;4;;0;1
13018296;01;363.71518731;1;494;0;889994448882;2013;2015;61;1;0;3;;1;0
13018310;01;575.87388558;0;506.70416667;0;444444444444;2013;2015;44;2;0;12;;1;0
13018312;03;470.9758657;1;434;0;334444443334;2013;2015;26;2;0;7;0;1;1
13018345;01;550.8507047;0;2652.1666667;0;444444444444;2013;2015;45;2;0;12;0;0;0
13018345;02;550.8507047;0;3539.8;7;111111144444;2013;2015;50;0;0;5;;1;0
