"proba_ass";"ident";"noi";"wpela16"
0.057;"14015870";"2";1136.9342054
0.354;"14015873";"1";522.87289939
0.008;"14015873";"2";522.87289939
0.312;"14015879";"1";548.2683033
0.062;"14015882";"2";389.99689824
0.06;"14015887";"1";660.55594179
0.012;"14015891";"2";430.22686442
0.117;"14015900";"2";186.96751209
0.021;"14015918";"1";443.86071791
0.035;"14015929";"1";1609.3633909
0.036;"14015929";"2";1609.3633909
0.023;"14015942";"1";1223.9546279
0.139;"14015963";"1";545.17056298
0.109;"14015971";"1";566.26961854
0.123;"14015987";"1";1224.4995178
0.058;"14015993";"1";406.03227857
0.027;"14016024";"1";386.09759757
0.216;"14016051";"1";561.55720124
0.367;"14016053";"2";350.88725782
0.199;"14016065";"2";3156.6120456
0.035;"14016068";"3";272.23720411
0.714;"14016073";"1";523.62850426
0.079;"14016083";"1";406.78638503
0.119;"14016089";"2";445.217831
0.046;"14016111";"1";507.12630683
0.081;"14016149";"1";620.18755231
0.692;"14016160";"1";597.62455712
0.116;"14016163";"2";399.46746154
0.048;"14016171";"1";592.31333618
0.352;"14016172";"1";573.72134276
0.024;"14016189";"1";663.33691529
0.214;"14016190";"1";407.39826781
0.12;"14016204";"1";913.65611489
0.367;"14016206";"1";285.08833947
0.12;"14016231";"1";604.56228071
0.058;"14016260";"2";810.9022775
0.329;"14016272";"1";388.41269375
0.589;"14016323";"1";489.91469828
0.179;"14016331";"1";501.72637323
0.138;"14016335";"2";519.35947399
0.265;"14016340";"1";736.28897741
0.032;"14016349";"1";720.6525869
0.127;"14016363";"1";431.41669371
0.017;"14016376";"2";663.92233727
0.226;"14016417";"1";567.94713302
0.016;"14016428";"2";1145.7932955
0.173;"14016430";"1";830.1551182
0.214;"14016437";"1";1134.1997424
0.177;"14016440";"1";350.01398031
0.817;"14016441";"1";623.88283536
0.013;"14016446";"2";633.08956747
0.051;"14016453";"2";343.30201291
0.036;"14016503";"2";962.85865822
0.402;"14016525";"2";454.78430093
0.005;"14016542";"2";327.20603044
0.142;"14016544";"2";947.16772421
0.033;"14016554";"1";428.06440593
0.012;"14016554";"2";428.06440593
0.01;"14016575";"1";627.6736058
0.02;"14016595";"1";807.46021378
0.021;"14016612";"1";219.44085788
0.144;"14016615";"2";585.68794682
0.325;"14016624";"2";541.94917046
0.045;"14016630";"1";609.34370761
0.078;"14016637";"1";692.42654721
0.265;"14016639";"1";411.86624383
0.304;"14016642";"2";388.37229041
0.26;"14016682";"1";465.70834182
0.032;"14016697";"2";1358.2303984
0.259;"14016713";"1";457.24041544
0.071;"14016718";"1";388.38060179
0.074;"14016748";"2";634.42602921
0.038;"14016755";"1";861.89728116
0.403;"14016762";"2";892.04784695
0.018;"14016764";"2";719.51626643
0.585;"14016771";"2";499.67925162
0.028;"14016786";"1";646.30862151
0.017;"14016786";"2";646.30862151
0.016;"14016788";"1";980.91468308
0.131;"14016818";"1";921.87999571
0.163;"14016826";"1";511.96870743
0.062;"14016841";"1";426.20520836
0.146;"14016844";"1";944.00723019
0.222;"14016847";"1";522.80535433
0.009;"14016892";"2";646.56046016
0.043;"14016895";"1";468.75880802
0.048;"14016896";"1";475.82686184
0.248;"14016899";"1";637.63834266
0.089;"14016906";"1";706.19633224
0.368;"14016923";"2";486.33189284
0.083;"14016927";"1";812.10830115
0.041;"14016931";"2";661.78292854
0.066;"14016941";"1";481.84365876
0.918;"14016942";"1";478.62385519
0.225;"14016946";"2";353.43084313
0.158;"14016951";"2";445.91878945
0.053;"14016963";"2";435.47854157
0.134;"14016966";"2";906.10152218
0.092;"14016980";"2";762.51106429
0.13;"14016987";"1";380.81126724
0.396;"14016989";"1";571.89004679
0.186;"14017007";"1";327.84396342
0.124;"14017025";"1";675.62855698
0.544;"14017028";"2";408.47659166
0.027;"14017034";"1";727.30901426
0.688;"14017036";"1";544.41329859
0.027;"14017058";"2";732.44640504
0.11;"14017086";"2";550.91970373
0.059;"14017116";"2";750.04302451
0.01;"14017132";"1";494.17255561
0.017;"14017134";"1";838.50551205
0.196;"14017156";"1";941.82835659
0.152;"14017198";"1";436.97906355
0.073;"14017219";"1";415.20323246
0.783;"14017222";"4";454.48315239
0.618;"14017240";"2";529.34004067
0.209;"14017286";"2";607.00426256
0.175;"14017288";"2";661.96835442
0.367;"14017289";"2";414.55910201
0.369;"14017293";"2";989.7930122
0.022;"14017323";"1";382.75622814
0.206;"14017344";"2";428.49904454
0.279;"14017359";"1";321.27595365
0.047;"14017359";"2";321.27595365
0.309;"14017365";"2";241.90452925
0.078;"14017376";"2";659.44573551
0.966;"14017383";"1";340.43702424
0.022;"14017388";"1";1017.8928691
0.018;"14017388";"2";1017.8928691
0.014;"14017390";"2";5385.6679498
0.125;"14017412";"2";341.61160654
0.408;"14017415";"1";366.8846739
0.032;"14017425";"2";525.80041133
0.196;"14017426";"1";735.47254745
0.01;"14017430";"1";976.00782976
0.057;"14017450";"2";349.97168652
0.372;"14017484";"1";444.19167293
0.039;"14017500";"1";767.30994606
0.054;"14017503";"2";589.86645151
0.013;"14017531";"1";516.80844337
0.127;"14017542";"2";337.27479398
0.027;"14017555";"1";1994.9868174
0.062;"14017555";"2";1994.9868174
0.146;"14017579";"1";761.20892854
0.018;"14017589";"1";501.77392498
0.461;"14017610";"1";331.04846286
0.104;"14017610";"2";331.04846286
0.026;"14017624";"2";555.6066002
0.162;"14017625";"1";668.01695063
0.002;"14017635";"1";428.26522938
0.262;"14017648";"1";421.72521507
0.399;"14017660";"2";525.79417734
0.388;"14017662";"2";937.77662183
0.025;"14017687";"1";421.38493618
0.018;"14017692";"2";686.47570981
0.232;"14017697";"2";255.19055666
0.451;"14017705";"2";1883.067651
0.034;"14017711";"1";1977.5027269
0.205;"14017719";"2";703.24716522
0.008;"14017738";"2";812.83595622
0.102;"14017759";"2";333.85601679
0.418;"14017787";"1";888.24940918
0.089;"14017790";"1";1035.483431
0.033;"14017857";"1";1897.3374931
0.081;"14017861";"2";359.64758941
0.008;"14017874";"1";742.64274934
0.039;"14017892";"2";706.61339564
0.178;"14017928";"1";698.52590713
0.081;"14017932";"1";410.93212012
0.05;"14017944";"2";882.52385605
0.13;"14017946";"2";932.4454561
0.428;"14017963";"2";369.25238106
0.128;"14017989";"1";487.29031612
0.085;"14017990";"1";1116.1147954
0.233;"14017993";"1";954.32075005
0.019;"14017996";"1";1025.2923383
0.155;"14018020";"1";433.98684229
0.225;"14018038";"1";547.57017636
0.154;"14018056";"1";473.23502506
0.144;"14018056";"2";473.23502506
0.236;"14018078";"1";498.96787348
0.292;"14018100";"1";563.66289744
0.405;"14018101";"2";549.48351864
0.1;"14018111";"1";208.65515102
0.02;"14018123";"4";716.51090351
0.043;"14018146";"8";491.76993053
0.006;"14018156";"1";296.75455967
0.032;"14018158";"2";553.04307352
0.12;"14018175";"1";430.49412343
0.196;"14018194";"3";449.15126292
0.008;"14018211";"1";623.71218875
0.015;"14018211";"2";623.71218875
0.199;"14018215";"1";600.65242434
0.209;"14018222";"2";714.52323787
0.728;"14018227";"2";596.07761539
0.107;"14018230";"2";765.70310527
0.127;"14018236";"1";718.69808968
0.103;"14018242";"2";358.21177686
0.323;"14018250";"2";648.37900497
0.061;"14018264";"2";598.53090872
0.607;"14018272";"1";384.60647545
0.123;"14018272";"2";384.60647545
0.493;"14018277";"1";812.51344719
0.306;"14018282";"1";819.20572593
0.004;"14018284";"2";796.99015068
0.075;"14018287";"1";379.99088985
0.266;"14018290";"1";633.98591418
0.053;"14018294";"1";728.96907565
0.367;"14018298";"1";539.36582791
0.326;"14018303";"2";128.18517664
0.036;"14018309";"2";1077.616751
0.169;"14018310";"1";591.42721844
0.095;"14018313";"4";588.60601268
0.53;"14018319";"1";394.73926794
0.118;"14018332";"1";554.16295687
0.071;"14018359";"1";335.24997201
0.793;"14018359";"2";335.24997201
0.054;"14018380";"2";2425.144153
0.042;"14018387";"1";515.81426915
0.095;"14018395";"1";501.51874409
0.059;"14018410";"1";453.85275642
0.382;"14018426";"1";906.70258356
0.026;"14018455";"1";642.65102684
0.105;"14018475";"1";472.83705528
0.223;"14018497";"2";390.42428904
0.613;"14018528";"2";502.69057748
0.162;"14018536";"1";253.51372286
0.11;"14018551";"1";554.38545216
0.767;"14018558";"1";1399.0207769
0.071;"14018558";"2";1399.0207769
0.027;"14018563";"3";362.95967411
0.436;"14018565";"1";1042.7220263
0.021;"14018573";"5";542.0003906
0.097;"14018580";"2";579.3681995
0.104;"14018583";"2";428.50316523
0.225;"14018586";"2";862.81434003
0.721;"14018590";"2";474.22414114
0.036;"14018592";"1";905.63000599
0.03;"14018609";"2";864.50401374
0.328;"14018619";"3";487.10953168
0.16;"14018626";"2";312.62188557
0.37;"14018638";"2";239.4637006
0.213;"14018653";"2";510.44569034
0.093;"14018656";"1";463.71740909
0.028;"14018656";"4";463.71740909
0.017;"14018659";"1";698.87538968
0.044;"14018664";"2";801.95062758
0.806;"14018692";"1";411.34332171
0.412;"14018698";"2";373.96773706
0.085;"14018720";"2";598.55841622
0.075;"14018724";"2";285.2879932
0.044;"14018740";"3";682.14239112
0.02;"14018746";"1";458.25112786
0.128;"14018751";"1";438.122528
0.152;"14018760";"1";271.96394874
0.082;"14018761";"1";437.08916817
0.013;"14018767";"1";448.23702742
0.332;"14018775";"1";982.77953212
0.016;"14018777";"1";705.19538985
0.464;"14018782";"3";2686.2640887
0.206;"14018787";"6";600.16570461
0.62;"14018798";"1";653.44598027
0.019;"14018829";"1";1039.5671434
0.044;"14018832";"3";711.51647325
0.101;"14018839";"1";309.181013
0.192;"14018850";"1";318.74838141
0.187;"14018854";"2";719.79642211
0.07;"14018905";"2";289.27445845
0.757;"14018917";"1";861.68754934
0.123;"14018928";"1";503.89155472
0.045;"14018936";"1";405.46599642
0.089;"14018956";"1";690.31335196
0.052;"14018966";"1";635.99629032
0.011;"14018969";"1";216.5946214
0.002;"14018983";"1";572.67381865
0.151;"14019016";"2";391.85431132
0.047;"14019030";"1";407.93869531
0.921;"14019042";"2";443.13891017
0.029;"14019049";"2";508.27566648
0.202;"14019056";"1";592.296947
0.034;"14019092";"2";611.93644021
0.01;"14019096";"2";577.49530883
0.14;"14019112";"2";383.05070714
0.087;"14019121";"1";349.16063912
0.08;"14019126";"1";471.51594412
0.267;"14019136";"3";934.18784514
0.001;"14019169";"2";415.91161239
0.033;"14019173";"1";460.62089419
0.128;"14019178";"4";510.4309678
0.225;"14019209";"2";699.13263243
0.156;"14019229";"1";433.44484373
0.055;"14019269";"1";390.06440501
0.088;"14019281";"3";1314.0307943
0.027;"14019282";"1";916.74005262
0.174;"14019291";"3";931.17034919
0.066;"14019346";"1";681.17449944
0.608;"14019348";"2";457.92050011
0.272;"14019352";"1";723.82226255
0.123;"14019359";"1";355.24255749
0.704;"14019359";"2";355.24255749
0.071;"14019375";"1";506.27871473
0.218;"14019403";"2";592.32532312
0.21;"14019414";"1";912.7753938
0.493;"14019444";"2";684.65318901
0.027;"14019450";"4";1051.8770748
0.449;"14019454";"1";1121.3170224
0.098;"14019472";"1";557.45487299
0.104;"14019487";"1";850.50968993
0.119;"14019492";"1";435.45150519
0.054;"14019493";"2";737.96924753
0.176;"14019498";"2";592.97562736
0.216;"14019538";"1";892.84904398
0.039;"14019549";"2";407.25629323
0.067;"14019551";"2";520.01837798
0.139;"14019563";"5";547.52520691
0.011;"14019567";"2";739.78121397
0.063;"14019582";"1";701.79750851
0.113;"14019590";"1";579.63597785
0.138;"14019601";"1";663.64118747
0.915;"14019611";"1";685.54026819
0.017;"14019613";"1";500.35957037
0.08;"14019620";"1";418.72536215
0.249;"14019622";"1";478.33890227
0.018;"14019629";"2";401.38077889
0.071;"14019632";"1";880.07796266
0.02;"14019637";"1";427.04095144
0.035;"14019673";"2";434.87153969
0.068;"14019678";"1";455.10039836
0.012;"14019678";"2";455.10039836
0.021;"14019682";"1";228.72409426
0.106;"14019698";"1";822.70420154
0.015;"14019706";"1";590.12604122
0.035;"14019709";"1";570.37698807
0.433;"14019710";"1";322.23192682
0.099;"14019724";"1";406.79066668
0.351;"14019740";"2";661.19406058
0.075;"14019762";"1";476.44055671
0.316;"14019798";"1";446.01977369
0.084;"14019801";"1";1755.5050649
0.088;"14019854";"1";399.2665144
0.031;"14019864";"2";492.95157087
0.012;"14019865";"1";2563.7204221
0.041;"14019895";"1";970.24038589
0.015;"14019898";"2";565.71489744
0.141;"14019902";"1";441.69142695
0.014;"14019912";"1";379.28609587
0.081;"14019940";"1";457.71217303
0.603;"14019952";"2";754.88302441
0.043;"14019952";"3";754.88302441
0.49;"14019958";"1";695.46539088
0.285;"14019967";"2";545.49661555
0.07;"14019977";"1";937.11451286
0.011;"14019992";"2";1008.9569086
0.394;"14020013";"1";361.564451
0.042;"14020029";"1";721.12327929
0.114;"14020031";"1";475.98522016
0.264;"14020042";"1";473.22667204
0.604;"14020052";"1";596.59725128
0.18;"14020071";"1";650.22786001
0.403;"14020072";"1";400.8736935
0.004;"14020079";"2";1098.7763365
0.319;"14020097";"1";221.17393031
0.021;"14020112";"1";1036.9925734
0.007;"14020118";"2";444.21920709
0.133;"14020128";"2";436.63546185
0.143;"14020136";"1";642.23748167
0.049;"14020146";"1";1476.1723796
0.049;"14020199";"1";604.36796131
0.062;"14020205";"1";565.75662727
0.044;"14020205";"2";565.75662727
0.015;"14020211";"2";307.7423121
0.041;"14020223";"2";354.62491483
0.107;"14020230";"1";876.27764572
0.052;"14020240";"2";422.34007376
0.077;"14020258";"3";581.94349481
0.11;"14020270";"2";492.41886037
0.03;"14020288";"2";395.00112587
0.011;"14020317";"1";533.82575823
0.635;"14020329";"1";722.9706272
0.337;"14020336";"1";697.19715805
0.091;"14020347";"1";998.41102191
0.043;"14020354";"1";625.79869755
0.016;"14020388";"1";1340.2346703
0.048;"14020393";"1";531.34710961
0.406;"14020399";"1";2323.6663883
0.025;"14020433";"1";668.57613362
0.178;"14020433";"2";668.57613362
0.006;"14020446";"1";326.30487574
0.291;"14020448";"1";582.72230971
0.031;"14020459";"2";355.34800875
0.123;"14020466";"2";695.79666517
0.027;"14020471";"2";655.86128105
0.047;"14020479";"2";388.34305155
0.073;"14020481";"1";490.58611634
0.009;"14020489";"1";525.96463492
0.16;"14020492";"1";377.35883443
0.061;"14020502";"2";439.92997305
0.712;"14020508";"1";870.25222733
0.241;"14020547";"1";423.60048247
0.439;"14020551";"1";514.23599728
0.738;"14020553";"2";281.27816432
0.085;"14020556";"1";1393.4800942
0.091;"14020586";"1";513.46373157
0.244;"14020588";"1";510.3880028
0.03;"14020591";"1";677.54782938
0.246;"14020600";"1";514.67135151
0.021;"14020603";"1";474.12361686
0.01;"14020622";"1";631.65121359
0.003;"14020622";"2";631.65121359
0.016;"14020626";"1";280.99391066
0.011;"14020632";"1";663.88509344
0.018;"14020650";"1";578.18394669
0.007;"14020652";"1";593.08447483
0.712;"14020674";"1";328.66432389
0.031;"14020703";"1";628.80547821
0.232;"14020709";"3";774.11427964
0.026;"14020717";"2";1010.461761
0.015;"14020718";"1";757.5959449
0.621;"14020720";"5";637.96310617
0.201;"14020722";"1";586.40653781
0.317;"14020739";"1";240.86436229
0.026;"14020739";"2";240.86436229
0.053;"14020767";"1";2087.8570248
0.84;"14020769";"1";844.71454842
0.027;"14020774";"2";930.81640396
0.224;"14020782";"4";449.14124054
0.013;"14020796";"1";234.33438588
0.406;"14020804";"3";454.18853014
0.02;"14020805";"1";697.68052301
0.037;"14020809";"1";526.58154112
0.194;"14020811";"1";1022.8375868
0.076;"14020812";"1";912.78184538
0.038;"14020827";"1";634.72557074
0.091;"14020830";"1";484.80460918
0.135;"14020846";"1";919.09396688
0.06;"14020864";"1";503.87508823
0.23;"14020867";"2";899.2219674
0.019;"14020885";"1";1284.7690417
0.516;"14020889";"2";998.92400778
0.607;"14020947";"1";493.15122147
0.049;"14020951";"1";403.09630513
0.106;"14020953";"1";424.16938016
0.121;"14020964";"1";551.64885154
0.046;"14020964";"2";551.64885154
0.297;"14020969";"2";155.72794326
0.009;"14020973";"2";321.34325191
0.056;"14020980";"1";559.62697652
0.081;"14021029";"2";513.1195864
0.209;"14021029";"3";513.1195864
0.099;"14021034";"5";267.58166007
0.074;"14021047";"1";231.01076725
0.029;"14021066";"1";568.64133049
0.363;"14021070";"2";453.82023754
0.6;"14021080";"1";550.01479609
0.004;"14021089";"1";417.55025602
0.104;"14021110";"1";674.62526377
0.117;"14021119";"2";533.18545728
0.135;"14021133";"1";611.51823282
0.176;"14021146";"1";658.62688047
0.035;"14021183";"1";472.24395133
0.095;"14021217";"1";532.5832279
0.027;"14021231";"2";487.21125641
0.043;"14021239";"2";3082.9068068
0.086;"14021264";"1";758.02142096
0.891;"14021273";"1";349.05240758
0.125;"14021289";"1";556.17651769
0.643;"14021300";"1";677.45249155
0.686;"14021304";"1";615.16066627
0.088;"14021308";"1";611.07152491
0.021;"14021309";"1";618.29903309
0.086;"14021313";"1";685.13729791
0.037;"14021357";"1";464.78940163
0.918;"14021372";"2";1473.5575596
0.666;"14021382";"2";617.75599178
0.055;"14021393";"1";685.28112683
0.051;"14021399";"1";834.26717288
0.285;"14021406";"1";553.46221548
0.033;"14021407";"2";404.38112869
0.61;"14021419";"2";501.62455696
0.016;"14021431";"1";470.08380258
0.122;"14021450";"2";815.95944308
0.043;"14021469";"1";531.56847145
0.035;"14021490";"1";492.54234001
0.434;"14021493";"1";397.55983057
0.083;"14021553";"2";608.37140051
0.875;"14021572";"1";399.16914579
0.012;"14021572";"2";399.16914579
0.148;"14021577";"3";405.69510341
0.025;"14021579";"2";541.76349273
0.054;"14021609";"2";837.00900692
0.379;"14021650";"1";622.82680403
0.713;"14021688";"2";898.37863614
0.286;"14021690";"2";632.32107641
0.043;"14021692";"1";584.53370613
0.042;"14021699";"1";435.00226672
0.069;"14021701";"1";991.79522356
0.164;"14021702";"2";405.68213717
0.069;"14021735";"1";781.94840058
0.035;"14021755";"1";479.97606422
0.016;"14021775";"2";740.1763001
0.792;"14021789";"1";602.18932668
0.144;"14021794";"1";250.77545171
0.526;"14021797";"1";1315.7768821
0.229;"14021814";"3";1053.2119524
0.022;"14021844";"1";538.23087548
0.061;"14021846";"1";601.0532903
0.014;"14021864";"4";1206.0338428
0.045;"14021866";"1";425.91972664
0.439;"14021866";"2";425.91972664
0.371;"14021867";"1";203.56380831
0.273;"14021870";"2";443.77733682
0.042;"14021872";"1";664.36438503
0.263;"14021882";"1";430.97922936
0.062;"14021884";"1";592.25444623
0.078;"14021887";"1";538.37641734
0.071;"14021897";"1";455.34007523
0.603;"14021918";"1";767.48983037
0.092;"14021945";"1";407.76395972
0.832;"14021960";"1";363.72777762
0.098;"14021960";"2";363.72777762
0.065;"14021973";"1";599.13419065
0.024;"14021995";"3";466.07153995
0.057;"14022023";"2";3965.2864771
0.817;"14022027";"1";518.92400834
0.067;"14022051";"1";349.75051251
0.053;"14022051";"2";349.75051251
0.146;"14022073";"1";828.6969815
0.025;"14022073";"2";828.6969815
0.118;"14022107";"3";613.42916373
0.166;"14022119";"1";506.2786405
0.148;"14022142";"1";436.52081756
0.164;"14022150";"3";599.53811854
0.07;"14022160";"1";5967.5605094
0.16;"14022170";"2";525.86043519
0.3;"14022176";"5";419.08730629
0.238;"14022195";"1";671.74331361
0.034;"14022195";"2";671.74331361
0.15;"14022199";"1";346.84300067
0.2;"14022234";"1";692.56676229
0.096;"14022244";"1";371.63697433
0.052;"14022246";"1";456.45477283
0.141;"14022253";"1";617.75945118
0.035;"14022255";"2";266.6117184
0.772;"14022259";"1";424.92670419
0.059;"14022270";"2";468.926611
0.177;"14022298";"1";402.49477479
0.06;"14022302";"1";582.83493578
0.048;"14022303";"3";383.90708038
0.347;"14022308";"1";389.63635797
0.128;"14022321";"1";491.86497034
0.567;"14022368";"4";475.9712634
0.051;"14022372";"2";885.09718321
0.156;"14022375";"3";439.88919728
0.022;"14022392";"1";768.75060371
0.04;"14022408";"2";479.00197925
0.037;"14022417";"2";503.14130574
0.24;"14022417";"3";503.14130574
0.144;"14022421";"1";730.22702465
0.049;"14022430";"2";729.69253991
0.251;"14022431";"1";297.52715358
0.05;"14022433";"1";806.09084942
0.01;"14022442";"1";475.85260082
0.221;"14022445";"3";221.3237464
0.619;"14022451";"2";494.40003707
0.078;"14022520";"2";383.30028474
0.18;"14022555";"1";668.98003605
0.258;"14022556";"1";786.12578891
0.023;"14022585";"1";1533.9722622
0.081;"14022585";"2";1533.9722622
0.305;"14022585";"3";1533.9722622
0.159;"14022591";"1";449.51661128
0.02;"14022594";"2";315.25531234
0.426;"14022611";"2";761.14809593
0.042;"14022616";"1";536.77831468
0.058;"14022618";"1";420.78246611
0.412;"14022622";"1";961.95074014
0.051;"14022633";"1";355.56526154
0.333;"14022637";"2";780.12398267
0.058;"14022656";"1";945.41867206
0.002;"14022658";"1";638.59762644
0.793;"14022658";"4";638.59762644
0.779;"14022685";"1";866.52113675
0.037;"14022691";"1";1074.7636249
0.05;"14022691";"2";1074.7636249
0.142;"14022706";"1";418.38009883
0.074;"14022721";"1";611.21715193
0.085;"14022721";"2";611.21715193
0.545;"14022733";"1";505.4123271
0.023;"14022737";"2";331.22738614
0.053;"14022744";"1";830.95542376
0.174;"14022753";"1";1744.3186722
0.023;"14022757";"1";308.19587087
0.117;"14022767";"1";377.2244122
0.04;"14022773";"3";535.13904296
0.058;"14022793";"1";697.40254729
0.027;"14022798";"1";1135.1724638
0.437;"14022816";"1";295.85215951
0.035;"14022817";"1";190.19750732
0.183;"14022827";"5";525.86578656
0.01;"14022828";"2";521.94970065
0.114;"14022842";"3";357.80751695
0.613;"14022856";"1";136.52859125
0.018;"14022857";"1";828.00212985
0.043;"14022874";"2";396.29985135
0.352;"14022887";"1";813.05733461
0.069;"14022896";"1";644.77328947
0.587;"14022898";"1";342.40330851
0.092;"14022926";"2";833.52039805
0.629;"14022932";"2";353.27501285
0.126;"14022937";"1";539.77310018
0.008;"14022954";"2";440.66279802
0.079;"14022962";"2";791.65349427
0.284;"14022965";"1";931.28206854
0.047;"14022972";"1";536.02002282
0.105;"14022988";"1";1218.1245414
0.077;"14023026";"1";673.60588192
0.123;"14023031";"3";302.52167944
0.008;"14023036";"1";796.98056087
0.015;"14023036";"2";796.98056087
0.011;"14023041";"2";768.95695452
0.157;"14023046";"1";678.54268025
0.191;"14023048";"1";573.05893132
0.52;"14023059";"3";755.26235112
0.142;"14023062";"2";481.15650865
0.095;"14023076";"1";416.85450596
0.089;"14023104";"2";821.28314072
0.066;"14023109";"2";317.71871935
0.168;"14023122";"2";353.3696914
0.914;"14023127";"1";512.35863798
0.02;"14023136";"2";475.0240657
0.07;"14023137";"1";2049.7682871
0.711;"14023138";"2";551.36025199
0.221;"14023142";"2";344.77397571
0.067;"14023155";"1";547.36561741
0.269;"14023158";"2";306.22055807
0.463;"14023168";"2";376.9667935
0.007;"14023193";"2";575.86511846
0.042;"14023194";"2";405.6695566
0.079;"14023200";"2";667.00472198
0.387;"14023208";"1";354.55998849
0.029;"14023219";"4";452.4368817
0.162;"14023223";"1";335.94296145
0.022;"14023236";"2";784.63835879
0.153;"14023268";"1";939.06826394
0.022;"14023269";"1";347.76754918
0.213;"14023309";"1";366.06370634
0.637;"14023324";"2";296.34284576
0.358;"14023334";"2";907.28709607
0.081;"14023344";"2";551.17929525
0.04;"14023351";"1";519.30419266
0.038;"14023370";"2";318.62889522
0.094;"14023373";"1";383.93050954
0.097;"14023383";"1";478.58699202
0.124;"14023385";"1";432.92598012
0.008;"14023388";"1";609.05514527
0.045;"14023394";"2";482.72990598
0.026;"14023409";"1";683.81234929
0.128;"14023425";"1";640.45349882
0.374;"14023451";"2";524.48986654
0.091;"14023453";"1";350.47897399
0.823;"14023466";"1";912.13449074
0.029;"14023479";"2";550.51438362
0.253;"14023565";"2";350.67602935
0.734;"14023578";"1";714.955675
0.071;"14023583";"1";568.91977827
0.03;"14023583";"2";568.91977827
0.317;"14023594";"2";833.95482479
0.152;"14023600";"2";570.54421192
0.164;"14023603";"1";562.96670901
0.09;"14023617";"1";317.99095504
0.023;"14023622";"1";914.621055
0.053;"14023622";"2";914.621055
0.275;"14023624";"2";326.25251033
0.552;"14023625";"2";345.27503319
0.073;"14023632";"2";992.37278987
0.06;"14023647";"1";452.74617817
0.631;"14023649";"1";555.88632475
0.789;"14023656";"1";604.40738354
0.055;"14023662";"2";246.88311834
0.096;"14023664";"1";989.72441939
0.039;"14023667";"2";455.89945897
0.732;"14023668";"1";826.88576435
0.047;"14023678";"1";842.26392897
0.611;"14023684";"2";320.48495545
0.134;"14023697";"3";325.1229916
0.061;"14023711";"1";632.60170689
0.768;"14023715";"1";470.59429713
0.041;"14023726";"2";681.23256985
0.456;"14023735";"1";679.67821487
0.042;"14023782";"2";463.70848389
0.05;"14023793";"1";1262.0390852
0.105;"14023830";"1";1512.7073962
0.019;"14023837";"1";1124.4730996
0.236;"14023841";"1";633.78823157
0.057;"14023843";"1";585.48397273
0.016;"14023854";"1";233.96055398
0.014;"14023880";"1";748.1942873
0.172;"14023883";"1";432.02758465
0.184;"14023909";"1";578.88788626
0.079;"14023950";"2";325.48437807
0.361;"14023969";"1";802.47809871
0.138;"14023974";"1";634.41434362
0.029;"14023980";"1";649.14341465
0.117;"14023986";"1";764.61375813
0.308;"14023994";"1";501.42896138
0.837;"14024031";"1";461.83053064
0.059;"14024032";"1";609.23541805
0.334;"14024035";"3";301.58379932
0.187;"14024049";"2";622.79612667
0.11;"14024052";"2";826.59856944
0.049;"14024054";"3";267.31807335
0.352;"14024073";"1";364.86770154
0.062;"14024079";"2";541.28431309
0.231;"14024084";"1";846.29294195
0.035;"14024084";"2";846.29294195
0.108;"14024088";"1";449.49091903
0.044;"14024088";"2";449.49091903
0.036;"14024092";"2";215.47916207
0.031;"14024094";"2";565.17619581
0.774;"14024114";"1";627.05369506
0.81;"14024116";"1";425.81275626
0.057;"14024116";"2";425.81275626
0.022;"14024120";"2";268.85168062
0.869;"14024134";"1";477.20012102
0.223;"14024137";"1";820.89102978
0.136;"14024150";"1";370.74736588
0.071;"14024160";"2";451.36125555
0.122;"14024231";"1";832.60829079
0.067;"14024233";"1";1058.4525047
0.023;"14024245";"1";537.75635421
0.013;"14024266";"1";849.88860566
0.554;"14024272";"2";537.3290318
0.095;"14024280";"1";345.33252234
0.051;"14024285";"1";358.84132697
0.271;"14024285";"2";358.84132697
0.086;"14024287";"4";338.85765248
0.041;"14024289";"1";433.72013976
0.408;"14024292";"1";1066.0269007
0.051;"14024307";"1";210.33081176
0.238;"14024314";"1";305.06671549
0.224;"14024322";"2";737.38195337
0.5;"14024350";"1";878.3478866
0.388;"14024350";"2";878.3478866
0.29;"14024360";"1";405.76400418
0.083;"14024362";"1";421.16860787
0.193;"14024366";"1";333.66706365
0.04;"14024384";"1";355.79673245
0.047;"14024405";"1";282.00297017
0.021;"14024427";"1";519.8513575
0.014;"14024444";"2";451.17769014
0.193;"14024457";"1";370.45121291
0.172;"14024462";"2";537.68582979
0.088;"14024465";"1";702.54539048
0.156;"14024465";"2";702.54539048
0.588;"14024467";"1";697.55672243
0.046;"14024469";"1";280.72277377
0.016;"14024470";"1";916.06358576
0.075;"14024488";"1";462.97392622
0.968;"14024489";"1";476.42990405
0.037;"14024501";"1";253.49175067
0.462;"14024508";"3";351.14669372
0.058;"14024509";"1";443.8182998
0.25;"14024520";"1";531.67582454
0.022;"14024527";"1";910.39562818
0.121;"14024533";"1";352.56959811
0.25;"14024541";"3";1469.9761128
0.116;"14024553";"2";385.17067722
0.194;"14024558";"1";519.44613484
0.019;"14024569";"2";504.04957942
0.064;"14024588";"2";514.21093646
0.059;"14024593";"2";209.35552824
0.047;"14024604";"2";734.4162419
0.011;"14024619";"2";498.63054952
