"proba_ass";"ident";"noi";"wpela17"
0.132;"15002939";"2";606.34846108
0.0944;"15002945";"1";1660.1087721
1;"15002950";"1";612.6106623
0.0392;"15002952";"1";482.11149914
0.0396;"15002964";"4";362.51054811
0.1076;"15002979";"1";412.59743688
0.1452;"15002992";"1";227.49455985
0.0324;"15003003";"1";490.75688614
0.0388;"15003023";"3";305.64168939
0.0052;"15003063";"2";528.40409438
0.1684;"15003068";"1";638.9036688
0.05;"15003068";"2";638.9036688
0.0404;"15003072";"1";341.62914334
0.0716;"15003079";"1";838.94994373
0.5212;"15003100";"1";785.65176281
0.0012;"15003143";"1";914.85403461
0.0488;"15003149";"2";445.05601251
0.0096;"15003151";"1";331.64003251
0.0492;"15003160";"1";743.85093879
0.0692;"15003174";"1";353.96533273
0.064;"15003188";"1";574.17222349
0.1284;"15003195";"1";641.28229403
0.1136;"15003200";"2";546.99818431
0.0272;"15003234";"1";599.085313
0.4196;"15003245";"1";815.80621421
0.0672;"15003272";"1";553.74061104
0.3644;"15003287";"1";486.07866201
0.1172;"15003288";"1";799.37675196
0.08;"15003311";"2";609.63322054
0.486;"15003316";"1";341.31742837
0.9576;"15003324";"1";1016.5822844
0.0516;"15003339";"1";544.51727207
0.61;"15003339";"2";544.51727207
0.2076;"15003341";"1";742.43980202
0.0228;"15003364";"2";954.198147
0.258;"15003371";"1";488.1813877
0.3748;"15003396";"3";375.88135947
0.1396;"15003424";"1";456.07576026
0.0088;"15003428";"1";613.65136724
0.016;"15003428";"2";613.65136724
0.0804;"15003432";"4";299.27071551
0.2556;"15003440";"1";660.09682227
0.6452;"15003447";"1";1024.5499164
0.1432;"15003449";"1";370.65711454
0.4796;"15003454";"2";1338.2878784
0.0368;"15003454";"3";1338.2878784
0.0436;"15003477";"1";604.94565151
0.042;"15003493";"1";340.26955018
0.1184;"15003500";"1";831.20195442
0.2004;"15003519";"3";189.32777261
0.1212;"15003524";"1";332.71267105
0.0592;"15003535";"1";243.07011824
0.0452;"15003545";"1";331.12114728
0.0996;"15003562";"1";813.5872095
0.0452;"15003569";"1";2087.6047319
0.0772;"15003578";"1";523.06286597
0.0156;"15003589";"1";590.13966189
0.0368;"15003599";"2";962.24847238
0.102;"15003602";"2";452.324304
0.0496;"15003604";"1";214.68002941
0.0276;"15003607";"1";782.22423031
0.3264;"15003614";"1";387.19999704
0.0096;"15003622";"2";167.83703442
0.1108;"15003627";"1";723.46546873
0.1276;"15003632";"1";788.90056358
0.19;"15003638";"2";404.93497616
0.0916;"15003646";"2";1939.091989
0.1764;"15003653";"3";599.60203856
0.5576;"15003654";"2";479.66538727
0.046;"15003662";"2";417.3626837
0.134;"15003700";"1";639.70372706
0.0228;"15003702";"3";1696.493157
0.018;"15003705";"1";626.81344541
0.1652;"15003721";"1";538.26437739
0.3912;"15003729";"1";1874.7241911
0.3216;"15003737";"1";441.98674442
0.208;"15003746";"1";500.09738123
0.0352;"15003747";"2";309.86697111
0.776;"15003752";"1";415.13858176
0.3304;"15003764";"2";755.90872445
0.0924;"15003780";"1";685.20118973
0.0152;"15003810";"1";760.07078816
0.376;"15003812";"1";594.03832742
0.5968;"15003827";"1";458.90012829
0.1672;"15003842";"1";339.10619374
0.1184;"15003842";"2";339.10619374
0.092;"15003863";"1";925.81705252
0.2832;"15003863";"2";925.81705252
0.38;"15003872";"2";607.08418401
0.0484;"15003875";"5";434.11881513
0.9116;"15003880";"2";1101.2234157
0.3124;"15003893";"3";701.63219394
0.498;"15003923";"2";197.672709
0.01;"15003933";"1";529.78045604
0.1096;"15003937";"1";494.032726
0.5168;"15003944";"1";561.82442691
0.0268;"15003953";"2";328.54199254
0.0848;"15003955";"2";587.9874181
0.8236;"15003970";"2";400.18201109
0.0156;"15004001";"1";717.02585019
0.04;"15004038";"1";654.18555248
0.1112;"15004054";"2";351.2049423
0.17;"15004071";"1";588.71341232
0.5772;"15004077";"1";1196.8482249
0.1212;"15004095";"2";374.25385537
0.1284;"15004095";"3";374.25385537
0.0528;"15004098";"2";436.69379291
0.5644;"15004101";"1";854.31996355
0.4964;"15004113";"1";626.50201165
0.7076;"15004117";"3";1065.7844503
0.0748;"15004123";"2";331.93958148
0.4692;"15004137";"1";456.72214667
0.4904;"15004143";"1";366.24796571
0.218;"15004164";"2";391.4453554
0.1784;"15004165";"2";789.16082804
0.0788;"15004166";"2";267.60376814
0.258;"15004183";"1";910.31459865
0.0108;"15004203";"1";479.98557365
0.0716;"15004203";"2";479.98557365
0.456;"15004208";"1";473.56816361
0.028;"15004209";"2";495.51689846
0.008;"15004214";"1";1003.4159828
0.3964;"15004230";"1";976.45749543
0.0436;"15004232";"2";698.08813815
0.0892;"15004235";"1";488.51515509
0.1856;"15004249";"2";672.43325213
0.7008;"15004266";"2";372.62060902
0.9932;"15004279";"2";510.90626272
0.0856;"15004291";"3";977.79014764
0.7436;"15004293";"2";562.65472447
0.7068;"15004302";"1";531.82812797
0.0844;"15004323";"4";493.17390719
0.0572;"15004325";"1";298.63075125
0.1392;"15004335";"1";521.36332101
0.9332;"15004338";"1";974.11752387
0.05;"15004342";"1";305.76301381
0.1268;"15004349";"2";333.77623401
0.0616;"15004353";"2";637.79462481
0.5036;"15004366";"1";948.51081568
0.0232;"15004413";"2";614.3826795
0.07;"15004419";"1";571.00514415
0.0892;"15004422";"1";541.76831507
0.6688;"15004428";"1";389.05602139
0.108;"15004428";"2";389.05602139
0.0028;"15004429";"1";423.65858951
0.0508;"15004430";"1";1343.0286465
0.4208;"15004441";"1";749.51637075
0.2936;"15004460";"1";599.82947879
0.0428;"15004487";"1";271.84812588
0.0484;"15004487";"2";271.84812588
0.074;"15004500";"2";560.70725257
0.0464;"15004502";"1";504.42683525
0.0796;"15004507";"2";1025.3152062
0.014;"15004517";"1";444.87905705
0.4628;"15004529";"1";388.90642576
0.0284;"15004533";"2";757.4758254
0.024;"15004542";"1";322.51392362
0.0056;"15004551";"1";683.40594042
0.1476;"15004554";"1";571.4127708
0.0992;"15004556";"1";638.6923703
0.3988;"15004560";"1";713.03885791
0.1092;"15004582";"1";530.45904777
0.414;"15004612";"2";521.44433182
0.1188;"15004612";"4";521.44433182
0.0032;"15004644";"1";582.14402111
0.8028;"15004658";"1";797.99045418
0.3944;"15004676";"2";431.24651252
0.0404;"15004687";"1";377.87384875
0.6128;"15004703";"1";516.71069041
0.0472;"15004714";"3";1586.7480773
0.6516;"15004726";"1";742.34084915
0.0032;"15004738";"2";411.95686146
0.1392;"15004754";"1";745.63604384
0.258;"15004754";"2";745.63604384
0.3424;"15004761";"1";543.76514906
0.1136;"15004766";"1";208.07682218
0.094;"15004767";"1";1491.915394
0.0528;"15004774";"1";894.11871187
0.0112;"15004774";"2";894.11871187
0.0528;"15004781";"2";637.94597789
0.0348;"15004784";"2";368.3989323
0.1008;"15004785";"1";441.24280168
0.9856;"15004815";"1";484.21229462
0.0152;"15004862";"1";332.83870514
0.0352;"15004867";"1";920.3059707
0.088;"15004885";"2";359.07949954
0.1984;"15004887";"2";359.15543079
0.2728;"15004911";"1";2750.9148098
0.0372;"15004911";"2";2750.9148098
0.0308;"15004918";"2";633.61221415
0.2148;"15004929";"1";381.7402585
0.1404;"15004932";"1";620.53686522
0.0912;"15004933";"1";727.98162899
0.358;"15004933";"2";727.98162899
0.0964;"15004970";"1";503.04820588
0.0076;"15004992";"2";362.3130618
0.2012;"15005002";"2";550.2560322
0.8112;"15005011";"1";559.75042971
0.6504;"15005019";"1";322.85622523
0;"15005030";"2";737.81935038
0.0248;"15005069";"1";429.68409487
0.8836;"15005070";"1";497.4139788
0.0772;"15005073";"2";311.51727836
0.1128;"15005107";"1";365.91965761
0.0652;"15005107";"2";365.91965761
0.3196;"15005109";"1";574.10272582
0.0284;"15005118";"2";599.13282785
0.1568;"15005119";"1";538.69813635
0.3144;"15005139";"2";147.61476857
0.0156;"15005150";"2";570.37812561
0.0028;"15005165";"2";436.47260191
0.0596;"15005168";"1";694.28878156
0.0252;"15005182";"2";323.59028307
0.1124;"15005184";"1";535.16842877
0.3336;"15005185";"2";615.76488017
0.258;"15005200";"2";709.10382785
0.224;"15005222";"2";325.96367191
0.218;"15005223";"1";409.67225078
0.1184;"15005233";"1";522.64858724
0.09;"15005244";"2";1453.8697862
0.1208;"15005249";"1";470.52729669
0.4712;"15005297";"1";1249.1638154
0.1572;"15005300";"2";414.95418249
0.0916;"15005304";"2";948.44127483
0.0916;"15005322";"1";537.98473051
0.1296;"15005325";"1";694.55918558
0.7724;"15005363";"1";636.8515133
0.0596;"15005363";"2";636.8515133
0.864;"15005368";"1";729.79816647
0.0636;"15005375";"1";423.01686132
0.4828;"15005395";"2";358.95274309
0.042;"15005399";"2";379.04240996
0.2232;"15005424";"1";1098.2162451
0.6652;"15005438";"2";452.27419126
0.0216;"15005447";"2";973.0986692
0.528;"15005489";"2";422.31609576
0.0552;"15005490";"1";562.40276182
0.3544;"15005512";"6";331.69505574
0.0288;"15005532";"1";635.26878844
0.1292;"15005550";"1";407.57883158
0.2676;"15005552";"1";3264.9398554
0.298;"15005554";"2";389.53692474
0.1668;"15005561";"1";691.83680949
0.1808;"15005576";"1";367.30526174
0.28;"15005583";"1";370.76160294
0.1896;"15005596";"1";274.92244849
0.4036;"15005598";"2";599.77962394
0.0336;"15005609";"1";453.65851997
0.0792;"15005609";"2";453.65851997
0.012;"15005627";"2";144.96144509
0.1868;"15005662";"1";747.122736
0.0824;"15005686";"1";807.49239082
0.0056;"15005703";"1";1344.4478782
0.1272;"15005721";"1";653.24013025
0.0908;"15005721";"2";653.24013025
0.078;"15005745";"2";826.37759098
0.2004;"15005750";"1";597.69116778
0.0324;"15005753";"2";750.96176995
0.05;"15005754";"1";410.83112605
0.3192;"15005761";"1";697.60246851
0.8236;"15005805";"1";940.18393833
0.0292;"15005820";"1";518.44733867
0.2936;"15005826";"1";642.98600767
0.0128;"15005826";"2";642.98600767
0.0308;"15005829";"3";338.49944931
0.0588;"15005832";"1";519.06986729
0.3444;"15005834";"1";395.54569715
0.0568;"15005835";"1";439.8665362
0.0524;"15005841";"1";254.77117851
0.0124;"15005864";"2";498.43722888
0.1004;"15005865";"2";592.95108598
0.104;"15005892";"1";554.67756102
0.0696;"15005893";"1";708.2388821
0.0336;"15005897";"1";477.08152764
0.6764;"15005900";"1";485.38197619
0.04;"15005908";"1";821.17118536
0.04;"15005928";"1";1291.0254123
0.0336;"15005948";"2";571.94693807
0.0808;"15005991";"1";415.00875315
0.2472;"15005995";"1";956.55938098
0.0624;"15005996";"1";381.63641411
0.0832;"15006010";"2";212.93472631
0.4224;"15006030";"1";825.48490935
0.0436;"15006030";"2";825.48490935
0.6056;"15006049";"1";614.96603512
0.022;"15006061";"2";737.42588591
0.1096;"15006065";"1";679.0951781
0.0816;"15006090";"2";483.36373167
0.0512;"15006104";"2";645.40906551
0.03;"15006122";"2";466.05040879
0.0092;"15006123";"2";686.81465531
0.154;"15006124";"1";805.83456463
0.3896;"15006125";"2";621.5130628
0.0132;"15006126";"2";419.30733836
0.0248;"15006176";"2";618.5244687
0.01;"15006184";"2";660.08415554
0.094;"15006200";"2";247.94130414
0.3216;"15006209";"1";646.71643827
0.0208;"15006214";"1";814.76816118
0.2816;"15006214";"2";814.76816118
0.1384;"15006219";"3";359.71804851
0.0692;"15006227";"1";916.46311548
0.0232;"15006231";"1";478.5622067
0.1656;"15006243";"2";540.38539869
0.1744;"15006249";"1";780.97920033
0.016;"15006266";"1";467.638519
0.3168;"15006280";"3";283.18106177
0.0436;"15006287";"2";411.04781574
0.0688;"15006290";"1";642.88858367
0.0188;"15006319";"1";491.27479331
0.15;"15006326";"2";545.78164386
0.6032;"15006341";"2";846.31930399
0.0064;"15006347";"1";528.93988086
0.0652;"15006361";"1";829.89833825
0.9268;"15006399";"1";497.22880589
0.0104;"15006427";"2";500.28036794
0.6032;"15006434";"3";611.31392296
0.0196;"15006440";"2";537.43638491
0.2044;"15006446";"1";682.00595882
0.0144;"15006474";"1";354.99274895
0.12;"15006476";"2";736.14180274
0.1584;"15006489";"1";702.69684673
0.0196;"15006493";"1";395.14864936
0.4172;"15006505";"1";425.89791157
0.0192;"15006520";"1";794.83948063
0.0656;"15006521";"1";487.59725039
0.1296;"15006522";"2";688.18225876
0.0632;"15006524";"2";431.12108836
0.0412;"15006541";"2";364.9781011
0.0488;"15006554";"1";421.4470171
0.1196;"15006580";"1";516.65832108
0.1292;"15006609";"2";850.02284616
0.0248;"15006622";"1";700.8848445
0.1284;"15006629";"1";358.25323062
0.0588;"15006639";"2";424.9897591
0.0152;"15006639";"3";424.9897591
0.0128;"15006644";"1";829.02281463
0.0264;"15006646";"1";608.68794181
0.0488;"15006648";"3";565.31252275
0.0128;"15006665";"2";539.57492214
0.2604;"15006669";"1";701.23080445
0.0592;"15006675";"1";735.06555335
0.0188;"15006676";"2";1114.395364
0.2176;"15006691";"1";270.957158
0.338;"15006716";"2";745.48155443
0.0536;"15006733";"1";605.72610812
0.368;"15006733";"2";605.72610812
0.1744;"15006740";"2";489.18685886
0.1668;"15006747";"1";585.83804534
0.0488;"15006758";"1";1303.3354905
0.1092;"15006760";"4";290.36811679
0.2612;"15006771";"1";493.3157025
0;"15006771";"4";493.3157025
0.0184;"15006812";"1";518.64444699
0.4076;"15006825";"1";683.50065362
0.1712;"15006834";"1";557.53839047
0.0984;"15006839";"1";830.85420226
0.074;"15006861";"2";951.35506837
0.1452;"15006864";"1";965.72592338
0.0612;"15006865";"1";355.66115783
0.358;"15006865";"2";355.66115783
0.022;"15006869";"2";315.72837912
0.0068;"15006883";"3";255.26278853
0.1012;"15006914";"1";615.41354398
0.1308;"15006917";"1";640.10354647
0.0972;"15006924";"2";670.08203605
0.114;"15006950";"2";374.25125534
0.1656;"15006980";"1";647.85958046
0.0948;"15006984";"2";618.91506141
0.0176;"15006990";"1";634.27552794
0.0348;"15007000";"2";703.95998984
0.0208;"15007012";"2";349.16754906
0.0088;"15007021";"2";826.31263065
0.1408;"15007035";"1";771.70243597
0.0512;"15007043";"2";481.56245372
0.316;"15007051";"1";409.12362066
0.044;"15007062";"5";656.01812272
0.1756;"15007071";"1";814.73556643
0.0288;"15007079";"2";1577.5230528
0.2276;"15007080";"1";715.80906317
0.214;"15007082";"1";522.91764195
0.0812;"15007085";"3";404.89167904
0.0588;"15007115";"1";403.40552926
0.0904;"15007119";"2";1047.3698156
0.2196;"15007129";"1";1029.2076219
0.2592;"15007133";"1";421.13823977
0.0592;"15007140";"2";3191.367437
0.06;"15007161";"2";377.5636147
0.026;"15007165";"2";555.99982803
0.0708;"15007184";"2";363.72444359
0.32;"15007187";"1";528.27505082
0.244;"15007190";"1";611.70919662
0.0248;"15007224";"3";415.81017572
0.2216;"15007226";"2";890.85767589
0.7128;"15007229";"1";702.66468837
0.3744;"15007240";"1";325.40371779
0.3112;"15007243";"1";319.32565471
0.0408;"15007253";"2";510.30803749
0.0024;"15007263";"1";1087.8719476
0.028;"15007263";"2";1087.8719476
0.0104;"15007294";"2";473.97235597
0.0232;"15007310";"1";441.47912395
0.8888;"15007384";"1";197.37243537
0.226;"15007398";"3";570.14216231
0.0564;"15007415";"2";682.17344552
0.1008;"15007425";"3";1639.8576546
0.0212;"15007427";"4";607.48185233
0.0596;"15007429";"1";432.49198365
0.1052;"15007437";"1";499.55127388
0.0352;"15007437";"2";499.55127388
0.002;"15007490";"2";466.11425568
0.1228;"15007500";"2";339.59165362
0.494;"15007509";"1";725.35179566
0.418;"15007515";"1";328.23107971
0.816;"15007528";"1";306.87532503
0.6244;"15007552";"1";717.05789222
0.0068;"15007552";"2";717.05789222
0.1156;"15007552";"3";717.05789222
0.0452;"15007560";"9";551.01703919
0.0616;"15007563";"1";552.7395388
0.2432;"15007566";"1";411.65448926
0.3392;"15007600";"2";859.56924302
0.0188;"15007603";"3";655.93513671
0.0548;"15007606";"1";499.91857362
0.024;"15007606";"2";499.91857362
0.0884;"15007620";"2";178.24508203
0.014;"15007638";"1";599.64015956
0.0744;"15007642";"1";697.29758652
0.0832;"15007667";"1";358.19477123
0.0368;"15007671";"1";357.84010227
0.016;"15007712";"2";670.69811657
0.132;"15007725";"1";179.1400781
0.0652;"15007745";"1";508.46494936
0.07;"15007748";"1";862.21642991
0.1036;"15007749";"1";770.98886564
0.0236;"15007759";"2";328.77583368
0.0992;"15007760";"1";318.13620555
0.2112;"15007774";"3";714.41939439
0.9656;"15007776";"1";1136.9422768
0.2848;"15007787";"1";455.96449345
0.0288;"15007808";"2";723.68346519
0.878;"15007815";"1";633.23849576
0.1144;"15007821";"1";614.63055398
0.0112;"15007838";"2";561.81073367
0.9768;"15007839";"3";717.87236312
0.1416;"15007871";"2";322.7095442
0.0608;"15007876";"2";573.78940558
0.1428;"15007878";"1";477.75419677
0.1916;"15007879";"1";607.78193839
0.598;"15007879";"2";607.78193839
0.0272;"15007904";"1";325.91803218
0.024;"15007917";"2";602.84224392
0.1804;"15007919";"1";777.38580162
0.2192;"15007954";"1";344.54607118
0.2828;"15007956";"1";577.11912404
0.9244;"15007966";"1";247.42459524
0.1596;"15007966";"2";247.42459524
0.0816;"15007985";"2";738.10275769
0.1644;"15008002";"3";252.13768874
0.9128;"15008006";"1";593.45626451
0.098;"15008008";"1";568.29499123
0.0144;"15008019";"3";1083.6634699
0.052;"15008022";"3";287.74964927
0.0376;"15008042";"1";1457.3773239
0.0612;"15008050";"1";509.71788509
8e-04;"15008056";"2";1108.3506373
0.0268;"15008090";"2";401.65614033
0.0396;"15008112";"2";855.84709162
0.224;"15008114";"2";789.27606888
0.1248;"15008172";"1";544.16245148
0.0952;"15008175";"2";408.23929573
0.0352;"15008180";"2";422.72086716
